model_name,method,average_method,best_params,loocv_accuracy,loocv_precision_macro,loocv_recall_macro,loocv_f1_macro,loocv_predictions,label
RBFSVC,rfe,macro,"{'classifier__C': 10, 'classifier__gamma': 'scale', 'feature_selection__n_features_to_select': 80}",0.6,0.537280701754386,0.5295138888888888,0.5238095238095238,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert']",RBFSVC - rfe
PolySVC,pca_live,macro,"{'classifier__C': 10, 'classifier__degree': 3, 'pca__n_components': 0.95}",0.6,0.5659722222222222,0.5659722222222222,0.5659722222222222,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert']",PolySVC - pca_live
RandomForest,pca_live,macro,"{'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'pca__n_components': 0.95}",0.6,0.5659722222222222,0.5659722222222222,0.5659722222222222,"['non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",RandomForest - pca_live
LogisticRegression,pca_precomputed,macro,"{'classifier__C': 0.1, 'classifier__solver': 'liblinear'}",0.6,0.575,0.578125,0.5755517826825127,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",LogisticRegression - pca_precomputed
RBFSVC,select_k_best,macro,"{'classifier__C': 1, 'classifier__gamma': 'scale', 'feature_selection__k': 40}",0.58,0.58,0.5868055555555556,0.5716034271725826,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert']",RBFSVC - select_k_best
RandomForest,rfe,macro,"{'classifier__max_depth': 5, 'classifier__n_estimators': 100, 'feature_selection__n_features_to_select': 80}",0.56,0.5333333333333333,0.5347222222222222,0.5331069609507639,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert']",RandomForest - rfe
LogisticRegression,rfe,macro,"{'classifier__C': 1, 'classifier__solver': 'saga', 'feature_selection__n_features_to_select': 40}",0.56,0.5225694444444444,0.5225694444444444,0.5225694444444444,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert']",LogisticRegression - rfe
LinearSVC,rfe,macro,"{'classifier__C': 0.1, 'feature_selection__n_features_to_select': 40}",0.56,0.5225694444444444,0.5225694444444444,0.5225694444444444,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'expert']",LinearSVC - rfe
PolySVC,select_k_best,macro,"{'classifier__C': 10, 'classifier__degree': 2, 'feature_selection__k': 60}",0.54,0.5067911714770797,0.5069444444444444,0.5066495066495067,"['non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'expert']",PolySVC - select_k_best
PolySVC,rfe,macro,"{'classifier__C': 10, 'classifier__degree': 2, 'feature_selection__n_features_to_select': 40}",0.52,0.47916666666666663,0.47916666666666663,0.47916666666666663,"['non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'expert', 'expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'non-expert', 'expert', 'non-expert', 'expert']",PolySVC - rfe
