,Mean_Rank_or_Score,Std_Rank_or_Score
Total_duration_of_fixations_std_medical,10.98,0.1414213562373095
word_id_text_min_medical,11.0,0.0
word_id_text_mean_medical,11.02,0.14142135623730942
Selective_regression-path_duration_std_medical,11.04,0.19794866372215733
word_id_screen_max_medical,11.2,0.40406101782088444
First-pass_regression_mean_medical,11.42,1.7034179325876617
Average_whole-fixation_eye_openness_std_medical,11.72,1.6040764397277947
word_id_screen_std_medical,11.9,0.4164965639175213
Average_whole-fixation_eye_openness_mean_medical,11.98,0.14142135623730945
Regression-path_duration_max_medical,12.0,0.0
Regression-path_duration_std_medical,12.0,0.0
Average_whole-fixation_eye_openness_max_medical,12.0,0.0
word_id_screen_mean_medical,12.0,0.0
Regression-path_duration_mean_medical,12.0,0.0
Total_duration_of_fixations_mean_medical,12.0,0.0
