,Mean_Rank_or_Score,Std_Rank_or_Score
Number_of_Visits_mean_non_medical,8.0,0.0
Number_of_Visits_max_non_medical,8.02,0.14142135623730948
Minimum_duration_of_fixations_mean_non_medical,8.14,0.4045657788144657
Time_to_first_Visit_mean_non_medical,8.94,0.2398979374820952
id.line_max_non_medical,8.98,0.14142135623730945
id.line_min_non_medical,9.0,0.0
Time_to_first_Visit_std_non_medical,9.0,0.0
Time_to_first_Visit_min_non_medical,9.0,0.0
Time_to_first_Visit_max_non_medical,9.0,0.0
Duration_of_first_Visit_mean_non_medical,9.0,0.0
Duration_of_first_Visit_std_non_medical,9.0,0.0
Duration_of_first_Visit_min_non_medical,9.02,0.14142135623730948
Average_duration_of_fixations_max_non_medical,9.18,0.38808793449160367
Minimum_duration_of_Visit_mean_non_medical,9.46,1.1642638034748112
id.line_std_non_medical,9.94,0.2398979374820952
Duration_of_first_Visit_max_non_medical,9.98,0.14142135623730945
right_dependents_max_non_medical,10.0,0.0
Number_of_saccades_in_AOI_std_non_medical,10.0,0.0
Number_of_saccades_in_AOI_mean_non_medical,10.0,0.0
Number_of_saccades_in_AOI_max_non_medical,10.0,0.0
Time_to_entry_saccade_mean_non_medical,10.0,0.0
id.line_mean_non_medical,10.0,0.0
Time_to_entry_saccade_std_non_medical,10.04,0.19794866372215733
Time_to_exit_saccade_min_non_medical,10.8,1.4142135623730963
Time_to_entry_saccade_max_non_medical,10.94,0.2398979374820952
right_dependents_std_non_medical,10.98,0.14142135623730945
Time_to_exit_saccade_std_non_medical,11.0,0.0
Peak_velocity_of_entry_saccade_mean_non_medical,11.0,0.0
Time_to_exit_saccade_mean_non_medical,11.0,0.0
right_dependents_mean_non_medical,11.0,0.0
Average_duration_of_fixations_min_non_medical,11.0,0.0
Time_to_exit_saccade_max_non_medical,11.0,0.0
Peak_velocity_of_entry_saccade_std_non_medical,11.16,0.5480950312357394
Sentence_id_current_std_non_medical,11.96,0.19794866372215733
left_dependents_max_non_medical,11.98,0.14142135623730945
left_dependents_std_non_medical,12.0,0.0
left_dependents_mean_non_medical,12.0,0.0
Sentence_id_current_mean_non_medical,12.0,0.0
Sentence_id_current_max_non_medical,12.0,0.0
tag.id_max_non_medical,12.0,0.0
Average_duration_of_fixations_std_non_medical,12.0,0.0
tag.id_std_non_medical,12.14,0.35050983275386577
Peak_velocity_of_entry_saccade_min_non_medical,12.16,0.4218520874352399
Peak_velocity_of_exit_saccade_mean_non_medical,12.42,2.408234173981987
tag.id_min_non_medical,12.86,0.35050983275386577
tag.id_mean_non_medical,12.86,0.35050983275386577
Peak_velocity_of_exit_saccade_min_non_medical,12.94,0.2398979374820952
Peak_velocity_of_entry_saccade_max_non_medical,12.98,0.14142135623730948
id.phrase.in.brackets_max_non_medical,13.0,0.0
Peak_velocity_of_exit_saccade_std_non_medical,13.0,0.0
Average_duration_of_fixations_mean_non_medical,13.0,0.0
id.phrase.in.brackets_std_non_medical,13.02,0.14142135623730945
id.phrase.in.brackets_min_non_medical,13.02,0.14142135623730945
First-pass_first_fixation_duration_std_non_medical,13.74,1.8384776310850233
Peak_velocity_of_exit_saccade_max_non_medical,13.94,0.2398979374820952
First-pass_first_fixation_duration_mean_non_medical,13.98,0.14142135623730945
id.phrase.in.brackets_mean_non_medical,14.0,0.0
AOI_length_max_non_medical,14.0,0.0
Total_duration_of_fixations_max_non_medical,14.0,0.0
First-pass_duration_mean_non_medical,14.0,0.0
First-pass_first_fixation_duration_max_non_medical,14.0,0.0
First-pass_duration_max_non_medical,14.02,0.14142135623730948
AOI_length_std_non_medical,14.02,0.14142135623730948
AOI_length_mean_non_medical,14.98,0.14142135623730948
Selective_regression-path_duration_mean_non_medical,14.98,0.14142135623730948
word_id_text_max_non_medical,15.0,0.0
word_id_text_std_non_medical,15.0,0.0
word_id_text_mean_non_medical,15.0,0.0
Total_duration_of_fixations_std_non_medical,15.0,0.0
Selective_regression-path_duration_std_non_medical,15.0,0.0
First-pass_regression_mean_non_medical,15.0,0.0
First-pass_regression_std_non_medical,15.0,0.0
Regression-path_duration_mean_non_medical,15.06,0.2398979374820952
Regression-path_duration_std_non_medical,15.96,0.19794866372215733
word_id_screen_max_non_medical,15.98,0.14142135623730945
Average_whole-fixation_eye_openness_mean_non_medical,16.0,0.0
Average_whole-fixation_eye_openness_std_non_medical,16.0,0.0
Average_whole-fixation_eye_openness_min_non_medical,16.0,0.0
Average_whole-fixation_eye_openness_max_non_medical,16.0,0.0
word_id_screen_mean_non_medical,16.0,0.0
word_id_screen_std_non_medical,16.0,0.0
Regression-path_duration_max_non_medical,16.0,0.0
Total_duration_of_fixations_mean_non_medical,16.0,0.0
