Feature,Stability_Count
Average_duration_of_whole_fixations_max_clinical_original,48
Minimum_duration_of_whole_fixations_mean_clinical_simple,48
Minimum_duration_of_whole_fixations_std_clinical_original,48
Minimum_duration_of_whole_fixations_std_clinical_simple,48
Average_duration_of_whole_fixations_min_medical_simple,47
Minimum_duration_of_whole_fixations_std_medical_original,46
total_lemma_count_text_max_content,46
Minimum_duration_of_whole_fixations_mean_medical_original,45
Average_duration_of_whole_fixations_max_clinical_simple,44
Minimum_duration_of_whole_fixations_min_clinical_original,38
total_word_count_screen_mean_content,36
Minimum_duration_of_whole_fixations_std_medical_simple,35
Selective_regression-path_duration_max_medical_original,34
Duration_of_first_Visit_min_medical_simple,29
Minimum_duration_of_whole_fixations_min_clinical_simple,27
Duration_of_first_fixation_max_medical_simple,27
Peak_velocity_of_exit_saccade_mean_content,26
Duration_of_first_fixation_max_medical_original,18
total_word_count_screen_std_content,15
Duration_of_first_fixation_max_clinical_simple,13
Minimum_duration_of_whole_fixations_max_clinical_original,12
Duration_of_first_fixation_max_clinical_original,10
Minimum_duration_of_Visit_std_clinical_simple,8
Minimum_duration_of_whole_fixations_min_medical_original,6
Average_duration_of_Visit_min_medical_simple,5
Minimum_duration_of_Visit_max_medical_original,4
word_count_text_max_content,4
Duration_of_first_fixation_min_medical_simple,3
Maximum_duration_of_whole_fixations_mean_medical_original,2
Peak_velocity_of_exit_saccade_min_clinical_original,2
Time_to_exit_saccade_min_content,2
Peak_velocity_of_entry_saccade_min_content,2
Selective_regression-path_duration_max_content,2
Peak_velocity_of_entry_saccade_max_clinical_simple,2
Minimum_duration_of_whole_fixations_max_medical_simple,2
Peak_velocity_of_exit_saccade_min_medical_original,2
Time_to_first_fixation_min_clinical_original,1
Time_to_first_fixation_min_clinical_simple,1
Time_to_first_fixation_min_medical_original,1
Time_to_first_fixation_min_medical_simple,1
Time_to_first_fixation_max_clinical_original,1
Time_to_first_fixation_max_clinical_simple,1
Time_to_first_fixation_max_medical_original,1
Time_to_first_fixation_max_medical_simple,1
Duration_of_first_fixation_mean_clinical_original,1
Duration_of_first_fixation_mean_clinical_simple,1
Duration_of_first_fixation_mean_medical_original,1
Duration_of_first_fixation_mean_medical_simple,1
Duration_of_first_fixation_std_clinical_original,1
Duration_of_first_fixation_std_clinical_simple,1
Duration_of_first_fixation_std_medical_original,1
Duration_of_first_fixation_std_medical_simple,1
Duration_of_first_fixation_min_clinical_original,1
Duration_of_first_fixation_min_clinical_simple,1
Duration_of_first_fixation_min_medical_original,1
Peak_velocity_of_exit_saccade_min_content,1
Maximum_duration_of_whole_fixations_mean_clinical_original,1
Maximum_duration_of_whole_fixations_mean_clinical_simple,1
Average_duration_of_Visit_std_clinical_simple,1
Time_to_entry_saccade_min_clinical_simple,1
Maximum_duration_of_Visit_max_medical,1
Average_duration_of_whole_fixations_std_content,1
Minimum_duration_of_whole_fixations_min_medical_simple,1
Time_to_entry_saccade_min_medical_original,1
Time_to_exit_saccade_min_clinical_original,1
