,Mean_Rank_or_Score,Std_Rank_or_Score
Average_pupil_diameter_max_clinical_original,1.0,0.0
Average_pupil_diameter_min_medical_simple,1.0,0.0
Average_pupil_diameter_min_medical_original,1.0,0.0
Average_pupil_diameter_min_clinical_simple,1.0,0.0
Average_pupil_diameter_min_clinical_original,1.0,0.0
Average_pupil_diameter_std_medical_simple,1.0,0.0
Average_pupil_diameter_max_medical_simple,1.0,0.0
Time_to_first_fixation_max_medical_original,1.0,0.0
Duration_of_first_fixation_max_medical_original,1.0,0.0
word_frequency_text_max_medical,1.0,0.0
total_lemma_count_screen_mean_medical,1.0,0.0
word_frequency_text_min_medical,1.0,0.0
word_frequency_text_std_medical,1.0,0.0
word_frequency_text_mean_medical,1.0,0.0
word_frequency_screen_max_medical,1.0,0.0
word_frequency_screen_min_medical,1.0,0.0
word_frequency_screen_std_medical,1.0,0.0
word_frequency_screen_mean_medical,1.0,0.0
total_word_count_text_max_medical,1.0,0.0
total_word_count_text_min_medical,1.0,0.0
total_word_count_text_std_medical,1.0,0.0
total_word_count_text_mean_medical,1.0,0.0
total_word_count_screen_max_medical,1.0,0.0
total_word_count_screen_min_medical,1.0,0.0
total_word_count_screen_std_medical,1.0,0.0
total_lemma_count_screen_std_medical,1.0,0.0
total_lemma_count_screen_min_medical,1.0,0.0
total_lemma_count_text_min_medical,1.0,0.0
total_lemma_count_screen_max_medical,1.0,0.0
total_lemma_count_text_std_medical,1.0,0.0
Total_duration_of_whole_fixations_mean_clinical_original,1.02,0.14142135623730934
Total_duration_of_whole_fixations_std_clinical_simple,1.04,0.2828427124746187
Total_duration_of_whole_fixations_mean_clinical_simple,1.04,0.1979486637221575
Total_duration_of_whole_fixations_max_medical_original,1.06,0.42426406871192907
Average_duration_of_whole_fixations_mean_medical_simple,1.08,0.5656854249492373
Total_duration_of_whole_fixations_std_medical_original,1.08,0.395897327444315
Average_duration_of_whole_fixations_std_clinical_simple,1.12,0.4797958749641905
Total_duration_of_whole_fixations_max_medical_simple,1.12,0.593845991166472
total_lemma_count_text_mean_medical,1.16,1.1313708498984751
Average_duration_of_whole_fixations_std_clinical_original,1.32,0.9354688882139943
Average_duration_of_whole_fixations_std_medical_original,1.32,0.7406560798180409
Time_to_first_fixation_max_clinical_simple,1.6,0.4948716593053936
Average_duration_of_whole_fixations_std_medical_simple,1.8,0.9897433186107872
Time_to_first_fixation_max_clinical_original,2.48,0.7068181072487415
total_word_count_screen_mean_medical,2.56,0.8369039151929607
word_count_text_max_medical,2.84,0.5480950312357395
word_count_text_std_medical,2.88,0.4797958749641905
word_count_text_mean_medical,2.98,0.3187987657774485
Average_duration_of_whole_fixations_min_medical_original,3.02,0.14142135623730945
Average_duration_of_whole_fixations_min_clinical_original,3.02,0.5146823867043385
Average_duration_of_whole_fixations_min_clinical_simple,3.12,0.593845991166472
Average_duration_of_whole_fixations_min_medical_simple,3.18,0.3880879344916035
Average_duration_of_whole_fixations_max_clinical_original,3.34,0.47851812069840666
Time_to_first_fixation_min_medical_simple,3.42,0.8592830423898608
word_count_screen_max_medical,3.8,0.40406101782088427
Average_duration_of_whole_fixations_max_clinical_simple,3.96,0.637597531554897
Average_duration_of_whole_fixations_max_medical_simple,3.98,0.1414213562373094
Average_duration_of_whole_fixations_max_medical_original,4.0,0.0
Minimum_duration_of_whole_fixations_mean_clinical_original,4.0,0.0
word_count_screen_std_medical,4.0,0.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,4.02,0.14142135623730945
Minimum_duration_of_whole_fixations_mean_medical_original,4.24,0.4314191105869001
word_count_screen_mean_medical,4.3,0.4629100498862757
Time_to_first_fixation_min_medical_original,4.36,1.0451052090383932
Minimum_duration_of_whole_fixations_mean_medical_simple,4.72,0.49651849134236486
Minimum_duration_of_whole_fixations_max_clinical_original,4.8,2.1570955529344995
id.line_min_medical,4.96,0.2828427124746188
id.line_max_medical,4.96,0.1979486637221575
Minimum_duration_of_whole_fixations_std_clinical_original,4.98,0.14142135623730948
Minimum_duration_of_whole_fixations_std_medical_original,5.0,0.0
Minimum_duration_of_whole_fixations_std_medical_simple,5.0,0.0
Minimum_duration_of_whole_fixations_std_clinical_simple,5.04,0.637597531554897
Minimum_duration_of_whole_fixations_min_clinical_original,5.1,0.3030457633656632
Minimum_duration_of_whole_fixations_min_clinical_simple,5.3,0.4629100498862757
Time_to_first_fixation_min_clinical_simple,5.3,1.2494896917525644
Minimum_duration_of_whole_fixations_min_medical_simple,5.86,0.7287114711346772
Minimum_duration_of_whole_fixations_max_clinical_simple,5.88,0.7182745765700872
id.line_std_medical,5.9,0.3030457633656631
Minimum_duration_of_whole_fixations_min_medical_original,5.94,0.23989793748209526
id.line_mean_medical,6.0,0.0
Minimum_duration_of_whole_fixations_max_medical_original,6.04,0.19794866372215744
Minimum_duration_of_whole_fixations_max_medical_simple,6.12,0.32826072265931605
Maximum_duration_of_whole_fixations_mean_clinical_original,6.3,0.4629100498862757
Time_to_first_fixation_min_clinical_original,6.48,0.9946797248873845
right_dependents_max_medical,6.68,0.471212071499161
Maximum_duration_of_whole_fixations_mean_medical_simple,6.92,0.27404751561786983
right_dependents_mean_medical,6.96,0.19794866372215747
right_dependents_std_medical,6.96,0.19794866372215747
Maximum_duration_of_whole_fixations_mean_medical_original,6.96,0.1979486637221575
Maximum_duration_of_whole_fixations_mean_clinical_simple,6.96,0.19794866372215744
Maximum_duration_of_whole_fixations_std_clinical_original,7.0,0.0
Maximum_duration_of_whole_fixations_std_clinical_simple,7.12,0.4797958749641905
Maximum_duration_of_whole_fixations_std_medical_original,7.44,0.7329003050503233
Time_to_first_fixation_std_medical_simple,7.6,0.6060915267313264
left_dependents_max_medical,7.82,0.38808793449160367
left_dependents_std_medical,8.0,0.0
left_dependents_mean_medical,8.0,0.0
Sentence_id_current_max_medical,8.0,0.0
Sentence_id_current_min_medical,8.0,0.0
Sentence_id_current_std_medical,8.0,0.0
Sentence_id_current_mean_medical,8.0,0.0
tag.id_max_medical,8.1,0.46291004988627565
tag.id_mean_medical,8.22,0.4646701704940171
Maximum_duration_of_whole_fixations_std_medical_simple,8.6,0.6998542122237651
Time_to_first_fixation_std_medical_original,8.6,0.6060915267313264
tag.id_std_medical,8.72,0.4965184913423651
id.phrase.in.brackets_max_medical,8.86,0.45220547975269776
Maximum_duration_of_whole_fixations_min_clinical_original,9.0,0.0
Maximum_duration_of_whole_fixations_min_medical_original,9.0,0.0
Maximum_duration_of_whole_fixations_min_clinical_simple,9.0,0.0
Maximum_duration_of_whole_fixations_min_medical_simple,9.02,0.14142135623730945
Maximum_duration_of_whole_fixations_max_clinical_original,9.1,0.3030457633656631
Peak_velocity_of_exit_saccade_mean_medical,9.16,8.57942484157562
Maximum_duration_of_whole_fixations_max_clinical_simple,9.44,0.5014265364224072
id.phrase.in.brackets_std_medical,9.56,0.6439672954048371
Time_to_first_fixation_std_clinical_simple,9.62,0.6023762469230863
id.phrase.in.brackets_mean_medical,9.82,0.38808793449160367
Maximum_duration_of_whole_fixations_max_medical_original,9.94,0.2398979374820952
Maximum_duration_of_whole_fixations_max_medical_simple,9.96,0.282842712474619
AOI_length_max_medical,10.0,0.0
AOI_length_std_medical,10.0,0.0
Number_of_whole_fixations_mean_clinical_original,10.02,0.14142135623730948
Number_of_whole_fixations_mean_clinical_simple,10.08,0.2740475156178698
AOI_length_mean_medical,10.26,0.4430874976934521
Time_to_first_fixation_std_clinical_original,10.62,0.6023762469230863
Number_of_whole_fixations_mean_medical_original,10.66,0.47851812069840666
word_id_text_max_medical,10.92,0.2740475156178698
Number_of_whole_fixations_mean_medical_simple,10.98,0.14142135623730945
Number_of_whole_fixations_std_clinical_original,11.0,0.0
word_id_text_std_medical,11.0,0.0
word_id_text_mean_medical,11.0,0.0
word_id_text_min_medical,11.0,0.0
Number_of_whole_fixations_std_clinical_simple,11.06,0.2398979374820952
word_id_screen_max_medical,11.4,0.4948716593053934
Number_of_whole_fixations_std_medical_original,11.56,0.5014265364224073
Time_to_first_fixation_mean_medical_simple,11.62,0.6023762469230863
Number_of_whole_fixations_std_medical_simple,11.94,0.2398979374820952
word_id_screen_std_medical,11.96,0.19794866372215725
Number_of_whole_fixations_max_clinical_simple,12.0,0.0
Number_of_whole_fixations_max_clinical_original,12.0,0.0
Number_of_whole_fixations_max_medical_original,12.0,0.0
Number_of_whole_fixations_max_medical_simple,12.0,0.0
Time_to_first_whole_fixation_mean_clinical_original,12.1,0.3030457633656632
word_id_screen_mean_medical,12.14,0.3505098327538657
Time_to_first_fixation_mean_medical_original,12.62,0.6023762469230863
Time_to_first_whole_fixation_mean_clinical_simple,12.76,0.4314191105869002
Average_whole-fixation_eye_openness_max_medical,12.92,0.2740475156178698
Average_whole-fixation_eye_openness_mean_medical,13.0,0.0
Time_to_first_whole_fixation_mean_medical_original,13.0,0.0
Time_to_first_whole_fixation_mean_medical_simple,13.0,0.0
Time_to_first_whole_fixation_std_clinical_original,13.0,0.0
Average_whole-fixation_eye_openness_std_medical,13.0,0.0
Regression-path_duration_max_medical,13.16,0.37032803990902047
Time_to_first_whole_fixation_std_clinical_simple,13.16,0.37032803990902047
Time_to_first_fixation_mean_clinical_simple,13.62,0.6023762469230863
Time_to_first_whole_fixation_std_medical_original,13.76,0.43141911058690013
Regression-path_duration_mean_medical,13.92,0.27404751561786983
Regression-path_duration_std_medical,13.92,0.2740475156178699
First-pass_regression_std_medical,14.0,0.0
Time_to_first_whole_fixation_std_medical_simple,14.0,0.0
Time_to_first_whole_fixation_min_clinical_original,14.0,0.0
Time_to_first_whole_fixation_min_clinical_simple,14.0,0.0
Time_to_first_whole_fixation_min_medical_original,14.06,0.2398979374820952
First-pass_regression_mean_medical,14.3,0.46291004988627565
Selective_regression-path_duration_max_medical,14.4,2.770102775666476
Time_to_first_fixation_mean_clinical_original,14.62,0.6023762469230863
Time_to_first_whole_fixation_min_medical_simple,14.66,0.47851812069840655
Time_to_first_whole_fixation_max_medical_original,15.0,0.0
Selective_regression-path_duration_mean_medical,15.0,0.0
Selective_regression-path_duration_std_medical,15.0,0.0
Time_to_first_whole_fixation_max_clinical_simple,15.0,0.0
Time_to_first_whole_fixation_max_medical_simple,15.12,0.32826072265931605
Time_to_first_whole_fixation_max_clinical_original,15.14,0.9899494936611655
First-pass_duration_max_medical,15.24,0.4763809143009449
Duration_of_first_whole_fixation_min_clinical_original,15.4,4.848732213850608
Number_of_fixations_max_medical_simple,15.62,0.6023762469230863
Duration_of_first_whole_fixation_mean_clinical_original,15.64,0.4848732213850614
First-pass_duration_std_medical,15.88,0.435187034620795
Duration_of_first_whole_fixation_mean_clinical_simple,15.96,0.19794866372215722
Duration_of_first_whole_fixation_mean_medical_original,15.98,0.14142135623730948
First-pass_duration_mean_medical,16.0,0.0
Duration_of_first_whole_fixation_mean_medical_simple,16.0,0.0
Duration_of_first_whole_fixation_std_clinical_original,16.04,0.1979486637221573
First-pass_first_fixation_duration_max_medical,16.1,0.3030457633656633
Duration_of_first_whole_fixation_std_clinical_simple,16.16,0.37032803990902047
Duration_of_first_Visit_min_medical_simple,16.28,18.144589343630226
Number_of_fixations_max_medical_original,16.62,0.6023762469230864
Duration_of_first_whole_fixation_std_medical_original,16.8,0.4040610178208845
First-pass_first_fixation_duration_std_medical,16.86,0.35050983275386577
Duration_of_first_whole_fixation_std_medical_simple,16.96,0.1979486637221573
First-pass_first_fixation_duration_mean_medical,16.98,0.14142135623730945
Peak_velocity_of_exit_saccade_max_medical,17.0,0.40406101782088427
Duration_of_first_whole_fixation_min_clinical_simple,17.0,0.0
Duration_of_first_whole_fixation_min_medical_original,17.08,0.2740475156178697
Peak_velocity_of_exit_saccade_min_medical,17.54,0.5034574339058884
Number_of_fixations_max_clinical_simple,17.62,0.6023762469230864
Duration_of_first_whole_fixation_min_medical_simple,17.7,0.46291004988627565
Peak_velocity_of_exit_saccade_std_medical,17.96,0.19794866372215725
Duration_of_first_whole_fixation_max_clinical_simple,17.96,0.19794866372215733
Peak_velocity_of_entry_saccade_max_medical,17.98,0.14142135623730945
Average_whole-fixation_pupil_diameter_mean_medical_original,17.98,0.9791708278967879
Duration_of_first_whole_fixation_max_medical_original,18.0,0.0
Duration_of_first_whole_fixation_max_clinical_original,18.0,0.0
Duration_of_first_whole_fixation_max_medical_simple,18.04,0.3475864303027553
Peak_velocity_of_entry_saccade_min_medical,18.12,0.32826072265931583
Peak_velocity_of_entry_saccade_mean_medical,18.58,2.5482286765035633
Number_of_fixations_max_clinical_original,18.62,0.6023762469230864
Average_whole-fixation_pupil_diameter_mean_clinical_original,18.72,0.45355736761107246
Time_to_exit_saccade_min_medical,18.9,2.6205623325491607
Peak_velocity_of_entry_saccade_std_medical,18.94,0.2398979374820952
Average_whole-fixation_pupil_diameter_mean_clinical_simple,18.98,0.14142135623730942
Average_whole-fixation_pupil_diameter_mean_medical_simple,19.0,0.0
Time_to_exit_saccade_max_medical,19.0,0.0
Average_whole-fixation_pupil_diameter_std_clinical_original,19.08,0.2740475156178697
Average_whole-fixation_pupil_diameter_std_clinical_simple,19.16,0.37032803990902047
Average_duration_of_Visit_std_clinical_simple,19.16,8.041626396571829
Selective_regression-path_duration_max_medical_original,19.3,26.94836332162466
Number_of_fixations_std_medical_simple,19.62,0.6023762469230864
Average_whole-fixation_pupil_diameter_std_medical_original,19.8,0.4040610178208845
Time_to_exit_saccade_std_medical,19.92,0.2740475156178697
Time_to_exit_saccade_mean_medical,19.98,0.14142135623730942
Average_whole-fixation_pupil_diameter_std_medical_simple,20.0,0.0
Average_whole-fixation_pupil_diameter_min_clinical_original,20.0,0.0
Average_whole-fixation_pupil_diameter_min_clinical_simple,20.02,0.14142135623730948
Average_whole-fixation_pupil_diameter_min_medical_original,20.08,0.2740475156178697
Time_to_entry_saccade_max_medical,20.2,0.4040610178208845
Time_to_entry_saccade_min_medical,20.46,0.5034574339058884
Average_whole-fixation_pupil_diameter_min_medical_simple,20.6,0.4948716593053934
Number_of_fixations_std_medical_original,20.62,0.6023762469230864
Average_whole-fixation_pupil_diameter_max_clinical_original,20.9,0.30304576336566347
Average_whole-fixation_pupil_diameter_max_clinical_simple,21.0,0.0
Average_whole-fixation_pupil_diameter_max_medical_original,21.0,0.0
Time_to_entry_saccade_std_medical,21.08,0.5283783431116265
Average_whole-fixation_pupil_diameter_max_medical_simple,21.1,0.36421567954234196
Total_duration_of_Visit_mean_clinical_original,21.3,0.46291004988627565
Number_of_fixations_std_clinical_simple,21.62,0.6023762469230864
Time_to_entry_saccade_mean_medical,21.84,0.9971387638065795
Total_duration_of_Visit_mean_medical_simple,21.94,0.2398979374820953
Number_of_saccades_in_AOI_max_medical,21.94,0.9981615754036238
Total_duration_of_Visit_mean_clinical_simple,21.94,0.2398979374820952
Total_duration_of_Visit_mean_medical_original,22.0,0.0
Total_duration_of_Visit_std_clinical_original,22.02,0.14142135623730945
Total_duration_of_Visit_std_clinical_simple,22.26,1.4258545593747616
Number_of_saccades_in_AOI_std_medical,22.26,0.6642473107178671
Total_duration_of_Visit_max_clinical_simple,22.38,0.7795864942652719
Average_duration_of_Visit_mean_clinical_original,22.4,0.9258200997725513
Total_duration_of_Visit_max_medical_original,22.44,0.8609439527611065
Average_duration_of_Visit_min_medical_simple,22.48,7.240024805459813
Total_duration_of_Visit_max_clinical_original,22.5,0.614451804788759
Total_duration_of_Visit_std_medical_simple,22.54,0.5034574339058884
Total_duration_of_Visit_std_medical_original,22.54,0.5034574339058884
Average_duration_of_Visit_mean_medical_simple,22.6,0.6700593942604901
Number_of_fixations_std_clinical_original,22.62,0.6023762469230864
Number_of_saccades_in_AOI_mean_medical,22.7,0.8390957231764807
Total_duration_of_Visit_max_medical_simple,22.76,0.6565214453186321
Average_duration_of_Visit_mean_clinical_simple,22.98,0.14142135623730945
Average_duration_of_Visit_mean_medical_original,22.98,0.3187987657774485
Number_of_fixations_mean_medical_simple,23.64,0.562791874388349
Average_duration_of_Visit_std_clinical_original,23.78,0.5066899385990911
Average_duration_of_Visit_std_medical_original,23.82,0.38808793449160367
Duration_of_first_Visit_max_medical,23.86,0.45220547975269776
Duration_of_first_Visit_min_medical,23.94,0.4242640687119292
Average_duration_of_Visit_std_medical_simple,23.98,0.14142135623730942
Duration_of_first_Visit_std_medical,24.02,0.24660966430902953
Average_duration_of_Visit_min_clinical_original,24.04,0.19794866372215733
Average_duration_of_Visit_min_clinical_simple,24.1,0.3030457633656632
Average_duration_of_Visit_min_medical_original,24.22,0.4184519575964801
Number_of_fixations_mean_medical_original,24.64,0.562791874388349
Duration_of_first_Visit_mean_medical,24.82,0.38808793449160367
Time_to_first_Visit_max_medical,24.96,0.19794866372215736
Average_duration_of_Visit_max_clinical_simple,24.98,0.14142135623730948
Time_to_first_Visit_min_medical,24.98,0.14142135623730942
Average_duration_of_Visit_max_clinical_original,25.0,0.0
Average_duration_of_Visit_max_medical_original,25.06,0.23989793748209534
Average_duration_of_Visit_max_medical_simple,25.18,0.38808793449160367
Time_to_first_Visit_std_medical,25.2,0.4040610178208845
Minimum_duration_of_Visit_std_clinical_simple,25.54,3.552578827630796
Number_of_fixations_mean_clinical_simple,25.64,0.562791874388349
Minimum_duration_of_Visit_mean_clinical_original,25.8,0.4040610178208845
Minimum_duration_of_Visit_max_medical_original,25.84,7.399282921682477
Time_to_first_Visit_mean_medical,25.9,0.30304576336566313
Minimum_duration_of_Visit_mean_clinical_simple,25.94,0.23989793748209537
Minimum_duration_of_Visit_mean_medical_original,26.0,0.0
Minimum_duration_of_Visit_std_clinical_original,26.0,0.0
Minimum_duration_of_Visit_mean_medical_simple,26.0,0.0
Number_of_Visits_max_medical,26.02,0.3187987657774485
Minimum_duration_of_Visit_std_medical_original,26.06,0.46991097723995817
Maximum_duration_of_Visit_max_medical,26.48,3.676955262170047
Number_of_fixations_mean_clinical_original,26.64,0.562791874388349
Minimum_duration_of_Visit_std_medical_simple,26.78,0.4184519575964801
Number_of_Visits_std_medical,26.88,0.3854496446637726
Number_of_Visits_mean_medical,26.98,0.14142135623730945
Minimum_duration_of_Visit_min_clinical_original,26.98,0.14142135623730948
Minimum_duration_of_Visit_min_clinical_simple,27.0,0.0
Minimum_duration_of_Visit_min_medical_original,27.04,0.1979486637221573
Maximum_duration_of_Visit_min_medical,27.24,0.43141911058689986
Minimum_duration_of_Visit_min_medical_simple,27.24,0.43141911058689986
Maximum_duration_of_fixations_max_medical_simple,27.64,0.562791874388349
Minimum_duration_of_Visit_max_clinical_original,27.7,0.46291004988627565
Maximum_duration_of_Visit_std_medical,27.88,0.32826072265931583
Minimum_duration_of_Visit_max_clinical_simple,27.88,0.3282607226593159
Maximum_duration_of_Visit_mean_medical,27.98,0.14142135623730945
Minimum_duration_of_Visit_max_medical,27.98,0.1414213562373095
Minimum_duration_of_Visit_max_medical_simple,28.02,0.14142135623730948
Maximum_duration_of_Visit_mean_clinical_original,28.1,0.30304576336566336
Minimum_duration_of_Visit_min_medical,28.22,0.5454823740581936
Maximum_duration_of_Visit_mean_clinical_simple,28.62,0.49031435147801467
Maximum_duration_of_fixations_max_medical_original,28.64,0.562791874388349
Maximum_duration_of_Visit_mean_medical_original,28.9,0.3030457633656634
Maximum_duration_of_Visit_mean_medical_simple,28.96,0.1979486637221573
Maximum_duration_of_Visit_std_clinical_original,29.0,0.0
Maximum_duration_of_Visit_std_clinical_simple,29.0,0.0
Maximum_duration_of_Visit_std_medical_original,29.0,0.0
Minimum_duration_of_Visit_std_medical,29.0,0.3499271061118826
Maximum_duration_of_Visit_std_medical_simple,29.12,0.32826072265931583
Minimum_duration_of_Visit_mean_medical,29.28,0.45355736761107246
Maximum_duration_of_Visit_min_clinical_original,29.6,0.4948716593053934
Maximum_duration_of_fixations_max_clinical_simple,29.64,0.562791874388349
Maximum_duration_of_Visit_min_clinical_simple,29.9,0.3030457633656634
Maximum_duration_of_Visit_min_medical_simple,29.94,0.3730732816343026
Maximum_duration_of_Visit_min_medical_original,29.96,0.1979486637221573
Average_duration_of_Visit_max_medical,29.96,0.19794866372215725
Average_duration_of_Visit_min_medical,29.98,0.14142135623730942
Maximum_duration_of_Visit_max_clinical_original,30.06,0.2398979374820953
Average_duration_of_Visit_std_medical,30.08,0.27404751561786966
Maximum_duration_of_Visit_max_clinical_simple,30.14,0.3505098327538657
Maximum_duration_of_fixations_max_clinical_original,30.64,0.562791874388349
Average_duration_of_Visit_mean_medical,30.78,0.4184519575964801
Maximum_duration_of_Visit_max_medical_original,30.84,0.3703280399090204
Maximum_duration_of_Visit_max_medical_simple,30.94,0.23989793748209537
Total_duration_of_Visit_max_medical,30.96,0.1979486637221573
Total_duration_of_Visit_std_medical,31.02,0.14142135623730945
Number_of_Visits_mean_clinical_simple,31.04,0.19794866372215733
Number_of_Visits_mean_medical_original,31.14,0.3505098327538657
Total_duration_of_Visit_mean_medical,31.18,0.38808793449160367
Number_of_Visits_mean_clinical_original,31.28,2.12890697259396
Maximum_duration_of_fixations_min_medical_simple,31.64,0.562791874388349
Number_of_Visits_mean_medical_simple,31.74,0.44308749769345196
Number_of_Visits_std_clinical_original,31.84,0.37032803990902047
Average_whole-fixation_pupil_diameter_max_medical,31.86,0.3505098327538657
Average_whole-fixation_pupil_diameter_min_medical,31.98,0.14142135623730942
Number_of_Visits_std_medical_original,32.0,0.0
Number_of_Visits_std_medical_simple,32.0,0.0
Number_of_Visits_max_clinical_original,32.08,0.2740475156178697
Number_of_Visits_max_clinical_simple,32.14,0.3505098327538657
Maximum_duration_of_fixations_min_medical_original,32.66,0.5573259772323188
Number_of_Visits_max_medical_original,32.8,0.4040610178208841
Average_whole-fixation_pupil_diameter_std_medical,32.86,0.35050983275386577
Number_of_Visits_max_medical_simple,32.94,0.23989793748209542
Duration_of_first_whole_fixation_max_medical,32.96,0.19794866372215725
Average_whole-fixation_pupil_diameter_mean_medical,32.96,0.19794866372215725
Time_to_first_Visit_mean_clinical_original,33.0,0.0
Time_to_first_Visit_mean_clinical_simple,33.0,0.0
Duration_of_first_whole_fixation_min_medical,33.12,0.47979587496419085
Time_to_first_Visit_mean_medical_original,33.24,0.4314191105868998
Maximum_duration_of_fixations_min_clinical_simple,33.66,0.5573259772323188
Time_to_first_Visit_mean_medical_simple,33.72,0.4535573676110724
Time_to_first_Visit_std_clinical_simple,33.78,0.6157789160643521
Time_to_first_Visit_std_clinical_original,33.8,0.4040610178208841
Duration_of_first_whole_fixation_std_medical,33.8,0.40406101782088405
Duration_of_first_whole_fixation_mean_medical,33.96,0.1979486637221573
Time_to_first_Visit_std_medical_original,34.0,0.0
Time_to_first_Visit_std_medical_simple,34.02,0.14142135623730953
Time_to_first_whole_fixation_max_medical,34.1,0.30304576336566336
Time_to_first_Visit_min_clinical_original,34.18,0.5225526045191963
Maximum_duration_of_fixations_min_clinical_original,34.66,0.5573259772323188
Time_to_first_Visit_min_clinical_simple,34.68,0.47121207149916094
Time_to_first_whole_fixation_min_medical,34.68,0.471212071499161
Time_to_first_Visit_min_medical_original,34.9,0.3030457633656634
Time_to_first_Visit_min_medical_simple,35.0,0.0
Time_to_first_Visit_max_clinical_simple,35.0,0.0
Time_to_first_Visit_max_clinical_original,35.0,0.0
Time_to_first_whole_fixation_std_medical,35.02,0.14142135623730953
Time_to_first_Visit_max_medical_original,35.04,0.34758643030275527
Time_to_first_whole_fixation_mean_medical,35.18,0.38808793449160367
Number_of_Visits_std_clinical_simple,35.28,6.289090002633486
Maximum_duration_of_fixations_std_medical_simple,35.66,0.5573259772323188
Time_to_first_Visit_max_medical_simple,35.68,0.47121207149916094
Duration_of_first_Visit_mean_clinical_original,35.84,0.37032803990902063
Number_of_whole_fixations_max_medical,35.88,0.32826072265931583
Duration_of_first_Visit_mean_clinical_simple,35.94,0.23989793748209537
Number_of_whole_fixations_std_medical,36.0,0.0
Number_of_whole_fixations_mean_medical,36.0,0.20203050891044214
Duration_of_first_Visit_mean_medical_original,36.02,0.14142135623730956
Duration_of_first_Visit_mean_medical_simple,36.06,0.23989793748209523
Maximum_duration_of_whole_fixations_max_medical,36.16,0.42185208743524005
Duration_of_first_Visit_std_clinical_original,36.66,0.4785181206984065
Maximum_duration_of_fixations_std_medical_original,36.66,0.5573259772323188
Duration_of_first_Visit_std_clinical_simple,36.82,0.38808793449160367
Maximum_duration_of_whole_fixations_min_medical,36.92,0.2740475156178697
Duration_of_first_Visit_std_medical_original,36.94,0.23989793748209537
Duration_of_first_Visit_std_medical_simple,36.98,0.14142135623730953
Duration_of_first_Visit_min_clinical_original,37.0,0.0
Duration_of_first_Visit_min_clinical_simple,37.0,0.0
Maximum_duration_of_whole_fixations_std_medical,37.06,0.3136356914300023
Duration_of_first_Visit_min_medical_original,37.14,0.3505098327538656
Minimum_duration_of_whole_fixations_min_medical,37.26,5.236488931195276
Maximum_duration_of_fixations_std_clinical_simple,37.66,0.5573259772323188
Maximum_duration_of_whole_fixations_mean_medical,37.7,0.46291004988627554
Duration_of_first_Visit_max_clinical_simple,37.96,0.1979486637221573
Minimum_duration_of_whole_fixations_max_medical,37.96,0.19794866372215722
Duration_of_first_Visit_max_clinical_original,37.96,0.1979486637221573
Duration_of_first_Visit_max_medical_original,38.0,0.0
Duration_of_first_Visit_max_medical_simple,38.04,0.19794866372215736
Number_of_saccades_in_AOI_mean_clinical_original,38.08,0.2740475156178697
Minimum_duration_of_whole_fixations_std_medical,38.34,0.4785181206984065
Maximum_duration_of_fixations_std_clinical_original,38.66,0.5573259772323188
Number_of_saccades_in_AOI_mean_clinical_simple,38.72,0.4535573676110724
Number_of_saccades_in_AOI_mean_medical_original,38.86,0.3505098327538658
Minimum_duration_of_whole_fixations_mean_medical,38.94,0.2398979374820953
