Feature,Stability_Count
First-pass_first_fixation_duration_std_clinical_simple,19
Maximum_duration_of_whole_fixations_std_clinical_simple,18
Minimum_duration_of_Visit_std_medical_original,17
Peak_velocity_of_exit_saccade_min_clinical_simple,16
Maximum_duration_of_Visit_std_clinical_original,16
Maximum_duration_of_fixations_std_clinical_simple,16
Average_whole-fixation_pupil_diameter_max_medical_original,16
Number_of_Visits_std_medical_simple,9
First-pass_regression_mean_medical_original,8
First-pass_duration_max_medical_original,6
Time_to_first_Visit_max_medical_original,6
First-pass_duration_std_medical_simple,5
Maximum_duration_of_fixations_std_medical_simple,4
Average_whole-fixation_eye_openness_std_clinical_original,4
Duration_of_first_Visit_max_medical_original,3
Time_to_exit_saccade_min_medical_original,3
Average_whole-fixation_eye_openness_mean_clinical_original,3
Duration_of_first_Visit_mean_clinical_original,3
Time_to_first_Visit_max_clinical_simple,3
Maximum_duration_of_Visit_std_medical_original,3
Maximum_duration_of_whole_fixations_std_medical_simple,2
Time_to_first_Visit_std_medical_original,2
Average_whole-fixation_eye_openness_max_clinical_original,2
Duration_of_first_whole_fixation_mean_clinical_simple,2
Duration_of_first_Visit_min_clinical_simple,1
First-pass_regression_std_clinical_simple,1
Total_duration_of_fixations_max_clinical_simple,1
tag.id_mean_clinical_original,1
Total_duration_of_Visit_max_medical_original,1
Number_of_Visits_max_medical_original,1
Maximum_duration_of_Visit_mean_clinical_original,1
Duration_of_first_Visit_std_clinical_original,1
Peak_velocity_of_entry_saccade_min_clinical_simple,1
Average_duration_of_Visit_mean_medical_original,1
Minimum_duration_of_Visit_mean_medical_original,1
Maximum_duration_of_Visit_mean_medical_original,1
Duration_of_first_Visit_mean_medical_original,1
Average_duration_of_fixations_mean_clinical_simple,1
Minimum_duration_of_fixations_mean_clinical_simple,1
Duration_of_first_fixation_mean_clinical_simple,1
Average_duration_of_whole_fixations_mean_clinical_simple,1
Minimum_duration_of_whole_fixations_mean_clinical_simple,1
