,Mean_Rank_or_Score,Std_Rank_or_Score
Average_pupil_diameter_std_medical_simple,1.0,0.0
total_lemma_count_screen_min_medical_original,1.0,0.0
total_lemma_count_screen_min_medical_simple,1.0,0.0
total_lemma_count_screen_max_clinical_original,1.0,0.0
total_lemma_count_screen_max_clinical_simple,1.0,0.0
total_lemma_count_screen_max_medical_original,1.0,0.0
total_lemma_count_screen_max_medical_simple,1.0,0.0
total_lemma_count_text_mean_clinical_original,1.0,0.0
total_lemma_count_text_mean_clinical_simple,1.0,0.0
total_lemma_count_text_mean_medical_original,1.0,0.0
total_lemma_count_text_mean_medical_simple,1.0,0.0
total_lemma_count_text_std_medical_original,1.0,0.0
total_lemma_count_text_std_medical_simple,1.0,0.0
total_lemma_count_text_min_clinical_original,1.0,0.0
total_lemma_count_text_min_clinical_simple,1.0,0.0
total_lemma_count_text_min_medical_original,1.0,0.0
total_lemma_count_text_min_medical_simple,1.0,0.0
total_lemma_count_screen_min_clinical_original,1.0,0.0
total_lemma_count_screen_std_medical_simple,1.0,0.0
Time_to_first_fixation_min_medical_original,1.0,0.0
total_lemma_count_screen_std_medical_original,1.0,0.0
Duration_of_first_fixation_max_medical_simple,1.02,0.14142135623730945
Average_pupil_diameter_std_clinical_original,1.04,0.2828427124746189
Average_pupil_diameter_min_clinical_original,1.04,0.19794866372215744
Duration_of_first_fixation_min_medical_simple,1.08,0.2740475156178698
Average_pupil_diameter_min_medical_simple,1.1,0.303045763365663
Average_pupil_diameter_max_clinical_original,1.1,0.303045763365663
Average_pupil_diameter_min_clinical_simple,1.14,0.49528388066742074
total_lemma_count_text_max_medical_original,1.16,1.1313708498984747
Average_pupil_diameter_mean_clinical_original,1.16,0.5480950312357397
Average_pupil_diameter_max_clinical_simple,1.22,0.6480740698407863
Average_pupil_diameter_std_clinical_simple,1.24,0.8221425468536094
Number_of_fixations_std_medical_original,1.24,0.4314191105869002
total_lemma_count_text_max_clinical_original,1.28,1.400291514839183
total_lemma_count_text_max_clinical_simple,1.28,1.4002915148391826
Average_pupil_diameter_max_medical_original,1.32,0.7406560798180409
Average_pupil_diameter_min_medical_original,1.34,1.0993504575754856
total_lemma_count_screen_std_clinical_simple,1.72,0.4535573676110727
total_lemma_count_screen_std_clinical_original,1.94,0.2398979374820953
Total_duration_of_whole_fixations_mean_clinical_original,2.02,0.377424137532083
Total_duration_of_whole_fixations_mean_clinical_simple,2.06,0.3136356914300019
Number_of_fixations_std_clinical_simple,2.1,0.6144518047887594
Total_duration_of_whole_fixations_mean_medical_original,2.1,0.303045763365663
Average_pupil_diameter_max_medical_simple,2.16,1.2013597738073507
total_lemma_count_text_max_medical_simple,2.16,6.338608615751061
Total_duration_of_whole_fixations_mean_medical_simple,2.24,0.6565214453186321
total_lemma_count_screen_mean_medical_original,2.36,0.4848732213850612
total_lemma_count_screen_mean_medical_simple,2.6,0.5714285714285715
Total_duration_of_whole_fixations_std_medical_original,2.88,0.32826072265931605
Total_duration_of_whole_fixations_std_clinical_simple,2.9,0.36421567954234163
total_lemma_count_screen_mean_clinical_simple,2.96,0.28284271247461873
Total_duration_of_whole_fixations_std_medical_simple,3.0,0.3499271061118826
Number_of_fixations_std_clinical_original,3.0,0.8329931278350429
Total_duration_of_whole_fixations_std_clinical_original,3.06,1.2682946931101735
Total_duration_of_whole_fixations_max_clinical_original,3.08,0.2740475156178698
Total_duration_of_whole_fixations_max_medical_original,3.14,0.35050983275386544
Total_duration_of_whole_fixations_max_clinical_simple,3.42,1.3715773728798237
total_lemma_count_screen_mean_clinical_original,3.76,0.5174505793221383
Total_duration_of_whole_fixations_max_medical_simple,3.82,0.3880879344916035
Number_of_fixations_mean_medical_simple,3.9,1.092647038627025
word_frequency_text_max_medical_simple,3.94,0.2398979374820953
Average_duration_of_whole_fixations_mean_clinical_original,3.96,0.1979486637221575
Average_duration_of_whole_fixations_mean_medical_simple,4.06,0.23989793748209529
Average_duration_of_whole_fixations_mean_clinical_simple,4.08,0.5656854249492378
Average_duration_of_whole_fixations_std_clinical_original,4.12,0.32826072265931605
Average_duration_of_whole_fixations_std_clinical_simple,4.16,0.37032803990902047
Average_duration_of_whole_fixations_mean_medical_original,4.2,0.9897433186107868
word_frequency_text_max_medical_original,4.74,0.5646020812962719
Average_duration_of_whole_fixations_std_medical_original,4.8,0.7559289460184543
Number_of_fixations_mean_medical_original,4.84,1.3606721028332178
word_frequency_text_max_clinical_simple,4.88,0.38544964466377274
Average_duration_of_whole_fixations_min_clinical_original,5.0,0.0
Average_duration_of_whole_fixations_min_clinical_simple,5.0,0.0
word_frequency_text_max_clinical_original,5.02,0.3187987657774485
Average_duration_of_whole_fixations_min_medical_original,5.02,0.14142135623730948
word_frequency_text_min_medical_simple,5.22,0.4184519575964803
Average_duration_of_whole_fixations_std_medical_simple,5.4,1.3702375780893479
Average_duration_of_whole_fixations_min_medical_simple,5.62,0.4903143514780145
Number_of_fixations_mean_clinical_simple,5.74,1.651344535676975
Average_duration_of_whole_fixations_max_clinical_simple,5.74,1.02638656838206
Average_duration_of_whole_fixations_max_medical_simple,5.92,0.5656854249492379
word_frequency_text_min_medical_original,5.94,0.23989793748209526
Minimum_duration_of_whole_fixations_mean_clinical_original,5.96,0.1979486637221575
Average_duration_of_whole_fixations_max_medical_original,6.0,0.0
Average_duration_of_whole_fixations_max_clinical_original,6.08,1.4119027543549525
word_frequency_text_min_clinical_simple,6.22,0.6157789160643516
Minimum_duration_of_whole_fixations_mean_clinical_simple,6.38,1.4412296337304675
Minimum_duration_of_whole_fixations_mean_medical_original,6.62,0.6353530273696311
Number_of_fixations_mean_clinical_original,6.64,1.945796096455021
word_frequency_text_min_clinical_original,6.92,0.2740475156178697
word_frequency_text_std_medical_simple,6.96,0.19794866372215753
word_frequency_text_std_medical_original,6.96,0.19794866372215753
word_frequency_text_std_clinical_original,7.0,0.0
word_frequency_text_std_clinical_simple,7.0,0.0
word_frequency_text_mean_medical_simple,7.0,0.0
word_frequency_text_mean_medical_original,7.04,0.1979486637221575
Minimum_duration_of_whole_fixations_max_clinical_original,7.08,3.451352884695202
word_frequency_text_mean_clinical_original,7.2,0.40406101782088427
Maximum_duration_of_fixations_max_medical_simple,7.54,2.242538648905908
Minimum_duration_of_whole_fixations_mean_medical_simple,7.64,0.7216760537322907
word_frequency_screen_max_medical_simple,7.72,0.6401530429259447
word_frequency_text_mean_clinical_simple,7.76,0.4314191105869001
Minimum_duration_of_whole_fixations_std_clinical_original,7.86,0.45220547975269776
Minimum_duration_of_whole_fixations_std_clinical_simple,7.88,0.3854496446637728
Minimum_duration_of_whole_fixations_std_medical_simple,8.0,0.0
Minimum_duration_of_whole_fixations_min_clinical_original,8.04,0.1979486637221573
Minimum_duration_of_whole_fixations_std_medical_original,8.06,0.7669180303696881
word_frequency_screen_max_medical_original,8.12,0.38544964466377285
Minimum_duration_of_whole_fixations_min_clinical_simple,8.56,0.5014265364224073
Maximum_duration_of_fixations_max_medical_original,8.62,2.3113738294771444
Minimum_duration_of_whole_fixations_min_medical_original,8.84,0.3703280399090204
word_frequency_screen_max_clinical_simple,8.92,0.34046786536608553
word_frequency_screen_max_clinical_original,8.96,0.1979486637221573
word_frequency_screen_min_medical_simple,8.98,0.14142135623730942
Minimum_duration_of_whole_fixations_min_medical_simple,8.98,0.14142135623730945
word_frequency_screen_min_medical_original,9.0,0.0
word_frequency_screen_min_clinical_simple,9.34,0.47851812069840666
Minimum_duration_of_whole_fixations_max_clinical_simple,9.44,0.5771145679064047
Maximum_duration_of_fixations_max_clinical_simple,9.54,2.5810138808346648
Minimum_duration_of_whole_fixations_max_medical_original,9.62,0.49031435147801494
Minimum_duration_of_whole_fixations_max_medical_simple,9.78,0.41845195759648035
Maximum_duration_of_whole_fixations_mean_clinical_original,10.0,0.0
Maximum_duration_of_whole_fixations_mean_clinical_simple,10.0,0.0
word_frequency_screen_std_medical_simple,10.0,0.0
word_frequency_screen_min_clinical_original,10.0,0.0
Maximum_duration_of_whole_fixations_mean_medical_original,10.04,0.28284271247461895
word_frequency_screen_std_medical_original,10.08,0.2740475156178697
Maximum_duration_of_fixations_max_clinical_original,10.46,2.8514944166459935
Maximum_duration_of_whole_fixations_mean_medical_simple,10.62,0.49031435147801494
word_frequency_screen_std_clinical_simple,10.64,0.4848732213850614
Maximum_duration_of_whole_fixations_std_clinical_original,10.88,0.32826072265931616
Maximum_duration_of_whole_fixations_std_clinical_simple,10.94,0.2398979374820952
word_frequency_screen_std_clinical_original,10.98,0.14142135623730942
Maximum_duration_of_whole_fixations_std_medical_original,11.0,0.0
Maximum_duration_of_whole_fixations_std_medical_simple,11.0,0.0
word_frequency_screen_mean_medical_simple,11.02,0.1414213562373095
Maximum_duration_of_fixations_min_medical_simple,11.38,3.12259703530538
word_frequency_screen_mean_medical_original,11.44,0.5014265364224073
Maximum_duration_of_whole_fixations_min_clinical_original,11.5,0.5050762722761054
Maximum_duration_of_whole_fixations_min_clinical_simple,11.6,0.4948716593053934
Maximum_duration_of_whole_fixations_min_medical_original,11.76,0.4314191105869001
Maximum_duration_of_whole_fixations_max_clinical_original,11.98,0.1414213562373095
Maximum_duration_of_whole_fixations_max_clinical_simple,11.98,0.24660966430902953
Maximum_duration_of_whole_fixations_min_medical_simple,11.98,0.14142135623730948
word_frequency_screen_mean_clinical_simple,12.0,0.0
word_frequency_screen_mean_clinical_original,12.0,0.0
total_word_count_text_max_medical_simple,12.26,0.4430874976934521
Maximum_duration_of_whole_fixations_max_medical_original,12.46,0.5034574339058884
Maximum_duration_of_whole_fixations_max_medical_simple,12.66,0.5573259772323191
Number_of_whole_fixations_mean_clinical_original,12.84,0.3703280399090204
total_word_count_text_max_medical_original,12.92,0.27404751561786966
Number_of_whole_fixations_mean_medical_original,13.0,0.0
Number_of_whole_fixations_mean_clinical_simple,13.0,0.0
total_word_count_text_max_clinical_simple,13.0,0.0
total_word_count_text_max_clinical_original,13.0,0.0
Number_of_whole_fixations_mean_medical_simple,13.08,0.27404751561786966
Maximum_duration_of_fixations_min_medical_original,13.24,0.5554920598635311
Number_of_whole_fixations_std_clinical_original,13.6,0.4948716593053934
total_word_count_text_min_medical_simple,13.66,0.47851812069840666
Number_of_whole_fixations_std_clinical_simple,13.9,0.3030457633656631
total_word_count_text_min_medical_original,13.98,0.14142135623730942
total_word_count_text_min_clinical_simple,14.0,0.0
Number_of_whole_fixations_std_medical_simple,14.0,0.0
total_word_count_text_min_clinical_original,14.02,0.2466096643090295
Number_of_whole_fixations_max_clinical_original,14.02,0.14142135623730948
total_word_count_text_std_medical_simple,14.2,0.4040610178208845
Maximum_duration_of_fixations_min_clinical_simple,14.24,0.5554920598635311
Number_of_whole_fixations_max_clinical_simple,14.48,0.5046720495044484
Number_of_whole_fixations_max_medical_original,14.92,0.27404751561786983
total_word_count_text_mean_medical_original,14.94,0.2398979374820952
total_word_count_text_std_medical_original,14.98,0.14142135623730942
total_word_count_text_mean_medical_simple,15.0,0.0
Time_to_first_whole_fixation_mean_clinical_original,15.0,0.0
Number_of_whole_fixations_max_medical_simple,15.0,0.0
Time_to_first_whole_fixation_mean_clinical_simple,15.04,0.19794866372215725
Maximum_duration_of_fixations_min_clinical_original,15.24,0.5554920598635311
total_word_count_text_mean_clinical_simple,15.38,0.49031435147801494
Time_to_first_whole_fixation_mean_medical_original,15.5,0.5050762722761054
Time_to_first_whole_fixation_mean_medical_simple,15.76,0.43141911058690025
total_word_count_text_mean_clinical_original,15.94,0.2398979374820952
Time_to_first_whole_fixation_std_clinical_original,15.96,0.1979486637221573
Time_to_first_whole_fixation_std_medical_original,16.0,0.0
Time_to_first_whole_fixation_std_clinical_simple,16.0,0.0
total_word_count_screen_max_medical_simple,16.0,0.0
Time_to_first_whole_fixation_std_medical_simple,16.02,0.14142135623730948
Time_to_first_whole_fixation_min_clinical_original,16.12,0.3282607226593159
Maximum_duration_of_fixations_std_medical_simple,16.24,0.5554920598635307
total_word_count_screen_max_medical_original,16.68,0.471212071499161
Time_to_first_whole_fixation_min_clinical_simple,16.84,0.37032803990902047
total_word_count_screen_max_clinical_simple,16.94,0.23989793748209548
Time_to_first_whole_fixation_min_medical_original,17.0,0.0
total_word_count_screen_min_medical_simple,17.0,0.0
total_word_count_screen_max_clinical_original,17.0,0.0
Time_to_first_whole_fixation_min_medical_simple,17.0,0.0
Time_to_first_whole_fixation_max_clinical_original,17.02,0.14142135623730948
Duration_of_first_Visit_min_medical_simple,17.16,19.18583661273629
Maximum_duration_of_fixations_std_medical_original,17.24,0.5554920598635307
total_word_count_screen_min_medical_original,17.26,0.44308749769345196
Time_to_first_whole_fixation_max_clinical_simple,17.52,0.5046720495044484
Duration_of_first_whole_fixation_min_clinical_original,17.58,6.1944346318419825
Time_to_first_whole_fixation_max_medical_original,17.84,0.3703280399090204
total_word_count_screen_min_clinical_simple,17.96,0.19794866372215722
Duration_of_first_whole_fixation_mean_clinical_original,18.0,0.0
Time_to_first_whole_fixation_max_medical_simple,18.0,0.0
total_word_count_screen_std_medical_simple,18.0,0.0
total_word_count_screen_min_clinical_original,18.0,0.0
Duration_of_first_whole_fixation_mean_clinical_simple,18.02,0.14142135623730948
Maximum_duration_of_fixations_std_clinical_simple,18.24,0.5554920598635307
total_word_count_screen_std_medical_original,18.28,0.4535573676110724
Duration_of_first_whole_fixation_mean_medical_original,18.42,0.8827138117585945
Number_of_whole_fixations_std_medical_original,18.48,3.3941125496954276
Duration_of_first_whole_fixation_mean_medical_simple,18.82,0.38808793449160367
total_word_count_screen_std_clinical_simple,18.92,0.2740475156178697
Duration_of_first_whole_fixation_std_clinical_simple,18.98,0.14142135623730942
total_word_count_screen_mean_medical_simple,19.0,0.0
total_word_count_screen_std_clinical_original,19.0,0.0
Duration_of_first_whole_fixation_std_clinical_original,19.0,0.0
Duration_of_first_whole_fixation_std_medical_original,19.0,0.0
Duration_of_first_whole_fixation_std_medical_simple,19.04,0.19794866372215733
Maximum_duration_of_fixations_std_clinical_original,19.24,0.5554920598635307
Duration_of_first_whole_fixation_min_clinical_simple,19.84,0.37032803990902047
total_word_count_screen_mean_medical_original,19.86,0.35050983275386577
total_word_count_screen_mean_clinical_simple,19.98,0.14142135623730948
Duration_of_first_whole_fixation_min_medical_simple,19.98,0.14142135623730945
Duration_of_first_whole_fixation_min_medical_original,20.0,0.0
Duration_of_first_whole_fixation_max_clinical_original,20.02,0.14142135623730948
Duration_of_first_whole_fixation_max_clinical_simple,20.06,0.23989793748209537
Selective_regression-path_duration_max_medical_original,20.06,28.068000517693186
Maximum_duration_of_fixations_mean_medical_simple,20.24,0.5554920598635307
total_word_count_screen_mean_clinical_original,20.36,0.7761758689832073
Duration_of_first_whole_fixation_max_medical_simple,21.0,0.0
Average_whole-fixation_pupil_diameter_mean_clinical_original,21.0,0.0
Average_whole-fixation_pupil_diameter_mean_clinical_simple,21.0,0.0
word_count_text_max_medical_simple,21.06,0.6197431989566816
Average_whole-fixation_pupil_diameter_mean_medical_original,21.08,0.34046786536608525
Duration_of_first_whole_fixation_max_medical_original,21.16,1.8665694824069792
word_count_text_max_medical_original,21.22,0.4184519575964801
Average_duration_of_Visit_std_clinical_simple,21.5,9.702198362290089
word_count_text_max_clinical_simple,21.56,0.8369039151929606
Average_whole-fixation_pupil_diameter_min_clinical_original,21.68,0.7406560798180409
Average_whole-fixation_pupil_diameter_min_medical_original,21.68,0.7406560798180409
Average_whole-fixation_pupil_diameter_std_medical_simple,21.72,0.5728553615932405
Average_whole-fixation_pupil_diameter_mean_medical_simple,21.74,0.4430874976934519
Average_whole-fixation_pupil_diameter_std_clinical_original,21.76,0.4314191105868998
Average_whole-fixation_pupil_diameter_std_clinical_simple,21.76,0.47638091430094465
Average_whole-fixation_pupil_diameter_std_medical_original,21.8,0.4040610178208845
Maximum_duration_of_fixations_mean_medical_original,21.88,0.4797958749641904
Average_whole-fixation_pupil_diameter_max_clinical_simple,21.9,0.9091372900969895
Average_whole-fixation_pupil_diameter_min_medical_simple,21.92,0.34046786536608525
Average_whole-fixation_pupil_diameter_min_clinical_simple,21.92,0.39589732744431444
Average_whole-fixation_pupil_diameter_max_clinical_original,22.18,0.8497298490264599
Average_whole-fixation_pupil_diameter_max_medical_original,22.36,0.9205144967764004
Peak_velocity_of_entry_saccade_mean_clinical_simple,22.6,23.64102280324762
Average_whole-fixation_pupil_diameter_max_medical_simple,22.82,0.38808793449160367
Maximum_duration_of_fixations_mean_clinical_simple,22.88,0.4797958749641904
Total_duration_of_Visit_mean_clinical_simple,22.9,0.30304576336566347
word_count_text_max_clinical_original,22.94,0.31363569143000186
word_count_text_min_medical_original,23.0,0.0
word_count_text_min_medical_simple,23.0,0.0
Total_duration_of_Visit_mean_clinical_original,23.0,0.0
Total_duration_of_Visit_mean_medical_original,23.14,0.35050983275386577
word_count_text_min_clinical_simple,23.62,0.49031435147801467
Total_duration_of_Visit_mean_medical_simple,23.84,0.3703280399090204
Maximum_duration_of_fixations_mean_clinical_original,23.88,0.4797958749641904
Total_duration_of_Visit_std_medical_original,23.92,0.2740475156178697
Total_duration_of_Visit_std_clinical_original,23.94,0.23989793748209537
word_count_text_min_clinical_original,23.98,0.14142135623730948
Total_duration_of_Visit_std_clinical_simple,24.0,0.0
Total_duration_of_Visit_std_medical_simple,24.0,0.20203050891044214
word_count_text_std_medical_simple,24.0,0.0
word_count_text_std_medical_original,24.16,0.37032803990902047
Total_duration_of_Visit_max_clinical_original,24.5,0.5050762722761054
Total_duration_of_Visit_max_clinical_simple,24.8,0.4040610178208845
Minimum_duration_of_fixations_max_medical_simple,24.88,0.4797958749641904
word_count_text_std_clinical_simple,24.96,0.2828427124746189
Average_duration_of_Visit_mean_clinical_simple,24.96,0.28284271247461884
Total_duration_of_Visit_max_medical_simple,25.0,0.0
Total_duration_of_Visit_max_medical_original,25.0,0.0
Average_duration_of_Visit_mean_clinical_original,25.0,0.0
Average_duration_of_Visit_mean_medical_original,25.02,0.14142135623730948
Average_duration_of_Visit_mean_medical_simple,25.12,0.3282607226593159
word_count_text_std_clinical_original,25.6,0.4948716593053934
Minimum_duration_of_fixations_max_medical_original,25.88,0.4797958749641904
word_count_text_mean_medical_simple,25.88,0.32826072265931583
Average_duration_of_Visit_std_medical_simple,26.0,0.0
word_count_text_mean_medical_original,26.0,0.0
word_count_text_mean_clinical_simple,26.0,0.0
Average_duration_of_Visit_std_medical_original,26.0,0.0
Average_duration_of_Visit_std_clinical_original,26.02,1.9218401046276214
Average_duration_of_Visit_min_clinical_original,26.06,0.23989793748209523
word_count_text_mean_clinical_original,26.58,0.49856938190328964
Average_duration_of_Visit_min_clinical_simple,26.76,0.43141911058689986
Minimum_duration_of_fixations_max_clinical_simple,26.88,0.4797958749641904
Average_duration_of_Visit_min_medical_simple,26.98,0.14142135623730942
word_count_screen_max_medical_simple,26.98,0.14142135623730945
Average_duration_of_Visit_min_medical_original,27.0,0.0
Average_duration_of_Visit_max_clinical_original,27.0,0.0
word_count_screen_max_medical_original,27.0,0.0
word_count_screen_max_clinical_simple,27.02,0.1414213562373095
Average_duration_of_Visit_max_clinical_simple,27.06,0.23989793748209545
Minimum_duration_of_Visit_std_clinical_simple,27.28,3.8915921929100423
Minimum_duration_of_Visit_max_medical_original,27.68,7.9473779529182185
Average_duration_of_Visit_max_medical_original,27.7,0.46291004988627554
word_count_screen_max_clinical_original,27.74,0.4430874976934519
Minimum_duration_of_fixations_max_clinical_original,27.88,0.4797958749641904
Average_duration_of_Visit_max_medical_simple,27.9,0.3030457633656634
Minimum_duration_of_Visit_mean_clinical_original,27.96,0.19794866372215725
Minimum_duration_of_Visit_mean_medical_simple,27.98,0.14142135623730945
Minimum_duration_of_Visit_mean_medical_original,28.0,0.0
Minimum_duration_of_Visit_std_clinical_original,28.02,0.1414213562373095
Minimum_duration_of_Visit_mean_clinical_simple,28.28,1.9798989873223318
word_count_screen_min_medical_simple,28.6,0.49487165930539345
Minimum_duration_of_Visit_std_medical_original,28.68,0.4712120714991609
Minimum_duration_of_Visit_std_medical_simple,28.82,0.38808793449160367
Minimum_duration_of_fixations_min_medical_simple,28.88,0.4797958749641904
word_count_screen_min_medical_original,28.9,0.30304576336566325
Minimum_duration_of_Visit_min_clinical_simple,29.0,0.0
word_count_screen_min_clinical_simple,29.0,0.0
Minimum_duration_of_Visit_min_clinical_original,29.0,0.0
word_count_screen_min_clinical_original,29.02,0.14142135623730942
Minimum_duration_of_Visit_min_medical_simple,29.1,4.082066303494153
Minimum_duration_of_Visit_min_medical_original,29.12,0.3282607226593159
word_count_screen_std_medical_simple,29.6,0.49487165930539345
Minimum_duration_of_fixations_min_medical_original,29.88,0.4797958749641904
Minimum_duration_of_Visit_max_clinical_original,29.9,0.30304576336566347
word_count_screen_std_medical_original,29.9,0.30304576336566347
Minimum_duration_of_Visit_max_clinical_simple,29.98,0.14142135623730948
word_count_screen_std_clinical_simple,30.0,0.0
word_count_screen_std_clinical_original,30.02,0.14142135623730942
Maximum_duration_of_Visit_mean_medical_simple,30.46,0.5034574339058884
Minimum_duration_of_Visit_max_medical_simple,30.48,0.5799366608624126
word_count_screen_mean_medical_simple,30.64,0.4848732213850614
Maximum_duration_of_Visit_mean_clinical_original,30.68,0.4712120714991609
Maximum_duration_of_Visit_mean_clinical_simple,30.88,0.32826072265931583
word_count_screen_mean_medical_original,30.88,0.3282607226593159
Minimum_duration_of_fixations_min_clinical_simple,30.92,0.4444671196029725
Maximum_duration_of_Visit_mean_medical_original,30.98,0.14142135623730948
word_count_screen_mean_clinical_simple,31.0,0.0
Maximum_duration_of_Visit_std_clinical_original,31.0,0.0
Maximum_duration_of_Visit_std_clinical_simple,31.02,0.1414213562373095
Maximum_duration_of_Visit_std_medical_original,31.6,0.4948716593053934
Maximum_duration_of_Visit_std_medical_simple,31.76,0.4314191105868998
Maximum_duration_of_Visit_min_clinical_original,31.8,0.4040610178208845
word_count_screen_mean_clinical_original,31.92,0.2740475156178697
Minimum_duration_of_fixations_min_clinical_original,31.92,0.4444671196029725
id.line_max_medical_original,32.0,0.0
id.line_max_medical_simple,32.0,0.0
Maximum_duration_of_Visit_min_clinical_simple,32.0,0.0
Maximum_duration_of_Visit_min_medical_original,32.02,0.14142135623730953
Maximum_duration_of_Visit_min_medical_simple,32.08,0.3958973274443146
id.line_max_clinical_simple,32.6,0.4948716593053934
Maximum_duration_of_Visit_max_clinical_original,32.66,0.4785181206984065
id.line_max_clinical_original,32.78,0.4184519575964801
Maximum_duration_of_Visit_max_clinical_simple,32.88,0.32826072265931583
Minimum_duration_of_fixations_std_medical_simple,32.92,0.4444671196029725
id.line_min_medical_simple,33.0,0.0
Maximum_duration_of_Visit_max_medical_simple,33.0,0.0
Maximum_duration_of_Visit_max_medical_original,33.0,0.0
Number_of_Visits_mean_clinical_original,33.0,0.0
Number_of_Visits_mean_clinical_simple,33.1,0.30304576336566325
id.line_min_medical_original,33.58,0.49856938190328964
Number_of_Visits_mean_medical_original,33.66,0.4785181206984065
Number_of_Visits_mean_medical_simple,33.82,0.38808793449160367
id.line_min_clinical_simple,33.9,0.3030457633656633
Minimum_duration_of_fixations_std_medical_original,33.92,0.4444671196029725
id.line_min_clinical_original,34.0,0.0
Number_of_Visits_std_clinical_original,34.0,0.0
Number_of_Visits_std_clinical_simple,34.0,0.0
id.line_std_medical_simple,34.22,0.4184519575964801
Number_of_Visits_std_medical_original,34.36,2.4054360205541916
Number_of_Visits_std_medical_simple,34.44,0.5014265364224072
Number_of_Visits_max_clinical_original,34.7,0.46291004988627554
Number_of_Visits_max_clinical_simple,34.8,0.40406101782088416
id.line_std_medical_original,34.9,0.30304576336566325
Minimum_duration_of_fixations_std_clinical_simple,34.92,0.4444671196029725
Number_of_Visits_max_medical_original,34.96,0.1979486637221573
Number_of_Visits_max_medical_simple,35.0,0.0
id.line_std_clinical_original,35.0,0.0
id.line_std_clinical_simple,35.0,0.0
Time_to_first_Visit_mean_clinical_original,35.08,0.2740475156178697
Time_to_first_Visit_mean_clinical_simple,35.64,0.4848732213850614
id.line_mean_medical_simple,35.74,0.44308749769345196
Time_to_first_Visit_mean_medical_original,35.76,0.43141911058689986
Time_to_first_Visit_mean_medical_simple,35.86,0.3505098327538658
Minimum_duration_of_fixations_std_clinical_original,35.92,0.4444671196029725
id.line_mean_medical_original,35.98,0.14142135623730956
Time_to_first_Visit_std_clinical_simple,36.0,0.0
Time_to_first_Visit_std_clinical_original,36.0,0.0
Time_to_first_Visit_std_medical_original,36.02,0.14142135623730961
id.line_mean_clinical_simple,36.12,0.32826072265931583
Time_to_first_Visit_std_medical_simple,36.52,0.5046720495044485
Time_to_first_Visit_min_clinical_original,36.66,0.5194188275056527
Time_to_first_Visit_min_clinical_simple,36.84,0.3703280399090207
id.line_mean_clinical_original,36.9,0.3030457633656636
Minimum_duration_of_fixations_mean_medical_simple,36.92,0.4444671196029725
Time_to_first_Visit_min_medical_original,36.98,0.1414213562373096
Time_to_first_Visit_min_medical_simple,37.0,0.0
right_dependents_max_medical_original,37.0,0.0
right_dependents_max_medical_simple,37.0,0.0
right_dependents_max_clinical_simple,37.42,0.49856938190328964
Time_to_first_Visit_max_clinical_original,37.44,0.5014265364224072
Time_to_first_Visit_max_clinical_simple,37.68,0.5126959555693243
Time_to_first_Visit_max_medical_original,37.76,0.43141911058689986
Time_to_first_Visit_max_medical_simple,37.82,0.38808793449160367
Minimum_duration_of_fixations_mean_medical_original,37.92,0.4444671196029725
right_dependents_max_clinical_original,37.92,0.2740475156178697
Duration_of_first_Visit_mean_clinical_simple,37.98,0.1414213562373096
