Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
word_count_screen_mean_non_medical,0.0,0.0,0.0,0.0,6.4,88.0,95.0,183.0
Number_of_Visits_max_non_medical,0.0,0.0,0.0,0.0,6.419999999999999,88.0,102.0,190.0
Minimum_duration_of_fixations_mean_non_medical,0.0,0.0,0.0,0.0,6.540000000000001,88.0,103.0,191.0
Time_to_first_Visit_mean_non_medical,0.0,0.0,0.0,0.0,7.340000000000001,88.0,104.0,192.0
id.line_max_non_medical,0.0,0.0,0.0,0.0,7.380000000000001,88.0,105.0,193.0
Duration_of_first_Visit_std_non_medical,0.0,0.0,0.0,0.0,7.4,88.0,106.0,194.0
id.line_min_non_medical,0.0,0.0,0.0,0.0,7.4,88.0,106.0,194.0
Time_to_first_Visit_std_non_medical,0.0,0.0,0.0,0.0,7.4,88.0,106.0,194.0
Time_to_first_Visit_min_non_medical,0.0,0.0,0.0,0.0,7.4,88.0,106.0,194.0
Duration_of_first_Visit_mean_non_medical,0.0,0.0,0.0,0.0,7.4,88.0,106.0,194.0
Time_to_first_Visit_max_non_medical,0.0,0.0,0.0,0.0,7.4,88.0,106.0,194.0
Duration_of_first_Visit_min_non_medical,0.0,0.0,0.0,0.0,7.419999999999999,88.0,112.0,200.0
Average_duration_of_fixations_max_non_medical,0.0,0.0,0.0,0.0,7.58,88.0,113.0,201.0
Minimum_duration_of_Visit_mean_non_medical,0.0,0.0,0.0,0.0,7.860000000000001,88.0,114.0,202.0
id.line_std_non_medical,0.0,0.0,0.0,0.0,8.34,88.0,115.0,203.0
Duration_of_first_Visit_max_non_medical,0.0,0.0,0.0,0.0,8.38,88.0,116.0,204.0
right_dependents_max_non_medical,0.0,0.0,0.0,0.0,8.4,88.0,117.0,205.0
Time_to_entry_saccade_mean_non_medical,0.0,0.0,0.0,0.0,8.4,88.0,117.0,205.0
Number_of_saccades_in_AOI_max_non_medical,0.0,0.0,0.0,0.0,8.4,88.0,117.0,205.0
id.line_mean_non_medical,0.0,0.0,0.0,0.0,8.4,88.0,117.0,205.0
Number_of_saccades_in_AOI_std_non_medical,0.0,0.0,0.0,0.0,8.4,88.0,117.0,205.0
Number_of_saccades_in_AOI_mean_non_medical,0.0,0.0,0.0,0.0,8.4,88.0,117.0,205.0
Time_to_exit_saccade_min_non_medical,5.0,2.0,1.0,2.0,9.232000000000001,84.0,124.0,208.0
Time_to_entry_saccade_std_non_medical,0.0,0.0,0.0,0.0,8.44,88.0,123.0,211.0
Time_to_entry_saccade_max_non_medical,0.0,0.0,0.0,0.0,9.34,88.0,125.0,213.0
right_dependents_std_non_medical,0.0,0.0,0.0,0.0,9.38,88.0,126.0,214.0
Average_duration_of_fixations_min_non_medical,0.0,0.0,0.0,0.0,9.4,88.0,127.0,215.0
right_dependents_mean_non_medical,0.0,0.0,0.0,0.0,9.4,88.0,127.0,215.0
Time_to_exit_saccade_std_non_medical,0.0,0.0,0.0,0.0,9.4,88.0,127.0,215.0
Time_to_exit_saccade_max_non_medical,0.0,0.0,0.0,0.0,9.4,88.0,127.0,215.0
Time_to_exit_saccade_mean_non_medical,0.0,0.0,0.0,0.0,9.4,88.0,127.0,215.0
Peak_velocity_of_entry_saccade_mean_non_medical,0.0,0.0,0.0,0.0,9.4,88.0,127.0,215.0
Peak_velocity_of_entry_saccade_std_non_medical,0.0,0.0,0.0,0.0,9.559999999999999,88.0,133.0,221.0
Sentence_id_current_std_non_medical,0.0,0.0,0.0,0.0,10.360000000000001,88.0,134.0,222.0
left_dependents_max_non_medical,0.0,0.0,0.0,0.0,10.38,88.0,135.0,223.0
Average_duration_of_fixations_std_non_medical,0.0,0.0,0.0,0.0,10.4,88.0,136.0,224.0
Sentence_id_current_mean_non_medical,0.0,0.0,0.0,0.0,10.4,88.0,136.0,224.0
left_dependents_mean_non_medical,0.0,0.0,0.0,0.0,10.4,88.0,136.0,224.0
left_dependents_std_non_medical,0.0,0.0,0.0,0.0,10.4,88.0,136.0,224.0
Sentence_id_current_max_non_medical,0.0,0.0,0.0,0.0,10.4,88.0,136.0,224.0
tag.id_max_non_medical,0.0,0.0,0.0,0.0,10.4,88.0,136.0,224.0
Peak_velocity_of_exit_saccade_mean_non_medical,10.0,4.0,2.0,4.0,10.884,82.0,144.0,226.0
tag.id_std_non_medical,0.0,0.0,0.0,0.0,10.540000000000001,88.0,142.0,230.0
Peak_velocity_of_entry_saccade_min_non_medical,0.0,0.0,0.0,0.0,10.559999999999999,88.0,143.0,231.0
tag.id_min_non_medical,0.0,0.0,0.0,0.0,11.26,88.0,145.0,233.0
tag.id_mean_non_medical,0.0,0.0,0.0,0.0,11.26,88.0,145.0,233.0
Peak_velocity_of_exit_saccade_min_non_medical,0.0,0.0,0.0,0.0,11.34,88.0,147.0,235.0
Peak_velocity_of_entry_saccade_max_non_medical,0.0,0.0,0.0,0.0,11.38,88.0,148.0,236.0
Average_duration_of_fixations_mean_non_medical,0.0,0.0,0.0,0.0,11.4,88.0,149.0,237.0
id.phrase.in.brackets_max_non_medical,0.0,0.0,0.0,0.0,11.4,88.0,149.0,237.0
Peak_velocity_of_exit_saccade_std_non_medical,0.0,0.0,0.0,0.0,11.4,88.0,149.0,237.0
First-pass_first_fixation_duration_std_non_medical,5.0,2.0,1.0,2.0,12.172,84.0,154.0,238.0
id.phrase.in.brackets_std_non_medical,0.0,0.0,0.0,0.0,11.419999999999998,88.0,152.0,240.0
id.phrase.in.brackets_min_non_medical,0.0,0.0,0.0,0.0,11.419999999999998,88.0,152.0,240.0
Peak_velocity_of_exit_saccade_max_non_medical,0.0,0.0,0.0,0.0,12.34,88.0,155.0,243.0
First-pass_first_fixation_duration_mean_non_medical,0.0,0.0,0.0,0.0,12.38,88.0,156.0,244.0
AOI_length_max_non_medical,0.0,0.0,0.0,0.0,12.4,88.0,157.0,245.0
First-pass_duration_mean_non_medical,0.0,0.0,0.0,0.0,12.4,88.0,157.0,245.0
First-pass_first_fixation_duration_max_non_medical,0.0,0.0,0.0,0.0,12.4,88.0,157.0,245.0
id.phrase.in.brackets_mean_non_medical,0.0,0.0,0.0,0.0,12.4,88.0,157.0,245.0
Total_duration_of_fixations_max_non_medical,0.0,0.0,0.0,0.0,12.4,88.0,157.0,245.0
AOI_length_std_non_medical,0.0,0.0,0.0,0.0,12.419999999999998,88.0,162.0,250.0
First-pass_duration_max_non_medical,0.0,0.0,0.0,0.0,12.419999999999998,88.0,162.0,250.0
AOI_length_mean_non_medical,0.0,0.0,0.0,0.0,13.38,88.0,164.0,252.0
Selective_regression-path_duration_mean_non_medical,0.0,0.0,0.0,0.0,13.38,88.0,164.0,252.0
word_id_text_max_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
word_id_text_std_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
Selective_regression-path_duration_std_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
word_id_text_mean_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
First-pass_regression_std_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
First-pass_regression_mean_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
Total_duration_of_fixations_std_non_medical,0.0,0.0,0.0,0.0,13.4,88.0,166.0,254.0
Regression-path_duration_mean_non_medical,0.0,0.0,0.0,0.0,13.459999999999999,88.0,173.0,261.0
Regression-path_duration_std_non_medical,0.0,0.0,0.0,0.0,14.360000000000003,88.0,174.0,262.0
word_id_screen_max_non_medical,0.0,0.0,0.0,0.0,14.38,88.0,175.0,263.0
Total_duration_of_fixations_mean_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
Average_whole-fixation_eye_openness_std_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
Average_whole-fixation_eye_openness_min_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
Average_whole-fixation_eye_openness_mean_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
word_id_screen_mean_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
word_id_screen_std_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
Average_whole-fixation_eye_openness_max_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
Regression-path_duration_max_non_medical,0.0,0.0,0.0,0.0,14.4,88.0,176.0,264.0
