Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Duration_of_first_Visit_max_clinical_simple,239.0,95.6,47.8,95.6,11.4484820278471,37.0,36.0,73.0
Average_whole-fixation_eye_openness_mean_clinical_simple,233.0,93.2,46.6,93.2,11.412816881299907,38.0,38.0,76.0
Maximum_duration_of_Visit_max_medical,233.0,93.2,46.6,93.2,11.275424770307984,38.0,40.0,78.0
Selective_regression-path_duration_std_clinical_original,230.0,92.0,46.0,92.0,11.303065345446642,40.0,39.0,79.0
Average_whole-fixation_eye_openness_max_medical_simple,212.0,84.8,42.4,84.8,11.015735333589092,41.0,41.0,82.0
Minimum_duration_of_Visit_std_medical_simple,206.0,82.39999999999999,41.2,82.4,10.631305860531704,42.0,42.0,84.0
Minimum_duration_of_Visit_std_medical,206.0,82.39999999999999,41.2,82.4,10.509108817286805,42.0,44.0,86.0
Average_duration_of_Visit_mean_medical_simple,205.0,82.0,41.0,82.0,10.561045524093602,44.0,43.0,87.0
Maximum_duration_of_Visit_max_medical_simple,205.0,82.0,41.0,82.0,10.472404505363976,44.0,46.0,90.0
Duration_of_first_Visit_std_medical_simple,202.0,80.80000000000001,40.4,80.8,10.478514011110338,47.0,45.0,92.0
Average_duration_of_Visit_std_medical,204.0,81.6,40.8,81.6,10.409358374892632,46.0,47.0,93.0
Maximum_duration_of_Visit_mean_medical_simple,199.0,79.60000000000001,39.8,79.6,10.298785644803454,48.0,49.0,97.0
Selective_regression-path_duration_max_clinical_original,198.0,79.2,39.6,79.2,10.335920026273914,49.0,48.0,97.0
Minimum_duration_of_Visit_mean_medical_simple,196.0,78.4,39.2,78.4,10.228667902163377,50.0,50.0,100.0
Maximum_duration_of_Visit_std_content,196.0,78.4,39.2,78.4,9.743062381381984,50.0,52.0,102.0
Duration_of_first_Visit_mean_medical_simple,195.0,78.0,39.0,78.0,9.925645981166548,52.0,51.0,103.0
Selective_regression-path_duration_mean_clinical_original,181.0,72.39999999999999,36.2,72.4,9.553686153765456,53.0,53.0,106.0
Selective_regression-path_duration_mean_medical_original,178.0,71.2,35.6,71.2,9.422943353998134,54.0,54.0,108.0
Average_whole-fixation_eye_openness_std_medical_simple,150.0,60.0,30.0,60.0,9.25671365560345,56.0,55.0,111.0
Duration_of_first_Visit_max_medical,153.0,61.199999999999996,30.6,61.199999999999996,9.2534020888578,55.0,56.0,111.0
Maximum_duration_of_Visit_max_clinical_simple,147.0,58.8,29.4,58.8,9.133770450230957,57.0,57.0,114.0
First-pass_duration_std_clinical_simple,142.0,56.8,35.5,71.0,9.092276721640353,59.0,58.0,117.0
Minimum_duration_of_Visit_mean_medical,146.0,58.4,36.5,73.0,9.02192840163858,58.0,60.0,118.0
Average_duration_of_Visit_max_medical_simple,138.0,55.2,27.6,55.2,9.033018323570788,60.0,59.0,119.0
Minimum_duration_of_Visit_mean_content,128.0,51.2,32.0,64.0,8.953173093143086,61.0,61.0,122.0
Duration_of_first_Visit_std_content,86.0,34.4,21.5,43.0,8.74665081805711,62.0,63.0,125.0
Average_duration_of_Visit_mean_content,80.0,32.0,20.0,40.0,8.820101607286352,64.0,62.0,126.0
Minimum_duration_of_Visit_max_medical_simple,80.0,32.0,20.0,40.0,8.683510516433579,64.0,64.0,128.0
Average_whole-fixation_eye_openness_mean_content,83.0,33.2,16.6,33.2,8.620460802276217,63.0,65.0,128.0
Average_whole-fixation_eye_openness_std_medical_original,73.0,29.2,14.6,29.2,8.47412781936869,66.0,68.0,134.0
Average_duration_of_Visit_mean_medical,68.0,27.200000000000003,17.0,34.0,8.518815483335736,68.0,67.0,135.0
Average_whole-fixation_eye_openness_std_content,73.0,29.2,14.6,29.2,8.463588882068164,66.0,69.0,135.0
Total_duration_of_Visit_std_medical_simple,64.0,25.6,12.8,25.6,8.596642905145936,70.0,66.0,136.0
Average_whole-fixation_eye_openness_mean_medical_simple,67.0,26.8,13.4,26.8,8.332906451567133,69.0,70.0,139.0
Maximum_duration_of_Visit_std_medical,54.0,21.6,13.5,27.0,8.171705275045246,71.0,71.0,142.0
First-pass_duration_mean_clinical_simple,54.0,21.6,13.5,27.0,8.03081241006202,71.0,74.0,145.0
Duration_of_first_Visit_max_medical_simple,49.0,19.6,12.25,24.5,8.123452643805592,74.0,72.0,146.0
First-pass_duration_max_content,50.0,20.0,12.5,25.0,8.113123964863679,73.0,73.0,146.0
Duration_of_first_Visit_mean_content,48.0,19.2,12.0,24.0,7.992759406297857,76.0,75.0,151.0
Minimum_duration_of_Visit_max_medical_original,49.0,19.6,9.8,19.6,7.925807621634574,74.0,78.0,152.0
Maximum_duration_of_Visit_mean_content,44.0,17.599999999999998,44.0,88.0,7.972462056064029,77.0,76.0,153.0
Time_to_first_Visit_mean_clinical_simple,44.0,17.599999999999998,11.0,22.0,7.942728171591126,77.0,77.0,154.0
Average_whole-fixation_eye_openness_mean_medical_original,35.0,14.000000000000002,7.0,14.000000000000002,7.76247933594284,79.0,79.0,158.0
First-pass_duration_max_medical,26.0,10.4,26.0,52.0,7.709697091226164,80.0,80.0,160.0
Duration_of_first_Visit_std_medical,17.0,6.800000000000001,17.0,34.0,7.485189075621529,81.0,81.0,162.0
Time_to_first_Visit_std_clinical_simple,14.0,5.6000000000000005,3.5,7.000000000000001,7.3338030929281945,82.0,83.0,165.0
Average_duration_of_Visit_max_medical_original,14.0,5.6000000000000005,3.5,7.000000000000001,7.282913341543295,82.0,84.0,166.0
Duration_of_first_Visit_mean_medical,11.0,4.3999999999999995,11.0,22.0,7.370730669820202,86.0,82.0,168.0
Average_whole-fixation_eye_openness_max_medical_original,14.0,5.6000000000000005,2.8,5.6,6.924193646660504,82.0,88.0,170.0
Average_whole-fixation_eye_openness_std_medical,12.0,4.8,2.4,4.8,7.173216591689138,85.0,86.0,171.0
First-pass_first_fixation_duration_mean_clinical_simple,11.0,4.3999999999999995,2.75,5.5,6.960718490905519,86.0,87.0,173.0
Maximum_duration_of_Visit_mean_medical,6.0,2.4,6.0,12.0,7.265152543537544,89.0,85.0,174.0
First-pass_first_fixation_duration_mean_medical,9.0,3.5999999999999996,2.25,4.5,6.849869936258915,88.0,89.0,177.0
Average_whole-fixation_eye_openness_max_content,6.0,2.4,1.5,3.0,6.564138994101647,89.0,93.0,182.0
First-pass_first_fixation_duration_std_medical,5.0,2.0,5.0,10.0,6.819277258638675,92.0,90.0,182.0
Number_of_Visits_max_medical_simple,6.0,2.4,1.5,3.0,6.352077758710527,89.0,98.0,187.0
Maximum_duration_of_fixations_max_medical_simple,5.0,2.0,1.25,2.5,6.30309901936008,92.0,99.0,191.0
Average_whole-fixation_eye_openness_mean_medical,5.0,2.0,1.0,2.0,6.183231831784687,92.0,102.0,194.0
Total_duration_of_Visit_std_clinical_simple,2.0,0.8,2.0,4.0,6.687869424247157,103.0,91.0,194.0
Time_to_first_Visit_mean_medical_simple,2.0,0.8,2.0,4.0,6.575808419777817,103.0,92.0,195.0
Time_to_first_Visit_std_medical_simple,3.0,1.2,3.0,6.0,6.5510767200509745,102.0,94.0,196.0
Total_duration_of_Visit_max_medical_simple,2.0,0.8,2.0,4.0,6.387290750190831,103.0,96.0,199.0
Maximum_duration_of_whole_fixations_max_medical_simple,4.0,1.6,1.0,2.0,6.158713556129803,96.0,104.0,200.0
Minimum_duration_of_Visit_std_clinical_original,2.0,0.8,2.0,4.0,6.369881671684118,103.0,97.0,200.0
Minimum_duration_of_Visit_mean_clinical_original,2.0,0.8,2.0,4.0,6.188666538939256,103.0,101.0,204.0
Total_duration_of_Visit_mean_medical_simple,1.0,0.4,1.0,2.0,6.439524014275106,110.0,95.0,205.0
Total_duration_of_Visit_max_clinical_simple,2.0,0.8,2.0,4.0,6.138465726628268,103.0,105.0,208.0
First-pass_regression_mean_clinical_simple,5.0,2.0,1.25,2.5,5.421431573537044,92.0,120.0,212.0
Maximum_duration_of_Visit_max_medical_original,2.0,0.8,2.0,4.0,5.9372639838440895,103.0,110.0,213.0
Average_duration_of_Visit_std_clinical_original,1.0,0.4,1.0,2.0,6.160427138395869,110.0,103.0,213.0
Total_duration_of_Visit_max_content,4.0,1.6,1.0,2.0,5.558024598722494,96.0,117.0,213.0
Duration_of_first_whole_fixation_std_medical,0.0,0.0,0.0,0.0,6.210250892737911,115.0,100.0,215.0
Number_of_Visits_max_content,4.0,1.6,1.0,2.0,5.374788988514166,96.0,121.0,217.0
First-pass_duration_max_clinical_simple,0.0,0.0,0.0,0.0,5.983311479917727,115.0,106.0,221.0
Time_to_first_Visit_std_content,0.0,0.0,0.0,0.0,5.966790178237877,115.0,107.0,222.0
Total_duration_of_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,5.959863599001735,115.0,108.0,223.0
Maximum_duration_of_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,5.940965553178388,115.0,109.0,224.0
Average_duration_of_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,5.917842252367868,115.0,111.0,226.0
Average_whole-fixation_eye_openness_max_medical,4.0,1.6,1.0,2.0,5.04582211183519,96.0,130.0,226.0
First-pass_first_fixation_duration_max_medical_original,1.0,0.4,1.0,2.0,5.586039416881789,110.0,116.0,226.0
Time_to_first_Visit_max_medical,0.0,0.0,0.0,0.0,5.713735873908738,115.0,112.0,227.0
Time_to_first_Visit_mean_content,0.0,0.0,0.0,0.0,5.668671987057868,115.0,113.0,228.0
Maximum_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,5.665789867672407,115.0,114.0,229.0
Time_to_first_Visit_max_content,0.0,0.0,0.0,0.0,5.664382720830185,115.0,115.0,230.0
First-pass_duration_std_medical,0.0,0.0,0.0,0.0,5.513330305571449,115.0,118.0,233.0
Number_of_Visits_mean_medical_simple,1.0,0.4,1.0,2.0,5.34544922660927,110.0,123.0,233.0
First-pass_duration_std_content,0.0,0.0,0.0,0.0,5.450729537201121,115.0,119.0,234.0
Time_to_first_Visit_mean_medical,0.0,0.0,0.0,0.0,5.370772013028256,115.0,122.0,237.0
Time_to_first_Visit_std_medical,0.0,0.0,0.0,0.0,5.270996521444484,115.0,124.0,239.0
Average_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,5.263093148228534,115.0,125.0,240.0
First-pass_duration_mean_medical,0.0,0.0,0.0,0.0,5.23563803549211,115.0,126.0,241.0
Average_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,5.17716903453429,115.0,127.0,242.0
Total_duration_of_Visit_mean_content,0.0,0.0,0.0,0.0,5.131820909155078,115.0,128.0,243.0
Total_duration_of_Visit_std_content,1.0,0.4,1.0,2.0,4.942176306451678,110.0,134.0,244.0
Average_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,5.048188601089389,115.0,129.0,244.0
Time_to_first_Visit_max_medical_simple,0.0,0.0,0.0,0.0,5.017120596755712,115.0,131.0,246.0
Minimum_duration_of_Visit_max_clinical_original,0.0,0.0,0.0,0.0,5.002245187010479,115.0,132.0,247.0
First-pass_first_fixation_duration_std_clinical_simple,0.0,0.0,0.0,0.0,4.9808231841243416,115.0,133.0,248.0
Minimum_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,4.941975327144542,115.0,135.0,250.0
Maximum_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,4.9296807856872,115.0,136.0,251.0
Maximum_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,4.910980472656527,115.0,137.0,252.0
Duration_of_first_fixation_std_medical,0.0,0.0,0.0,0.0,4.894041655009152,115.0,138.0,253.0
Average_whole-fixation_eye_openness_mean_clinical_original,4.0,1.6,1.0,2.0,4.247379806580468,96.0,158.0,254.0
Maximum_duration_of_fixations_std_medical,0.0,0.0,0.0,0.0,4.777401580171424,115.0,139.0,254.0
Maximum_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,4.770116430309171,115.0,140.0,255.0
First-pass_regression_mean_medical,0.0,0.0,0.0,0.0,4.766994382936896,115.0,141.0,256.0
Average_whole-fixation_pupil_diameter_max_medical_original,0.0,0.0,0.0,0.0,4.762013951759752,115.0,142.0,257.0
Maximum_duration_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,4.731945788520598,115.0,143.0,258.0
Time_to_first_Visit_max_medical_original,0.0,0.0,0.0,0.0,4.721230606852828,115.0,144.0,259.0
Average_whole-fixation_eye_openness_std_clinical_original,4.0,1.6,1.0,2.0,4.116612745837597,96.0,164.0,260.0
Peak_velocity_of_exit_saccade_min_clinical_simple,0.0,0.0,0.0,0.0,4.6979224337054974,115.0,145.0,260.0
Number_of_Visits_std_medical_simple,0.0,0.0,0.0,0.0,4.685391508009528,115.0,146.0,261.0
Maximum_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,4.647925710102582,115.0,147.0,262.0
First-pass_duration_max_medical_original,0.0,0.0,0.0,0.0,4.591568946194033,115.0,148.0,263.0
Duration_of_first_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,4.549247135799025,115.0,149.0,264.0
Duration_of_first_Visit_std_clinical_original,0.0,0.0,0.0,0.0,4.518638499983677,115.0,150.0,265.0
First-pass_duration_std_medical_simple,0.0,0.0,0.0,0.0,4.493526862866774,115.0,151.0,266.0
Maximum_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,4.472924772621788,115.0,152.0,267.0
First-pass_first_fixation_duration_max_content,0.0,0.0,0.0,0.0,4.385186237920673,115.0,153.0,268.0
Maximum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,4.384235425234539,115.0,154.0,269.0
Duration_of_first_Visit_max_medical_original,0.0,0.0,0.0,0.0,4.368087159795521,115.0,155.0,270.0
First-pass_regression_mean_medical_original,0.0,0.0,0.0,0.0,4.295673556868668,115.0,156.0,271.0
Average_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,4.265936821801326,115.0,157.0,272.0
Maximum_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,4.201189026512304,115.0,159.0,274.0
Duration_of_first_whole_fixation_mean_medical,0.0,0.0,0.0,0.0,4.188183054239524,115.0,160.0,275.0
Peak_velocity_of_exit_saccade_min_medical_simple,0.0,0.0,0.0,0.0,4.163690688557722,115.0,161.0,276.0
Time_to_first_Visit_max_clinical_simple,0.0,0.0,0.0,0.0,4.159766630264204,115.0,162.0,277.0
Total_duration_of_Visit_max_medical,0.0,0.0,0.0,0.0,4.151423899167862,115.0,163.0,278.0
Maximum_duration_of_whole_fixations_std_content,0.0,0.0,0.0,0.0,4.100436159647776,115.0,165.0,280.0
Duration_of_first_fixation_mean_medical,0.0,0.0,0.0,0.0,4.0919417790808765,115.0,166.0,281.0
Duration_of_first_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,4.076705126176542,115.0,167.0,282.0
Maximum_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,4.0410686086107495,115.0,168.0,283.0
Total_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,4.018687608429585,115.0,169.0,284.0
Maximum_duration_of_fixations_std_content,0.0,0.0,0.0,0.0,3.999701096407891,115.0,170.0,285.0
Minimum_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,3.9841094460080613,115.0,171.0,286.0
First-pass_regression_std_medical,0.0,0.0,0.0,0.0,3.983730266175472,115.0,172.0,287.0
Duration_of_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,3.961676476970136,115.0,173.0,288.0
Duration_of_first_Visit_std_medical_original,0.0,0.0,0.0,0.0,3.9554042950036377,115.0,174.0,289.0
Time_to_first_Visit_std_medical_original,0.0,0.0,0.0,0.0,3.945963756172868,115.0,175.0,290.0
Duration_of_first_Visit_mean_medical_original,0.0,0.0,0.0,0.0,3.917770812946839,115.0,176.0,291.0
First-pass_first_fixation_duration_max_medical,0.0,0.0,0.0,0.0,3.9113862472733785,115.0,177.0,292.0
Number_of_saccades_in_AOI_std_clinical_simple,0.0,0.0,0.0,0.0,3.82986826861002,115.0,178.0,293.0
Total_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,3.827812981302474,115.0,179.0,294.0
Average_duration_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.824571988107482,115.0,180.0,295.0
First-pass_duration_mean_content,0.0,0.0,0.0,0.0,3.823944680568006,115.0,181.0,296.0
Peak_velocity_of_entry_saccade_min_medical_simple,0.0,0.0,0.0,0.0,3.810858355427353,115.0,182.0,297.0
Average_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.800918388709033,115.0,183.0,298.0
id.phrase.in.brackets_min_medical_original,0.0,0.0,0.0,0.0,3.782199493085721,115.0,184.0,299.0
Average_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,3.7726975798427604,115.0,185.0,300.0
Duration_of_first_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,3.766192154743952,115.0,186.0,301.0
Maximum_duration_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.7417335110793473,115.0,187.0,302.0
Peak_velocity_of_entry_saccade_min_clinical_simple,0.0,0.0,0.0,0.0,3.715583752346447,115.0,188.0,303.0
tag.id_min_medical_original,0.0,0.0,0.0,0.0,3.7152333122954593,115.0,189.0,304.0
Maximum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.7127226678991376,115.0,190.0,305.0
Total_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,3.6952284270053837,115.0,191.0,306.0
Duration_of_first_whole_fixation_max_medical,0.0,0.0,0.0,0.0,3.693322636120171,115.0,192.0,307.0
Duration_of_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,3.6023126217603343,115.0,193.0,308.0
Total_duration_of_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,3.600404609553744,115.0,194.0,309.0
First-pass_duration_std_clinical_original,0.0,0.0,0.0,0.0,3.5743650430758747,115.0,195.0,310.0
Average_duration_of_fixations_mean_medical,0.0,0.0,0.0,0.0,3.5703970832632472,115.0,196.0,311.0
Duration_of_first_Visit_max_clinical_original,0.0,0.0,0.0,0.0,3.537692163615612,115.0,197.0,312.0
Duration_of_first_fixation_max_medical,0.0,0.0,0.0,0.0,3.5344179226745736,115.0,198.0,313.0
Number_of_Visits_mean_content,0.0,0.0,0.0,0.0,3.5089512896027926,115.0,199.0,314.0
Average_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,3.4885262781527557,115.0,200.0,315.0
Time_to_exit_saccade_min_medical_original,0.0,0.0,0.0,0.0,3.476849859080393,115.0,201.0,316.0
Minimum_duration_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.4436593958681088,115.0,202.0,317.0
First-pass_first_fixation_duration_mean_content,0.0,0.0,0.0,0.0,3.4395413538939743,115.0,203.0,318.0
First-pass_regression_mean_content,0.0,0.0,0.0,0.0,3.4192786419961854,115.0,204.0,319.0
Maximum_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,3.414328920465649,115.0,205.0,320.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.4091759154372085,115.0,206.0,321.0
Time_to_first_Visit_mean_medical_original,0.0,0.0,0.0,0.0,3.4051312354620165,115.0,207.0,322.0
Time_to_first_Visit_min_medical,0.0,0.0,0.0,0.0,3.3915407273816287,115.0,208.0,323.0
Time_to_first_fixation_min_medical,0.0,0.0,0.0,0.0,3.3915407273816287,115.0,208.0,323.0
Maximum_duration_of_fixations_mean_medical,0.0,0.0,0.0,0.0,3.2966126632012696,115.0,210.0,325.0
Minimum_duration_of_fixations_min_content,0.0,0.0,0.0,0.0,3.2740500272760777,115.0,211.0,326.0
First-pass_duration_mean_clinical_original,0.0,0.0,0.0,0.0,3.268832472238165,115.0,212.0,327.0
Number_of_saccades_in_AOI_std_medical_simple,0.0,0.0,0.0,0.0,3.203761956648799,115.0,213.0,328.0
First-pass_first_fixation_duration_std_medical_simple,0.0,0.0,0.0,0.0,3.198738043724325,115.0,214.0,329.0
Duration_of_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,3.1907477743171038,115.0,215.0,330.0
Average_duration_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,3.1907029936844395,115.0,216.0,331.0
Duration_of_first_fixation_std_medical_simple,0.0,0.0,0.0,0.0,3.1500354287205594,115.0,217.0,332.0
First-pass_first_fixation_duration_std_content,0.0,0.0,0.0,0.0,3.078600687179527,115.0,218.0,333.0
Minimum_duration_of_fixations_min_medical_simple,0.0,0.0,0.0,0.0,3.0303657441734964,115.0,219.0,334.0
Maximum_duration_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,3.013178469594722,115.0,220.0,335.0
Maximum_duration_of_fixations_max_medical,0.0,0.0,0.0,0.0,3.013178469594722,115.0,220.0,335.0
Average_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,3.0100270159617257,115.0,222.0,337.0
First-pass_duration_max_medical_simple,0.0,0.0,0.0,0.0,3.0010294816505807,115.0,223.0,338.0
Average_pupil_diameter_max_medical_original,0.0,0.0,0.0,0.0,2.983640687979421,115.0,224.0,339.0
First-pass_regression_std_content,0.0,0.0,0.0,0.0,2.9662368941858235,115.0,225.0,340.0
Time_to_entry_saccade_min_medical_original,0.0,0.0,0.0,0.0,2.951344455449355,115.0,226.0,341.0
Average_whole-fixation_eye_openness_max_clinical_original,0.0,0.0,0.0,0.0,2.9459013513243453,115.0,227.0,342.0
Total_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,2.916621389714595,115.0,228.0,343.0
Time_to_entry_saccade_min_content,0.0,0.0,0.0,0.0,2.91298126233574,115.0,229.0,344.0
Duration_of_first_whole_fixation_mean_content,0.0,0.0,0.0,0.0,2.886835757972074,115.0,230.0,345.0
Average_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.874479934716121,115.0,231.0,346.0
Time_to_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,2.8681876634064314,115.0,232.0,347.0
Total_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.855287201716595,115.0,233.0,348.0
Peak_velocity_of_entry_saccade_min_medical,0.0,0.0,0.0,0.0,2.8529184064089974,115.0,234.0,349.0
Time_to_first_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,2.852211658514893,115.0,235.0,350.0
Number_of_Visits_max_medical,0.0,0.0,0.0,0.0,2.850811228762386,115.0,236.0,351.0
Total_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.8303495164499077,115.0,237.0,352.0
Average_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.828142159433704,115.0,238.0,353.0
Duration_of_first_fixation_mean_content,0.0,0.0,0.0,0.0,2.8176613828222368,115.0,239.0,354.0
Total_duration_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,2.8146984368162693,115.0,240.0,355.0
Total_duration_of_Visit_max_medical_original,0.0,0.0,0.0,0.0,2.7955049781915897,115.0,241.0,356.0
Time_to_exit_saccade_min_medical_simple,0.0,0.0,0.0,0.0,2.790286814364556,115.0,242.0,357.0
First-pass_duration_max_clinical_original,0.0,0.0,0.0,0.0,2.7898642757652534,115.0,243.0,358.0
Average_whole-fixation_pupil_diameter_max_medical,0.0,0.0,0.0,0.0,2.7675714130813294,115.0,244.0,359.0
