Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Time_to_first_Visit_max_medical,250.0,100.0,50.0,100.0,5.713735873908738,1.0,22.0,23.0
First-pass_duration_std_medical,250.0,100.0,50.0,100.0,5.513330305571449,1.0,23.0,24.0
Time_to_first_Visit_mean_medical,250.0,100.0,50.0,100.0,5.370772013028256,1.0,24.0,25.0
First-pass_duration_mean_medical,250.0,100.0,50.0,100.0,5.23563803549211,1.0,26.0,27.0
Maximum_duration_of_whole_fixations_std_medical,250.0,100.0,50.0,100.0,4.910980472656527,1.0,28.0,29.0
Duration_of_first_fixation_std_medical,250.0,100.0,50.0,100.0,4.894041655009152,1.0,29.0,30.0
Maximum_duration_of_fixations_std_medical,250.0,100.0,50.0,100.0,4.777401580171424,1.0,30.0,31.0
Time_to_first_Visit_std_medical,249.0,99.6,49.8,99.6,5.270996521444484,29.0,25.0,54.0
Average_whole-fixation_eye_openness_max_medical,248.0,99.2,49.6,99.2,5.04582211183519,31.0,27.0,58.0
First-pass_regression_mean_medical,249.0,99.6,49.8,99.6,4.766994382936896,29.0,31.0,60.0
Duration_of_first_whole_fixation_mean_medical,248.0,99.2,49.6,99.2,4.188183054239524,31.0,32.0,63.0
Duration_of_first_fixation_mean_medical,247.0,98.8,49.4,98.8,4.0919417790808765,33.0,34.0,67.0
Total_duration_of_Visit_max_medical,245.0,98.0,49.0,98.0,4.151423899167862,34.0,33.0,67.0
Total_duration_of_Visit_std_medical,243.0,97.2,48.6,97.2,4.018687608429585,35.0,35.0,70.0
First-pass_first_fixation_duration_max_medical,238.0,95.19999999999999,47.6,95.2,3.9113862472733785,36.0,37.0,73.0
First-pass_regression_std_medical,236.0,94.39999999999999,47.2,94.4,3.983730266175472,38.0,36.0,74.0
Total_duration_of_Visit_mean_medical,238.0,95.19999999999999,47.6,95.2,3.827812981302474,36.0,38.0,74.0
Average_duration_of_whole_fixations_mean_medical,232.0,92.80000000000001,46.4,92.8,3.7726975798427604,39.0,39.0,78.0
Duration_of_first_whole_fixation_max_medical,231.0,92.4,46.2,92.4,3.693322636120171,40.0,40.0,80.0
Duration_of_first_fixation_max_medical,218.0,87.2,43.6,87.2,3.5344179226745736,41.0,42.0,83.0
Average_duration_of_fixations_mean_medical,216.0,86.4,43.2,86.4,3.5703970832632472,42.0,41.0,83.0
Maximum_duration_of_whole_fixations_mean_medical,209.0,83.6,41.8,83.6,3.414328920465649,43.0,43.0,86.0
Time_to_first_Visit_min_medical,207.0,82.8,41.4,82.8,3.3915407273816287,44.0,44.0,88.0
Time_to_first_fixation_min_medical,206.0,82.39999999999999,41.2,82.4,3.3915407273816287,45.0,44.0,89.0
Maximum_duration_of_fixations_mean_medical,202.0,80.80000000000001,40.4,80.8,3.2966126632012696,46.0,46.0,92.0
Maximum_duration_of_whole_fixations_max_medical,201.0,80.4,40.2,80.4,3.013178469594722,47.0,47.0,94.0
Maximum_duration_of_fixations_max_medical,198.0,79.2,39.6,79.2,3.013178469594722,49.0,47.0,96.0
Average_duration_of_whole_fixations_std_medical,200.0,80.0,40.0,80.0,3.0100270159617257,48.0,49.0,97.0
Peak_velocity_of_entry_saccade_min_medical,190.0,76.0,38.0,76.0,2.8529184064089974,52.0,50.0,102.0
Average_whole-fixation_pupil_diameter_max_medical,195.0,78.0,39.0,78.0,2.7675714130813294,50.0,52.0,102.0
Number_of_Visits_max_medical,189.0,75.6,37.8,75.6,2.850811228762386,53.0,51.0,104.0
Average_duration_of_fixations_std_medical,192.0,76.8,38.4,76.8,2.6073327071404537,51.0,54.0,105.0
Average_pupil_diameter_max_medical,186.0,74.4,37.2,74.4,2.6920646653008493,54.0,53.0,107.0
Average_pupil_diameter_min_medical,184.0,73.6,36.8,73.6,2.5427207592482937,55.0,55.0,110.0
Average_whole-fixation_pupil_diameter_min_medical,157.0,62.8,31.4,62.8,2.4057123117809285,56.0,56.0,112.0
Minimum_duration_of_whole_fixations_std_medical,155.0,62.0,38.75,77.5,2.399950476970445,57.0,57.0,114.0
Number_of_Visits_mean_medical,138.0,55.2,27.6,55.2,2.356675962872348,59.0,58.0,117.0
Minimum_duration_of_fixations_max_medical,146.0,58.4,29.2,58.4,2.3299756003802186,58.0,59.0,117.0
Duration_of_first_Visit_min_medical,124.0,49.6,31.0,62.0,2.2535583049060746,60.0,60.0,120.0
Minimum_duration_of_fixations_std_medical,101.0,40.400000000000006,25.25,50.5,2.1597709076463683,61.0,61.0,122.0
Minimum_duration_of_whole_fixations_mean_medical,101.0,40.400000000000006,20.2,40.4,2.1459976797852285,61.0,62.0,123.0
Total_duration_of_fixations_max_medical,96.0,38.4,19.2,38.4,2.0682446751983026,63.0,64.0,127.0
Average_duration_of_Visit_min_medical,86.0,34.4,21.5,43.0,2.091403196151084,64.0,63.0,127.0
Average_whole-fixation_pupil_diameter_mean_medical,76.0,30.4,19.0,38.0,1.993364964615313,65.0,65.0,130.0
Total_duration_of_whole_fixations_max_medical,69.0,27.6,13.8,27.6,1.9927564593832892,67.0,66.0,133.0
Minimum_duration_of_fixations_mean_medical,73.0,29.2,18.25,36.5,1.9391639858277823,66.0,68.0,134.0
Average_pupil_diameter_mean_medical,66.0,26.400000000000002,16.5,33.0,1.973899947158771,68.0,67.0,135.0
Minimum_duration_of_whole_fixations_max_medical,57.0,22.8,14.25,28.499999999999996,1.8488065968249363,69.0,69.0,138.0
Sentence_id_current_min_medical,54.0,21.6,13.5,27.0,1.7716686674669861,70.0,70.0,140.0
word_id_text_min_medical,50.0,20.0,12.5,25.0,1.771668667466986,71.0,71.0,142.0
Average_duration_of_fixations_max_medical,50.0,20.0,12.5,25.0,1.7657368809563923,71.0,72.0,143.0
Average_duration_of_whole_fixations_max_medical,45.0,18.0,11.25,22.5,1.6441399309821094,73.0,73.0,146.0
Minimum_duration_of_fixations_min_medical,42.0,16.8,10.5,21.0,1.6034761482058566,76.0,74.0,150.0
Number_of_saccades_in_AOI_mean_medical,43.0,17.2,10.75,21.5,1.5178660151906904,74.0,77.0,151.0
word_frequency_screen_min_medical,41.0,16.400000000000002,10.25,20.5,1.5809531309328078,77.0,75.0,152.0
Total_duration_of_whole_fixations_std_medical,43.0,17.2,10.75,21.5,1.5025277589771109,74.0,78.0,152.0
total_word_count_screen_max_medical,31.0,12.4,7.75,15.5,1.5283905115733676,80.0,76.0,156.0
Number_of_saccades_in_AOI_std_medical,41.0,16.400000000000002,10.25,20.5,1.4850283134494442,77.0,79.0,156.0
Total_duration_of_fixations_std_medical,38.0,15.2,9.5,19.0,1.4682012999226304,79.0,80.0,159.0
Time_to_first_fixation_max_medical,29.0,11.600000000000001,29.0,57.99999999999999,1.4021984880030756,81.0,81.0,162.0
Time_to_first_whole_fixation_max_medical,22.0,8.799999999999999,22.0,44.0,1.374887785144804,82.0,82.0,164.0
Total_duration_of_whole_fixations_mean_medical,16.0,6.4,16.0,32.0,1.374699595057827,84.0,83.0,167.0
Maximum_duration_of_Visit_min_medical,21.0,8.4,5.25,10.5,1.328970879446871,83.0,85.0,168.0
Time_to_first_whole_fixation_mean_medical,16.0,6.4,4.0,8.0,1.3072806656974476,84.0,86.0,170.0
Total_duration_of_fixations_mean_medical,9.0,3.5999999999999996,9.0,18.0,1.3455389330428518,88.0,84.0,172.0
Time_to_first_fixation_mean_medical,15.0,6.0,3.75,7.5,1.3041388444112385,86.0,87.0,173.0
Number_of_Visits_std_medical,12.0,4.8,3.0,6.0,1.168232302304927,87.0,89.0,176.0
Time_to_entry_saccade_max_medical,8.0,3.2,8.0,16.0,1.2481550968297177,90.0,88.0,178.0
total_lemma_count_text_min_medical,9.0,3.5999999999999996,9.0,18.0,1.065389537848261,88.0,93.0,181.0
total_lemma_count_screen_max_medical,6.0,2.4,6.0,12.0,1.09766323311532,91.0,91.0,182.0
Time_to_exit_saccade_mean_medical,1.0,0.4,1.0,2.0,1.105235683145342,96.0,90.0,186.0
Time_to_entry_saccade_mean_medical,1.0,0.4,1.0,2.0,1.0695220774818506,96.0,92.0,188.0
Time_to_first_fixation_std_medical,1.0,0.4,1.0,2.0,1.054691971661982,96.0,94.0,190.0
Time_to_first_whole_fixation_std_medical,1.0,0.4,1.0,2.0,1.0089589195778297,96.0,96.0,192.0
Minimum_duration_of_whole_fixations_min_medical,4.0,1.6,1.0,2.0,0.7833334969265622,92.0,100.0,192.0
total_word_count_text_min_medical,2.0,0.8,2.0,4.0,0.763018212275383,94.0,102.0,196.0
Time_to_exit_saccade_max_medical,0.0,0.0,0.0,0.0,1.016510539458221,101.0,95.0,196.0
total_word_count_screen_min_medical,2.0,0.8,2.0,4.0,0.6107260045504839,94.0,103.0,197.0
Number_of_saccades_in_AOI_max_medical,1.0,0.4,1.0,2.0,0.7637420835304851,96.0,101.0,197.0
Time_to_exit_saccade_std_medical,0.0,0.0,0.0,0.0,0.9517338368159841,101.0,97.0,198.0
Regression-path_duration_mean_medical,0.0,0.0,0.0,0.0,0.8761414545090134,101.0,98.0,199.0
Time_to_entry_saccade_std_medical,0.0,0.0,0.0,0.0,0.862333727422727,101.0,99.0,200.0
Maximum_duration_of_fixations_min_medical,0.0,0.0,0.0,0.0,0.5984360509419234,101.0,104.0,205.0
tag.id_max_medical,0.0,0.0,0.0,0.0,0.5546430776932104,101.0,105.0,206.0
Number_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,0.4206500346288359,101.0,106.0,207.0
Duration_of_first_fixation_min_medical,0.0,0.0,0.0,0.0,0.4177900207891699,101.0,107.0,208.0
Number_of_fixations_mean_medical,0.0,0.0,0.0,0.0,0.410996054872134,101.0,108.0,209.0
total_lemma_count_screen_min_medical,0.0,0.0,0.0,0.0,0.3865018653537891,101.0,109.0,210.0
total_word_count_screen_std_medical,0.0,0.0,0.0,0.0,0.3138357899285379,101.0,110.0,211.0
Time_to_entry_saccade_min_medical,4.0,1.6,1.0,2.0,0.2101855959290435,92.0,119.0,211.0
Duration_of_first_whole_fixation_min_medical,0.0,0.0,0.0,0.0,0.3063607172093555,101.0,111.0,212.0
total_lemma_count_screen_std_medical,0.0,0.0,0.0,0.0,0.2794429074215975,101.0,112.0,213.0
tag.id_mean_medical,0.0,0.0,0.0,0.0,0.22537574250608833,101.0,113.0,214.0
Number_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,0.22436895223435452,101.0,114.0,215.0
total_word_count_text_mean_medical,0.0,0.0,0.0,0.0,0.21623203850605713,101.0,115.0,216.0
total_lemma_count_text_mean_medical,0.0,0.0,0.0,0.0,0.21502095217646203,101.0,116.0,217.0
word_id_screen_std_medical,0.0,0.0,0.0,0.0,0.2141331555377662,101.0,117.0,218.0
Number_of_fixations_std_medical,0.0,0.0,0.0,0.0,0.2125284574194512,101.0,118.0,219.0
id.line_min_medical,0.0,0.0,0.0,0.0,0.20462833471469102,101.0,120.0,221.0
id.line_mean_medical,0.0,0.0,0.0,0.0,0.2007657329208191,101.0,121.0,222.0
Average_duration_of_fixations_min_medical,0.0,0.0,0.0,0.0,0.1888733749734917,101.0,122.0,223.0
Maximum_duration_of_whole_fixations_min_medical,0.0,0.0,0.0,0.0,0.1827910417942027,101.0,123.0,224.0
total_lemma_count_text_max_medical,0.0,0.0,0.0,0.0,0.1731121272205902,101.0,124.0,225.0
tag.id_std_medical,0.0,0.0,0.0,0.0,0.1724370661248356,101.0,125.0,226.0
AOI_length_std_medical,0.0,0.0,0.0,0.0,0.1651103284728043,101.0,126.0,227.0
word_frequency_text_min_medical,0.0,0.0,0.0,0.0,0.1650693903500032,101.0,127.0,228.0
Minimum_duration_of_Visit_min_medical,0.0,0.0,0.0,0.0,0.1643530853556106,101.0,128.0,229.0
total_word_count_text_max_medical,0.0,0.0,0.0,0.0,0.1628735878308202,101.0,129.0,230.0
word_frequency_screen_mean_medical,0.0,0.0,0.0,0.0,0.1598697121381159,101.0,130.0,231.0
word_id_screen_max_medical,0.0,0.0,0.0,0.0,0.1538029232448964,101.0,131.0,232.0
Peak_velocity_of_entry_saccade_std_medical,0.0,0.0,0.0,0.0,0.1502477670703656,101.0,132.0,233.0
word_count_text_mean_medical,0.0,0.0,0.0,0.0,0.1447417804698614,101.0,133.0,234.0
right_dependents_std_medical,0.0,0.0,0.0,0.0,0.1440369335043472,101.0,134.0,235.0
word_frequency_text_max_medical,0.0,0.0,0.0,0.0,0.136613588767032,101.0,135.0,236.0
word_id_text_mean_medical,0.0,0.0,0.0,0.0,0.1210197576542413,101.0,136.0,237.0
word_count_text_std_medical,0.0,0.0,0.0,0.0,0.12037692687471982,101.0,137.0,238.0
left_dependents_std_medical,0.0,0.0,0.0,0.0,0.11501740983751421,101.0,138.0,239.0
Average_duration_of_whole_fixations_min_medical,0.0,0.0,0.0,0.0,0.1122758268068366,101.0,139.0,240.0
id.phrase.in.brackets_std_medical,0.0,0.0,0.0,0.0,0.1045355437104902,101.0,140.0,241.0
id.line_std_medical,0.0,0.0,0.0,0.0,0.10128419081310272,101.0,141.0,242.0
id.phrase.in.brackets_max_medical,0.0,0.0,0.0,0.0,0.10029248864782518,101.0,142.0,243.0
total_lemma_count_text_std_medical,0.0,0.0,0.0,0.0,0.099711653743614,101.0,143.0,244.0
word_count_text_max_medical,0.0,0.0,0.0,0.0,0.0982161082002679,101.0,144.0,245.0
Peak_velocity_of_exit_saccade_std_medical,0.0,0.0,0.0,0.0,0.0941575483961753,101.0,145.0,246.0
total_word_count_text_std_medical,0.0,0.0,0.0,0.0,0.0923877134686445,101.0,146.0,247.0
id.line_max_medical,0.0,0.0,0.0,0.0,0.0916525380074336,101.0,147.0,248.0
Average_pupil_diameter_std_medical,0.0,0.0,0.0,0.0,0.0877017426456836,101.0,148.0,249.0
id.phrase.in.brackets_mean_medical,0.0,0.0,0.0,0.0,0.0874813716004509,101.0,149.0,250.0
word_frequency_screen_max_medical,0.0,0.0,0.0,0.0,0.0864789994379935,101.0,150.0,251.0
Average_whole-fixation_pupil_diameter_std_medical,0.0,0.0,0.0,0.0,0.0821746039521654,101.0,151.0,252.0
Sentence_id_current_max_medical,0.0,0.0,0.0,0.0,0.0812768872930996,101.0,152.0,253.0
left_dependents_mean_medical,0.0,0.0,0.0,0.0,0.0779841133740336,101.0,153.0,254.0
AOI_length_mean_medical,0.0,0.0,0.0,0.0,0.072408351407615,101.0,154.0,255.0
word_count_screen_mean_medical,0.0,0.0,0.0,0.0,0.0709331150657669,101.0,155.0,256.0
right_dependents_mean_medical,0.0,0.0,0.0,0.0,0.0641482301079717,101.0,156.0,257.0
Number_of_whole_fixations_max_medical,0.0,0.0,0.0,0.0,0.0590606276851808,101.0,157.0,258.0
Peak_velocity_of_exit_saccade_min_medical,0.0,0.0,0.0,0.0,0.0586830837877397,101.0,158.0,259.0
Sentence_id_current_mean_medical,0.0,0.0,0.0,0.0,0.0574093440087219,101.0,159.0,260.0
Number_of_fixations_max_medical,0.0,0.0,0.0,0.0,0.0542305142543133,101.0,160.0,261.0
Time_to_first_whole_fixation_min_medical,0.0,0.0,0.0,0.0,0.0516665883823363,101.0,161.0,262.0
right_dependents_max_medical,0.0,0.0,0.0,0.0,0.051389980499183294,101.0,162.0,263.0
Peak_velocity_of_exit_saccade_mean_medical,0.0,0.0,0.0,0.0,0.0463135173616706,101.0,163.0,264.0
word_count_screen_max_medical,0.0,0.0,0.0,0.0,0.0462806759280609,101.0,164.0,265.0
word_frequency_text_std_medical,0.0,0.0,0.0,0.0,0.0462354996456448,101.0,165.0,266.0
Sentence_id_current_std_medical,0.0,0.0,0.0,0.0,0.0383731525496293,101.0,166.0,267.0
Regression-path_duration_max_medical,0.0,0.0,0.0,0.0,0.0362474753991563,101.0,167.0,268.0
word_frequency_screen_std_medical,0.0,0.0,0.0,0.0,0.0348028346614206,101.0,168.0,269.0
AOI_length_max_medical,0.0,0.0,0.0,0.0,0.0314986170370766,101.0,169.0,270.0
word_count_screen_std_medical,0.0,0.0,0.0,0.0,0.0303724738069655,101.0,170.0,271.0
word_id_text_max_medical,0.0,0.0,0.0,0.0,0.030351741202073103,101.0,171.0,272.0
word_frequency_text_mean_medical,0.0,0.0,0.0,0.0,0.0263544043633006,101.0,172.0,273.0
word_id_screen_mean_medical,0.0,0.0,0.0,0.0,0.0258986745085621,101.0,173.0,274.0
Time_to_exit_saccade_min_medical,0.0,0.0,0.0,0.0,0.0258133655090733,101.0,174.0,275.0
left_dependents_max_medical,0.0,0.0,0.0,0.0,0.0239774951846039,101.0,175.0,276.0
Regression-path_duration_std_medical,0.0,0.0,0.0,0.0,0.0237114968954296,101.0,176.0,277.0
total_lemma_count_screen_mean_medical,0.0,0.0,0.0,0.0,0.0223735177034629,101.0,177.0,278.0
Peak_velocity_of_entry_saccade_mean_medical,0.0,0.0,0.0,0.0,0.0223486989200838,101.0,178.0,279.0
total_word_count_screen_mean_medical,0.0,0.0,0.0,0.0,0.0222282292292024,101.0,179.0,280.0
word_id_text_std_medical,0.0,0.0,0.0,0.0,0.0220428636072944,101.0,180.0,281.0
Peak_velocity_of_exit_saccade_max_medical,0.0,0.0,0.0,0.0,0.0219043484346904,101.0,181.0,282.0
Peak_velocity_of_entry_saccade_max_medical,0.0,0.0,0.0,0.0,0.0205800033146137,101.0,182.0,283.0
