Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
total_word_count_screen_max_content,0.0,0.0,0.0,0.0,1.5283905115733676,114.0,147.0,261.0
Time_to_first_fixation_std_content,0.0,0.0,0.0,0.0,1.520344335018604,114.0,149.0,263.0
Number_of_saccades_in_AOI_mean_medical,0.0,0.0,0.0,0.0,1.5178660151906904,114.0,150.0,264.0
Total_duration_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,1.5025277589771109,114.0,151.0,265.0
Total_duration_of_whole_fixations_std_content,0.0,0.0,0.0,0.0,1.490719987957949,114.0,152.0,266.0
Number_of_saccades_in_AOI_std_medical,0.0,0.0,0.0,0.0,1.4850283134494442,114.0,153.0,267.0
Total_duration_of_fixations_std_medical,0.0,0.0,0.0,0.0,1.4682012999226304,114.0,154.0,268.0
Total_duration_of_fixations_std_content,0.0,0.0,0.0,0.0,1.4581309888961074,114.0,155.0,269.0
word_id_screen_max_content,0.0,0.0,0.0,0.0,1.4524798536806396,114.0,156.0,270.0
Time_to_first_whole_fixation_max_content,0.0,0.0,0.0,0.0,1.4203810737981115,114.0,157.0,271.0
Total_duration_of_whole_fixations_mean_content,0.0,0.0,0.0,0.0,1.4185052311101407,114.0,158.0,272.0
Time_to_first_whole_fixation_std_content,0.0,0.0,0.0,0.0,1.408505839975318,114.0,159.0,273.0
Total_duration_of_fixations_mean_content,0.0,0.0,0.0,0.0,1.407817591182677,114.0,160.0,274.0
Time_to_first_fixation_max_medical,0.0,0.0,0.0,0.0,1.4021984880030756,114.0,161.0,275.0
Time_to_first_whole_fixation_max_medical,0.0,0.0,0.0,0.0,1.374887785144804,114.0,162.0,276.0
Total_duration_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,1.374699595057827,114.0,163.0,277.0
Time_to_first_fixation_mean_content,0.0,0.0,0.0,0.0,1.3673659680909385,114.0,164.0,278.0
Maximum_duration_of_fixations_min_content,0.0,0.0,0.0,0.0,1.3666031328557608,114.0,165.0,279.0
Time_to_first_whole_fixation_mean_content,0.0,0.0,0.0,0.0,1.361175382818186,114.0,166.0,280.0
Peak_velocity_of_entry_saccade_min_content,1.0,0.4,1.0,2.0,1.192707862199541,103.0,177.0,280.0
Number_of_saccades_in_AOI_mean_content,0.0,0.0,0.0,0.0,1.3555091979784473,114.0,167.0,281.0
Minimum_duration_of_whole_fixations_max_content,0.0,0.0,0.0,0.0,1.3532954063507827,114.0,168.0,282.0
Total_duration_of_fixations_mean_medical,0.0,0.0,0.0,0.0,1.3455389330428518,114.0,169.0,283.0
Maximum_duration_of_Visit_min_medical,0.0,0.0,0.0,0.0,1.328970879446871,114.0,170.0,284.0
Time_to_exit_saccade_std_content,0.0,0.0,0.0,0.0,1.3135328773744064,114.0,171.0,285.0
Time_to_first_whole_fixation_mean_medical,0.0,0.0,0.0,0.0,1.3072806656974476,114.0,172.0,286.0
Time_to_first_fixation_mean_medical,0.0,0.0,0.0,0.0,1.3041388444112385,114.0,173.0,287.0
Time_to_entry_saccade_max_medical,0.0,0.0,0.0,0.0,1.2481550968297177,114.0,174.0,288.0
Time_to_entry_saccade_std_content,0.0,0.0,0.0,0.0,1.2273338037872883,114.0,175.0,289.0
Average_duration_of_fixations_min_content,0.0,0.0,0.0,0.0,1.2210330900357924,114.0,176.0,290.0
Number_of_Visits_std_medical,0.0,0.0,0.0,0.0,1.168232302304927,114.0,178.0,292.0
Minimum_duration_of_Visit_min_content,0.0,0.0,0.0,0.0,1.1396571260859127,114.0,179.0,293.0
Number_of_saccades_in_AOI_max_content,0.0,0.0,0.0,0.0,1.1395078037936406,114.0,180.0,294.0
Time_to_exit_saccade_mean_content,0.0,0.0,0.0,0.0,1.12001201424999,114.0,181.0,295.0
Time_to_exit_saccade_mean_medical,0.0,0.0,0.0,0.0,1.105235683145342,114.0,182.0,296.0
Minimum_duration_of_whole_fixations_std_content,0.0,0.0,0.0,0.0,1.1034426809105105,114.0,183.0,297.0
Time_to_entry_saccade_mean_content,0.0,0.0,0.0,0.0,1.099154487032488,114.0,184.0,298.0
total_lemma_count_screen_max_content,0.0,0.0,0.0,0.0,1.09766323311532,114.0,185.0,299.0
total_lemma_count_screen_max_medical,0.0,0.0,0.0,0.0,1.09766323311532,114.0,185.0,299.0
Minimum_duration_of_fixations_std_content,0.0,0.0,0.0,0.0,1.086779319490961,114.0,187.0,301.0
Time_to_entry_saccade_mean_medical,0.0,0.0,0.0,0.0,1.0695220774818506,114.0,188.0,302.0
total_lemma_count_text_min_medical,0.0,0.0,0.0,0.0,1.065389537848261,114.0,189.0,303.0
total_lemma_count_text_min_content,0.0,0.0,0.0,0.0,1.065389537848261,114.0,189.0,303.0
Time_to_first_fixation_std_medical,0.0,0.0,0.0,0.0,1.054691971661982,114.0,191.0,305.0
Time_to_exit_saccade_max_medical,0.0,0.0,0.0,0.0,1.016510539458221,114.0,192.0,306.0
Time_to_first_whole_fixation_std_medical,0.0,0.0,0.0,0.0,1.0089589195778297,114.0,193.0,307.0
Average_duration_of_Visit_min_content,0.0,0.0,0.0,0.0,0.9989929276933733,114.0,194.0,308.0
Time_to_exit_saccade_std_medical,0.0,0.0,0.0,0.0,0.9517338368159841,114.0,195.0,309.0
Regression-path_duration_mean_content,0.0,0.0,0.0,0.0,0.941906177253078,114.0,196.0,310.0
Maximum_duration_of_Visit_min_content,0.0,0.0,0.0,0.0,0.9039019772030843,114.0,197.0,311.0
Time_to_entry_saccade_max_content,0.0,0.0,0.0,0.0,0.8776842092646276,114.0,198.0,312.0
Regression-path_duration_mean_medical,0.0,0.0,0.0,0.0,0.8761414545090134,114.0,199.0,313.0
Minimum_duration_of_whole_fixations_min_content,0.0,0.0,0.0,0.0,0.869508422998158,114.0,200.0,314.0
Time_to_entry_saccade_std_medical,0.0,0.0,0.0,0.0,0.862333727422727,114.0,201.0,315.0
AOI_length_min_content,0.0,0.0,0.0,0.0,0.8130408754827305,114.0,202.0,316.0
word_count_screen_max_content,0.0,0.0,0.0,0.0,0.8130408754827292,114.0,203.0,317.0
Minimum_duration_of_whole_fixations_min_medical,0.0,0.0,0.0,0.0,0.7833334969265622,114.0,204.0,318.0
Number_of_saccades_in_AOI_max_medical,0.0,0.0,0.0,0.0,0.7637420835304851,114.0,205.0,319.0
total_word_count_text_min_medical,0.0,0.0,0.0,0.0,0.763018212275383,114.0,206.0,320.0
total_word_count_text_min_content,0.0,0.0,0.0,0.0,0.763018212275383,114.0,206.0,320.0
Duration_of_first_whole_fixation_max_content,0.0,0.0,0.0,0.0,0.7159845690123082,114.0,208.0,322.0
Time_to_exit_saccade_max_content,0.0,0.0,0.0,0.0,0.7141494031727675,114.0,209.0,323.0
total_word_count_screen_min_content,0.0,0.0,0.0,0.0,0.6107260045504839,114.0,210.0,324.0
total_word_count_screen_min_medical,0.0,0.0,0.0,0.0,0.6107260045504839,114.0,210.0,324.0
Maximum_duration_of_fixations_min_medical,0.0,0.0,0.0,0.0,0.5984360509419234,114.0,212.0,326.0
tag.id_max_medical,0.0,0.0,0.0,0.0,0.5546430776932104,114.0,213.0,327.0
Duration_of_first_fixation_min_content,0.0,0.0,0.0,0.0,0.4861924743294309,114.0,214.0,328.0
Number_of_whole_fixations_mean_medical,0.0,0.0,0.0,0.0,0.4206500346288359,114.0,215.0,329.0
Duration_of_first_fixation_min_medical,0.0,0.0,0.0,0.0,0.4177900207891699,114.0,216.0,330.0
Number_of_fixations_mean_content,0.0,0.0,0.0,0.0,0.41222739842974204,114.0,217.0,331.0
Number_of_fixations_mean_medical,0.0,0.0,0.0,0.0,0.410996054872134,114.0,218.0,332.0
AOI_length_std_content,0.0,0.0,0.0,0.0,0.40758654145915185,114.0,219.0,333.0
Number_of_whole_fixations_mean_content,0.0,0.0,0.0,0.0,0.40520840573072886,114.0,220.0,334.0
total_lemma_count_screen_min_medical,0.0,0.0,0.0,0.0,0.3865018653537891,114.0,221.0,335.0
total_lemma_count_screen_min_content,0.0,0.0,0.0,0.0,0.3865018653537891,114.0,221.0,335.0
AOI_length_max_content,0.0,0.0,0.0,0.0,0.3778971050453408,114.0,223.0,337.0
Duration_of_first_fixation_max_content,0.0,0.0,0.0,0.0,0.3431107775137985,114.0,224.0,338.0
total_word_count_screen_std_medical,0.0,0.0,0.0,0.0,0.3138357899285379,114.0,225.0,339.0
Duration_of_first_whole_fixation_min_medical,0.0,0.0,0.0,0.0,0.3063607172093555,114.0,226.0,340.0
total_lemma_count_text_std_content,0.0,0.0,0.0,0.0,0.3061536669204512,114.0,227.0,341.0
right_dependents_max_content,0.0,0.0,0.0,0.0,0.2903180862543657,114.0,228.0,342.0
total_lemma_count_screen_std_medical,0.0,0.0,0.0,0.0,0.2794429074215975,114.0,229.0,343.0
total_word_count_text_std_content,0.0,0.0,0.0,0.0,0.2629711499770857,114.0,230.0,344.0
total_word_count_screen_std_content,0.0,0.0,0.0,0.0,0.2321291548087939,114.0,231.0,345.0
id.line_mean_content,0.0,0.0,0.0,0.0,0.2292061944256269,114.0,232.0,346.0
tag.id_mean_medical,0.0,0.0,0.0,0.0,0.22537574250608833,114.0,233.0,347.0
Number_of_whole_fixations_std_medical,0.0,0.0,0.0,0.0,0.22436895223435452,114.0,234.0,348.0
left_dependents_max_content,0.0,0.0,0.0,0.0,0.2233446562235145,114.0,235.0,349.0
Number_of_whole_fixations_max_content,0.0,0.0,0.0,0.0,0.22047200495205793,114.0,236.0,350.0
total_word_count_text_mean_medical,0.0,0.0,0.0,0.0,0.21623203850605713,114.0,237.0,351.0
total_lemma_count_text_mean_medical,0.0,0.0,0.0,0.0,0.21502095217646203,114.0,238.0,352.0
word_id_screen_std_medical,0.0,0.0,0.0,0.0,0.2141331555377662,114.0,239.0,353.0
Number_of_fixations_std_medical,0.0,0.0,0.0,0.0,0.2125284574194512,114.0,240.0,354.0
Time_to_entry_saccade_min_medical,0.0,0.0,0.0,0.0,0.2101855959290435,114.0,241.0,355.0
id.line_min_medical,0.0,0.0,0.0,0.0,0.20462833471469102,114.0,242.0,356.0
id.line_min_content,0.0,0.0,0.0,0.0,0.2032616755790408,114.0,243.0,357.0
word_id_screen_std_content,0.0,0.0,0.0,0.0,0.20271259256592203,114.0,244.0,358.0
id.line_mean_medical,0.0,0.0,0.0,0.0,0.2007657329208191,114.0,245.0,359.0
tag.id_mean_content,0.0,0.0,0.0,0.0,0.1982341173690629,114.0,246.0,360.0
Average_duration_of_fixations_min_medical,0.0,0.0,0.0,0.0,0.1888733749734917,114.0,247.0,361.0
Maximum_duration_of_whole_fixations_min_medical,0.0,0.0,0.0,0.0,0.1827910417942027,114.0,248.0,362.0
Number_of_fixations_max_content,0.0,0.0,0.0,0.0,0.1808136879339357,114.0,249.0,363.0
Average_pupil_diameter_std_content,0.0,0.0,0.0,0.0,0.1782349110251459,114.0,250.0,364.0
Time_to_first_whole_fixation_min_content,0.0,0.0,0.0,0.0,0.1775796671213403,114.0,251.0,365.0
left_dependents_std_content,0.0,0.0,0.0,0.0,0.1746627502763526,114.0,252.0,366.0
total_lemma_count_text_max_medical,0.0,0.0,0.0,0.0,0.1731121272205902,114.0,253.0,367.0
total_lemma_count_text_max_content,0.0,0.0,0.0,0.0,0.1731121272205902,114.0,253.0,367.0
tag.id_std_medical,0.0,0.0,0.0,0.0,0.1724370661248356,114.0,255.0,369.0
tag.id_std_content,0.0,0.0,0.0,0.0,0.1695032937826502,114.0,256.0,370.0
AOI_length_std_medical,0.0,0.0,0.0,0.0,0.1651103284728043,114.0,257.0,371.0
