Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
total_lemma_count_screen_max_clinical_simple,103.0,41.199999999999996,20.6,41.2,1.5879999999999999,49.0,37.0,86.0
total_lemma_count_screen_max_clinical_original,103.0,41.199999999999996,20.6,41.2,1.672,49.0,40.0,89.0
Duration_of_first_fixation_std_medical_simple,103.0,41.199999999999996,20.6,41.2,1.7080000000000002,49.0,41.0,90.0
Duration_of_first_fixation_min_clinical_simple,103.0,41.199999999999996,20.6,41.2,1.7440000000000002,49.0,44.0,93.0
Number_of_fixations_max_clinical_original,115.0,46.0,23.0,46.0,2.1879999999999997,46.0,49.0,95.0
Duration_of_first_fixation_min_clinical_original,100.0,40.0,50.0,100.0,1.7200000000000002,54.0,42.0,96.0
total_lemma_count_text_max_clinical_simple,117.0,46.800000000000004,23.4,46.8,2.276,44.0,52.0,96.0
Duration_of_first_fixation_min_medical_original,100.0,40.0,50.0,100.0,2.104,54.0,46.0,100.0
total_lemma_count_screen_min_medical_simple,100.0,40.0,50.0,100.0,2.116,54.0,47.0,101.0
total_lemma_count_screen_min_medical_original,100.0,40.0,50.0,100.0,2.1759999999999997,54.0,48.0,102.0
total_lemma_count_text_max_medical_original,116.0,46.400000000000006,23.2,46.4,2.708,45.0,58.0,103.0
total_lemma_count_screen_min_clinical_simple,100.0,40.0,50.0,100.0,2.212,54.0,50.0,104.0
Duration_of_first_fixation_max_clinical_original,100.0,40.0,50.0,100.0,2.2600000000000002,54.0,51.0,105.0
Number_of_fixations_std_medical_simple,115.0,46.0,23.0,46.0,2.7399999999999998,46.0,59.0,105.0
Duration_of_first_fixation_max_clinical_simple,100.0,40.0,50.0,100.0,2.284,54.0,53.0,107.0
Duration_of_first_fixation_max_medical_original,100.0,40.0,50.0,100.0,2.7039999999999997,54.0,57.0,111.0
Duration_of_first_fixation_max_medical_simple,101.0,40.400000000000006,20.2,40.4,2.844,53.0,61.0,114.0
Average_pupil_diameter_std_medical_original,100.0,40.0,50.0,100.0,2.836,54.0,60.0,114.0
Average_pupil_diameter_mean_clinical_simple,100.0,40.0,50.0,100.0,2.86,54.0,62.0,116.0
Average_pupil_diameter_mean_medical_simple,100.0,40.0,50.0,100.0,2.86,54.0,62.0,116.0
Average_pupil_diameter_std_medical_simple,100.0,40.0,50.0,100.0,3.028,54.0,66.0,120.0
total_lemma_count_screen_min_clinical_original,100.0,40.0,50.0,100.0,3.136,54.0,68.0,122.0
total_lemma_count_screen_std_medical_simple,100.0,40.0,50.0,100.0,3.3280000000000003,54.0,69.0,123.0
total_lemma_count_screen_std_medical_original,100.0,40.0,50.0,100.0,3.376,54.0,70.0,124.0
Average_pupil_diameter_min_clinical_original,96.0,38.4,48.0,96.0,2.612,70.0,56.0,126.0
Duration_of_first_fixation_min_medical_simple,95.0,38.0,19.0,38.0,2.3280000000000003,71.0,55.0,126.0
Average_pupil_diameter_std_clinical_original,98.0,39.2,49.0,98.0,2.8880000000000003,69.0,64.0,133.0
Average_pupil_diameter_mean_clinical_original,92.0,36.8,46.0,92.0,2.9959999999999996,72.0,65.0,137.0
Average_pupil_diameter_std_clinical_simple,92.0,36.8,46.0,92.0,3.0759999999999996,72.0,67.0,139.0
Number_of_fixations_std_medical_original,91.0,36.4,18.2,36.4,3.376,74.0,70.0,144.0
Average_pupil_diameter_max_clinical_original,90.0,36.0,45.0,90.0,3.5,75.0,72.0,147.0
Average_pupil_diameter_min_medical_simple,90.0,36.0,45.0,90.0,3.5,75.0,72.0,147.0
Average_pupil_diameter_min_clinical_simple,90.0,36.0,45.0,90.0,3.54,75.0,74.0,149.0
Average_pupil_diameter_min_medical_original,90.0,36.0,45.0,90.0,3.7399999999999998,75.0,76.0,151.0
Average_pupil_diameter_max_clinical_simple,86.0,34.4,43.0,86.0,3.668,79.0,75.0,154.0
Average_pupil_diameter_max_medical_original,78.0,31.2,39.0,78.0,4.1160000000000005,80.0,78.0,158.0
total_lemma_count_screen_std_clinical_simple,28.0,11.200000000000001,14.0,28.000000000000004,4.096,85.0,77.0,162.0
Number_of_fixations_std_clinical_simple,29.0,11.600000000000001,5.8,11.6,4.26,84.0,79.0,163.0
Average_pupil_diameter_max_medical_simple,28.0,11.200000000000001,5.6,11.2,4.392,85.0,81.0,166.0
Number_of_fixations_std_clinical_original,25.0,10.0,5.0,10.0,5.159999999999999,87.0,88.0,175.0
total_lemma_count_screen_std_clinical_original,6.0,2.4,3.0,6.0,4.328,103.0,80.0,183.0
Number_of_fixations_mean_medical_simple,25.0,10.0,5.0,10.0,6.0600000000000005,87.0,97.0,184.0
Total_duration_of_whole_fixations_mean_clinical_original,6.0,2.4,3.0,6.0,4.444,103.0,82.0,185.0
Number_of_fixations_mean_medical_original,25.0,10.0,5.0,10.0,7.0,87.0,107.0,194.0
Total_duration_of_whole_fixations_mean_clinical_simple,2.0,0.8,1.0,2.0,4.459999999999999,113.0,83.0,196.0
Total_duration_of_whole_fixations_std_medical_simple,5.0,2.0,1.0,2.0,5.351999999999999,105.0,91.0,196.0
total_lemma_count_screen_mean_medical_simple,4.0,1.6,2.0,4.0,5.0120000000000005,112.0,87.0,199.0
Total_duration_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,4.5,116.0,84.0,200.0
Total_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,4.640000000000001,116.0,85.0,201.0
total_lemma_count_screen_mean_medical_original,0.0,0.0,0.0,0.0,4.76,116.0,86.0,202.0
Total_duration_of_whole_fixations_std_clinical_simple,2.0,0.8,1.0,2.0,5.3,113.0,90.0,203.0
Number_of_fixations_mean_clinical_simple,25.0,10.0,5.0,10.0,7.9,87.0,117.0,204.0
Total_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,5.279999999999999,116.0,89.0,205.0
Total_duration_of_whole_fixations_std_clinical_original,2.0,0.8,1.0,2.0,5.459999999999999,113.0,93.0,206.0
total_lemma_count_screen_mean_clinical_simple,0.0,0.0,0.0,0.0,5.36,116.0,92.0,208.0
Minimum_duration_of_whole_fixations_max_clinical_original,60.0,24.0,12.0,24.0,8.904,81.0,128.0,209.0
Total_duration_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,5.4799999999999995,116.0,94.0,210.0
Total_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,5.54,116.0,95.0,211.0
Total_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,5.82,116.0,96.0,212.0
total_lemma_count_screen_mean_clinical_original,0.0,0.0,0.0,0.0,6.159999999999999,116.0,98.0,214.0
Number_of_fixations_mean_clinical_original,25.0,10.0,5.0,10.0,8.8,87.0,127.0,214.0
Total_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,6.220000000000001,116.0,99.0,215.0
word_frequency_text_max_medical_simple,0.0,0.0,0.0,0.0,6.340000000000001,116.0,100.0,216.0
Average_duration_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,6.36,116.0,101.0,217.0
Average_duration_of_whole_fixations_max_clinical_simple,10.0,4.0,2.0,4.0,8.044,98.0,119.0,217.0
Average_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,6.459999999999999,116.0,102.0,218.0
Average_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,6.4799999999999995,116.0,103.0,219.0
Average_duration_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,6.519999999999999,116.0,104.0,220.0
Average_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,6.56,116.0,105.0,221.0
Average_duration_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,6.6,116.0,106.0,222.0
word_frequency_text_max_medical_original,0.0,0.0,0.0,0.0,7.140000000000001,116.0,108.0,224.0
Average_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,7.2,116.0,109.0,225.0
Maximum_duration_of_fixations_max_medical_simple,25.0,10.0,5.0,10.0,9.7,87.0,138.0,225.0
word_frequency_text_max_clinical_simple,0.0,0.0,0.0,0.0,7.280000000000001,116.0,110.0,226.0
Average_duration_of_whole_fixations_min_clinical_original,0.0,0.0,0.0,0.0,7.4,116.0,111.0,227.0
Average_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,7.4,116.0,111.0,227.0
Average_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,7.419999999999999,116.0,113.0,229.0
word_frequency_text_max_clinical_original,0.0,0.0,0.0,0.0,7.419999999999999,116.0,113.0,229.0
word_frequency_text_min_medical_simple,0.0,0.0,0.0,0.0,7.62,116.0,115.0,231.0
Average_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,7.8,116.0,116.0,232.0
Average_duration_of_whole_fixations_min_medical_simple,0.0,0.0,0.0,0.0,8.02,116.0,118.0,234.0
Average_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,8.32,116.0,120.0,236.0
word_frequency_text_min_medical_original,0.0,0.0,0.0,0.0,8.34,116.0,121.0,237.0
Minimum_duration_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,8.360000000000001,116.0,122.0,238.0
Average_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,8.4,116.0,123.0,239.0
Average_duration_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,8.48,116.0,124.0,240.0
word_frequency_text_min_clinical_simple,0.0,0.0,0.0,0.0,8.620000000000001,116.0,125.0,241.0
Maximum_duration_of_fixations_max_medical_original,20.0,8.0,4.0,8.0,10.828,93.0,148.0,241.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,8.780000000000001,116.0,126.0,242.0
Minimum_duration_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,9.02,116.0,129.0,245.0
word_frequency_text_min_clinical_original,0.0,0.0,0.0,0.0,9.32,116.0,130.0,246.0
word_frequency_text_std_medical_simple,0.0,0.0,0.0,0.0,9.360000000000001,116.0,131.0,247.0
word_frequency_text_std_medical_original,0.0,0.0,0.0,0.0,9.360000000000001,116.0,131.0,247.0
word_frequency_text_std_clinical_original,0.0,0.0,0.0,0.0,9.4,116.0,133.0,249.0
word_frequency_text_std_clinical_simple,0.0,0.0,0.0,0.0,9.4,116.0,133.0,249.0
word_frequency_text_mean_medical_simple,0.0,0.0,0.0,0.0,9.4,116.0,133.0,249.0
Maximum_duration_of_fixations_max_clinical_simple,20.0,8.0,4.0,8.0,11.748000000000001,93.0,157.0,250.0
word_frequency_text_mean_medical_original,0.0,0.0,0.0,0.0,9.44,116.0,136.0,252.0
word_frequency_text_mean_clinical_original,0.0,0.0,0.0,0.0,9.6,116.0,137.0,253.0
Minimum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,10.040000000000001,116.0,139.0,255.0
word_frequency_screen_max_medical_simple,0.0,0.0,0.0,0.0,10.120000000000001,116.0,140.0,256.0
word_frequency_text_mean_clinical_simple,0.0,0.0,0.0,0.0,10.16,116.0,141.0,257.0
Minimum_duration_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,10.26,116.0,142.0,258.0
Duration_of_first_Visit_min_medical_simple,145.0,57.99999999999999,29.0,57.99999999999999,18.168,40.0,219.0,259.0
Minimum_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,10.280000000000001,116.0,143.0,259.0
Maximum_duration_of_fixations_max_clinical_original,20.0,8.0,4.0,8.0,12.668000000000001,93.0,167.0,260.0
Minimum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,10.4,116.0,144.0,260.0
Minimum_duration_of_whole_fixations_min_clinical_original,0.0,0.0,0.0,0.0,10.44,116.0,145.0,261.0
Minimum_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,10.46,116.0,146.0,262.0
word_frequency_screen_max_medical_original,0.0,0.0,0.0,0.0,10.52,116.0,147.0,263.0
Minimum_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,10.96,116.0,149.0,265.0
Minimum_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,11.24,116.0,150.0,266.0
word_frequency_screen_max_clinical_simple,0.0,0.0,0.0,0.0,11.32,116.0,151.0,267.0
word_frequency_screen_max_clinical_original,0.0,0.0,0.0,0.0,11.360000000000001,116.0,152.0,268.0
Minimum_duration_of_whole_fixations_min_medical_simple,0.0,0.0,0.0,0.0,11.38,116.0,153.0,269.0
Maximum_duration_of_fixations_min_medical_simple,20.0,8.0,4.0,8.0,13.588,93.0,176.0,269.0
word_frequency_screen_min_medical_simple,0.0,0.0,0.0,0.0,11.38,116.0,153.0,269.0
word_frequency_screen_min_medical_original,0.0,0.0,0.0,0.0,11.4,116.0,155.0,271.0
word_frequency_screen_min_clinical_simple,0.0,0.0,0.0,0.0,11.74,116.0,156.0,272.0
Minimum_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,11.84,116.0,158.0,274.0
Minimum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,12.02,116.0,159.0,275.0
Minimum_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,12.18,116.0,160.0,276.0
word_frequency_screen_min_clinical_original,0.0,0.0,0.0,0.0,12.4,116.0,161.0,277.0
word_frequency_screen_std_medical_simple,0.0,0.0,0.0,0.0,12.4,116.0,161.0,277.0
Maximum_duration_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,12.4,116.0,161.0,277.0
Maximum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,12.4,116.0,161.0,277.0
Maximum_duration_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,12.44,116.0,165.0,281.0
word_frequency_screen_std_medical_original,0.0,0.0,0.0,0.0,12.48,116.0,166.0,282.0
Maximum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,13.02,116.0,168.0,284.0
word_frequency_screen_std_clinical_simple,0.0,0.0,0.0,0.0,13.040000000000001,116.0,169.0,285.0
Maximum_duration_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,13.280000000000001,116.0,170.0,286.0
Maximum_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,13.34,116.0,171.0,287.0
word_frequency_screen_std_clinical_original,0.0,0.0,0.0,0.0,13.38,116.0,172.0,288.0
Selective_regression-path_duration_max_medical_original,170.0,68.0,34.0,68.0,20.828,38.0,250.0,288.0
Maximum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,13.4,116.0,173.0,289.0
Maximum_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,13.4,116.0,173.0,289.0
word_frequency_screen_mean_medical_simple,0.0,0.0,0.0,0.0,13.419999999999998,116.0,175.0,291.0
word_frequency_screen_mean_medical_original,0.0,0.0,0.0,0.0,13.84,116.0,177.0,293.0
Maximum_duration_of_whole_fixations_min_clinical_original,0.0,0.0,0.0,0.0,13.9,116.0,178.0,294.0
Maximum_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,14.0,116.0,179.0,295.0
Maximum_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,14.16,116.0,180.0,296.0
Maximum_duration_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,14.38,116.0,181.0,297.0
Maximum_duration_of_whole_fixations_min_medical_simple,0.0,0.0,0.0,0.0,14.38,116.0,181.0,297.0
Maximum_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,14.38,116.0,181.0,297.0
word_frequency_screen_mean_clinical_simple,0.0,0.0,0.0,0.0,14.4,116.0,184.0,300.0
word_frequency_screen_mean_clinical_original,0.0,0.0,0.0,0.0,14.4,116.0,184.0,300.0
total_word_count_text_max_medical_simple,0.0,0.0,0.0,0.0,14.660000000000002,116.0,186.0,302.0
Maximum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,14.860000000000003,116.0,187.0,303.0
Maximum_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,15.059999999999999,116.0,188.0,304.0
Number_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,15.24,116.0,189.0,305.0
total_word_count_text_max_medical_original,0.0,0.0,0.0,0.0,15.320000000000002,116.0,190.0,306.0
total_word_count_text_max_clinical_simple,0.0,0.0,0.0,0.0,15.4,116.0,191.0,307.0
Number_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,15.4,116.0,191.0,307.0
total_word_count_text_max_clinical_original,0.0,0.0,0.0,0.0,15.4,116.0,191.0,307.0
Number_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,15.4,116.0,191.0,307.0
Number_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,15.479999999999999,116.0,195.0,311.0
Maximum_duration_of_fixations_min_medical_original,0.0,0.0,0.0,0.0,15.639999999999997,116.0,196.0,312.0
Number_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,16.0,116.0,197.0,313.0
total_word_count_text_min_medical_simple,0.0,0.0,0.0,0.0,16.06,116.0,198.0,314.0
Number_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,16.3,116.0,199.0,315.0
total_word_count_text_min_medical_original,0.0,0.0,0.0,0.0,16.380000000000003,116.0,200.0,316.0
total_word_count_text_min_clinical_simple,0.0,0.0,0.0,0.0,16.4,116.0,201.0,317.0
Number_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,16.4,116.0,201.0,317.0
total_word_count_text_min_clinical_original,0.0,0.0,0.0,0.0,16.419999999999998,116.0,203.0,319.0
Number_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,16.419999999999998,116.0,203.0,319.0
Peak_velocity_of_entry_saccade_mean_clinical_simple,135.0,54.0,27.0,54.0,23.704,42.0,278.0,320.0
total_word_count_text_std_medical_simple,0.0,0.0,0.0,0.0,16.6,116.0,205.0,321.0
Duration_of_first_whole_fixation_min_clinical_original,30.0,12.0,6.0,12.0,19.692,83.0,238.0,321.0
Maximum_duration_of_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,16.639999999999997,116.0,206.0,322.0
Number_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,16.880000000000003,116.0,207.0,323.0
Number_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,17.32,116.0,208.0,324.0
total_word_count_text_mean_medical_original,0.0,0.0,0.0,0.0,17.34,116.0,209.0,325.0
total_word_count_text_std_medical_original,0.0,0.0,0.0,0.0,17.380000000000003,116.0,210.0,326.0
total_word_count_text_mean_medical_simple,0.0,0.0,0.0,0.0,17.4,116.0,211.0,327.0
Number_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,17.4,116.0,211.0,327.0
Time_to_first_whole_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,17.4,116.0,211.0,327.0
Time_to_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,17.439999999999998,116.0,214.0,330.0
Maximum_duration_of_fixations_min_clinical_original,0.0,0.0,0.0,0.0,17.639999999999997,116.0,215.0,331.0
total_word_count_text_mean_clinical_simple,0.0,0.0,0.0,0.0,17.78,116.0,216.0,332.0
Time_to_first_whole_fixation_mean_medical_original,0.0,0.0,0.0,0.0,17.9,116.0,217.0,333.0
Time_to_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,18.160000000000004,116.0,218.0,334.0
total_word_count_text_mean_clinical_original,0.0,0.0,0.0,0.0,18.34,116.0,220.0,336.0
Time_to_first_whole_fixation_std_clinical_original,0.0,0.0,0.0,0.0,18.360000000000003,116.0,221.0,337.0
total_word_count_screen_max_medical_simple,0.0,0.0,0.0,0.0,18.4,116.0,222.0,338.0
Time_to_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,18.4,116.0,222.0,338.0
Time_to_first_whole_fixation_std_medical_original,0.0,0.0,0.0,0.0,18.4,116.0,222.0,338.0
Time_to_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,18.419999999999998,116.0,225.0,341.0
Time_to_first_whole_fixation_min_clinical_original,0.0,0.0,0.0,0.0,18.520000000000003,116.0,226.0,342.0
Maximum_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,18.639999999999997,116.0,227.0,343.0
total_word_count_screen_max_medical_original,0.0,0.0,0.0,0.0,19.080000000000002,116.0,228.0,344.0
Time_to_first_whole_fixation_min_clinical_simple,0.0,0.0,0.0,0.0,19.240000000000002,116.0,229.0,345.0
total_word_count_screen_max_clinical_simple,0.0,0.0,0.0,0.0,19.34,116.0,230.0,346.0
total_word_count_screen_max_clinical_original,0.0,0.0,0.0,0.0,19.4,116.0,231.0,347.0
Time_to_first_whole_fixation_min_medical_original,0.0,0.0,0.0,0.0,19.4,116.0,231.0,347.0
Time_to_first_whole_fixation_min_medical_simple,0.0,0.0,0.0,0.0,19.4,116.0,231.0,347.0
total_word_count_screen_min_medical_simple,0.0,0.0,0.0,0.0,19.4,116.0,231.0,347.0
Time_to_first_whole_fixation_max_clinical_original,0.0,0.0,0.0,0.0,19.419999999999998,116.0,235.0,351.0
Maximum_duration_of_fixations_std_medical_original,0.0,0.0,0.0,0.0,19.639999999999997,116.0,236.0,352.0
total_word_count_screen_min_medical_original,0.0,0.0,0.0,0.0,19.660000000000004,116.0,237.0,353.0
Time_to_first_whole_fixation_max_clinical_simple,0.0,0.0,0.0,0.0,19.919999999999998,116.0,239.0,355.0
Time_to_first_whole_fixation_max_medical_original,0.0,0.0,0.0,0.0,20.240000000000002,116.0,240.0,356.0
Average_duration_of_Visit_std_clinical_simple,45.0,18.0,9.0,18.0,23.468,82.0,274.0,356.0
total_word_count_screen_min_clinical_simple,0.0,0.0,0.0,0.0,20.360000000000003,116.0,241.0,357.0
Duration_of_first_whole_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,20.4,116.0,242.0,358.0
total_word_count_screen_std_medical_simple,0.0,0.0,0.0,0.0,20.4,116.0,242.0,358.0
total_word_count_screen_min_clinical_original,0.0,0.0,0.0,0.0,20.4,116.0,242.0,358.0
Time_to_first_whole_fixation_max_medical_simple,0.0,0.0,0.0,0.0,20.4,116.0,242.0,358.0
Duration_of_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,20.419999999999998,116.0,246.0,362.0
Maximum_duration_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,20.639999999999997,116.0,247.0,363.0
total_word_count_screen_std_medical_original,0.0,0.0,0.0,0.0,20.68,116.0,248.0,364.0
Duration_of_first_whole_fixation_mean_medical_original,0.0,0.0,0.0,0.0,20.82,116.0,249.0,365.0
Number_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,20.880000000000003,116.0,251.0,367.0
Duration_of_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,21.22,116.0,252.0,368.0
total_word_count_screen_std_clinical_simple,0.0,0.0,0.0,0.0,21.32,116.0,253.0,369.0
