Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Average_pupil_diameter_mean_clinical_simple,247.0,98.8,49.4,98.8,1.024,22.0,23.0,45.0
Duration_of_first_fixation_max_clinical_simple,244.0,97.6,48.8,97.6,1.024,26.0,23.0,49.0
total_lemma_count_screen_max_medical,244.0,97.6,48.8,97.6,1.048,26.0,27.0,53.0
Average_pupil_diameter_mean_medical_simple,244.0,97.6,48.8,97.6,1.048,26.0,27.0,53.0
Average_pupil_diameter_std_clinical_simple,241.0,96.39999999999999,48.2,96.4,1.072,29.0,29.0,58.0
Average_pupil_diameter_std_clinical_original,241.0,96.39999999999999,48.2,96.4,1.072,29.0,29.0,58.0
Average_pupil_diameter_std_medical_original,241.0,96.39999999999999,48.2,96.4,1.084,29.0,31.0,60.0
Average_pupil_diameter_std_medical_simple,241.0,96.39999999999999,48.2,96.4,1.108,29.0,32.0,61.0
word_frequency_screen_min_medical,229.0,91.60000000000001,45.8,91.6,1.168,34.0,33.0,67.0
Average_pupil_diameter_min_clinical_original,232.0,92.80000000000001,46.4,92.8,1.1800000000000002,33.0,34.0,67.0
total_lemma_count_text_mean_medical,227.0,90.8,45.4,90.8,1.3519999999999999,35.0,35.0,70.0
Average_pupil_diameter_min_clinical_simple,190.0,76.0,38.0,76.0,1.516,36.0,37.0,73.0
total_word_count_text_max_medical,172.0,68.8,34.4,68.8,1.624,37.0,38.0,75.0
Duration_of_first_fixation_mean_clinical_simple,160.0,64.0,32.0,64.0,1.36,39.0,36.0,75.0
total_lemma_count_text_std_medical,145.0,57.99999999999999,29.0,57.99999999999999,1.9120000000000001,40.0,40.0,80.0
Duration_of_first_fixation_mean_clinical_original,118.0,47.199999999999996,23.6,47.2,1.888,44.0,39.0,83.0
word_frequency_screen_std_medical,127.0,50.8,25.4,50.8,1.984,43.0,41.0,84.0
word_frequency_screen_mean_medical,118.0,47.199999999999996,23.6,47.2,2.056,44.0,42.0,86.0
Average_pupil_diameter_min_medical_simple,109.0,43.6,21.8,43.6,2.1759999999999997,48.0,43.0,91.0
Time_to_first_fixation_max_medical_simple,109.0,43.6,21.8,43.6,2.452,48.0,47.0,95.0
total_lemma_count_text_min_medical,115.0,46.0,23.0,46.0,2.7640000000000002,46.0,52.0,98.0
Average_pupil_diameter_max_medical_simple,109.0,43.6,21.8,43.6,2.728,48.0,50.0,98.0
total_word_count_text_min_medical,100.0,40.0,50.0,100.0,2.212,54.0,44.0,98.0
Average_pupil_diameter_max_clinical_original,106.0,42.4,21.2,42.4,2.2600000000000002,52.0,46.0,98.0
Average_pupil_diameter_min_medical_original,100.0,40.0,50.0,100.0,2.2359999999999998,54.0,45.0,99.0
Average_pupil_diameter_max_clinical_simple,100.0,40.0,50.0,100.0,2.476,54.0,48.0,102.0
total_word_count_text_std_medical,100.0,40.0,50.0,100.0,2.548,54.0,49.0,103.0
total_word_count_text_mean_medical,100.0,40.0,50.0,100.0,2.752,54.0,51.0,105.0
Time_to_first_fixation_max_medical_original,109.0,43.6,21.8,43.6,3.0160000000000005,48.0,58.0,106.0
Average_duration_of_whole_fixations_mean_medical_original,112.0,44.800000000000004,22.4,44.8,3.1599999999999997,47.0,59.0,106.0
total_word_count_screen_max_medical,100.0,40.0,50.0,100.0,2.788,54.0,53.0,107.0
Average_pupil_diameter_max_medical_original,100.0,40.0,50.0,100.0,2.8240000000000003,54.0,55.0,109.0
total_word_count_screen_min_medical,100.0,40.0,50.0,100.0,2.836,54.0,56.0,110.0
Total_duration_of_whole_fixations_max_medical_original,101.0,40.400000000000006,20.2,40.4,3.364,53.0,60.0,113.0
Total_duration_of_whole_fixations_max_clinical_original,100.0,40.0,50.0,100.0,3.364,54.0,60.0,114.0
Total_duration_of_whole_fixations_std_medical_simple,100.0,40.0,50.0,100.0,3.364,54.0,60.0,114.0
Total_duration_of_whole_fixations_std_clinical_original,100.0,40.0,50.0,100.0,3.3880000000000003,54.0,63.0,117.0
Total_duration_of_whole_fixations_max_clinical_simple,100.0,40.0,50.0,100.0,3.3880000000000003,54.0,63.0,117.0
Total_duration_of_whole_fixations_mean_medical_simple,100.0,40.0,50.0,100.0,3.4,54.0,65.0,119.0
Total_duration_of_whole_fixations_mean_medical_original,100.0,40.0,50.0,100.0,3.4,54.0,65.0,119.0
total_word_count_screen_std_medical,100.0,40.0,50.0,100.0,3.832,54.0,70.0,124.0
Average_duration_of_whole_fixations_mean_clinical_original,100.0,40.0,50.0,100.0,4.0,54.0,72.0,126.0
Average_duration_of_whole_fixations_mean_clinical_simple,100.0,40.0,50.0,100.0,4.0,54.0,72.0,126.0
Total_duration_of_whole_fixations_mean_clinical_original,98.0,39.2,49.0,98.0,2.892,71.0,57.0,128.0
Total_duration_of_whole_fixations_mean_clinical_simple,96.0,38.4,48.0,96.0,2.816,75.0,54.0,129.0
Total_duration_of_whole_fixations_std_clinical_simple,98.0,39.2,49.0,98.0,3.44,71.0,68.0,139.0
Average_duration_of_whole_fixations_mean_medical_simple,98.0,39.2,49.0,98.0,3.9480000000000004,71.0,71.0,142.0
Total_duration_of_whole_fixations_std_medical_original,96.0,38.4,48.0,96.0,3.4200000000000004,75.0,67.0,142.0
Total_duration_of_whole_fixations_max_medical_simple,96.0,38.4,48.0,96.0,4.0,75.0,72.0,147.0
Average_duration_of_whole_fixations_std_clinical_simple,97.0,38.800000000000004,19.4,38.8,4.024,74.0,75.0,149.0
Time_to_first_fixation_max_clinical_simple,49.0,19.6,9.8,19.6,3.8200000000000003,82.0,69.0,151.0
Average_duration_of_whole_fixations_std_clinical_original,88.0,35.199999999999996,44.0,88.0,4.248,78.0,77.0,155.0
Average_duration_of_whole_fixations_std_medical_original,84.0,33.6,42.0,84.0,4.224,79.0,76.0,155.0
Average_duration_of_whole_fixations_std_medical_simple,60.0,24.0,30.0,60.0,4.5600000000000005,80.0,78.0,158.0
total_word_count_screen_mean_medical,22.0,8.799999999999999,11.0,22.0,5.0920000000000005,86.0,80.0,166.0
Time_to_first_fixation_max_clinical_original,21.0,8.4,4.2,8.4,4.736,87.0,79.0,166.0
Peak_velocity_of_exit_saccade_mean_medical,130.0,52.0,26.0,52.0,10.312000000000001,42.0,131.0,173.0
word_count_text_max_medical,8.0,3.2,4.0,8.0,5.287999999999999,95.0,81.0,176.0
word_count_text_std_medical,6.0,2.4,3.0,6.0,5.316000000000001,96.0,82.0,178.0
Minimum_duration_of_whole_fixations_max_clinical_original,60.0,24.0,12.0,24.0,6.624,80.0,98.0,178.0
Time_to_first_fixation_min_medical_simple,15.0,6.0,3.0,6.0,5.676,90.0,88.0,178.0
Time_to_first_fixation_min_medical_original,15.0,6.0,3.0,6.0,6.616,90.0,97.0,187.0
Average_duration_of_whole_fixations_max_clinical_simple,5.0,2.0,1.0,2.0,6.311999999999999,97.0,91.0,188.0
word_count_text_mean_medical,2.0,0.8,1.0,2.0,5.392,108.0,83.0,191.0
Average_duration_of_whole_fixations_min_clinical_original,2.0,0.8,1.0,2.0,5.432,108.0,85.0,193.0
Average_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,5.42,111.0,84.0,195.0
Average_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,5.5200000000000005,111.0,86.0,197.0
Average_duration_of_whole_fixations_min_medical_simple,0.0,0.0,0.0,0.0,5.58,111.0,87.0,198.0
Time_to_first_fixation_min_clinical_simple,15.0,6.0,3.0,6.0,7.556,90.0,109.0,199.0
Average_duration_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,5.74,111.0,89.0,200.0
word_count_screen_max_medical,0.0,0.0,0.0,0.0,6.2,111.0,90.0,201.0
Average_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,6.380000000000001,111.0,92.0,203.0
word_count_screen_std_medical,0.0,0.0,0.0,0.0,6.4,111.0,93.0,204.0
Average_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,6.4,111.0,93.0,204.0
Minimum_duration_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,6.4,111.0,93.0,204.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,6.419999999999999,111.0,96.0,207.0
Minimum_duration_of_whole_fixations_max_clinical_simple,5.0,2.0,1.0,2.0,8.232000000000001,97.0,111.0,208.0
Minimum_duration_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,6.640000000000001,111.0,99.0,210.0
word_count_screen_mean_medical,0.0,0.0,0.0,0.0,6.7,111.0,100.0,211.0
Minimum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,7.12,111.0,101.0,212.0
id.line_min_medical,0.0,0.0,0.0,0.0,7.360000000000001,111.0,102.0,213.0
id.line_max_medical,0.0,0.0,0.0,0.0,7.360000000000001,111.0,102.0,213.0
Minimum_duration_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,7.380000000000001,111.0,104.0,215.0
Minimum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,7.4,111.0,105.0,216.0
Time_to_first_fixation_min_clinical_original,5.0,2.0,1.0,2.0,8.832,97.0,119.0,216.0
Minimum_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,7.4,111.0,105.0,216.0
Minimum_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,7.4399999999999995,111.0,107.0,218.0
Minimum_duration_of_whole_fixations_min_clinical_original,0.0,0.0,0.0,0.0,7.5,111.0,108.0,219.0
Minimum_duration_of_whole_fixations_min_medical_simple,2.0,0.8,1.0,2.0,8.272,108.0,112.0,220.0
Minimum_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,7.7,111.0,110.0,221.0
id.line_std_medical,0.0,0.0,0.0,0.0,8.3,111.0,113.0,224.0
Minimum_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,8.34,111.0,114.0,225.0
id.line_mean_medical,0.0,0.0,0.0,0.0,8.4,111.0,115.0,226.0
Minimum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,8.44,111.0,116.0,227.0
Minimum_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,8.52,111.0,117.0,228.0
Maximum_duration_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,8.7,111.0,118.0,229.0
right_dependents_max_medical,0.0,0.0,0.0,0.0,9.08,111.0,120.0,231.0
Maximum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,9.32,111.0,121.0,232.0
right_dependents_std_medical,0.0,0.0,0.0,0.0,9.360000000000001,111.0,122.0,233.0
right_dependents_mean_medical,0.0,0.0,0.0,0.0,9.360000000000001,111.0,122.0,233.0
Maximum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,9.360000000000001,111.0,122.0,233.0
Maximum_duration_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,9.360000000000001,111.0,122.0,233.0
Maximum_duration_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,9.4,111.0,126.0,237.0
Maximum_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,9.52,111.0,127.0,238.0
Maximum_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,9.84,111.0,128.0,239.0
Time_to_first_fixation_std_medical_simple,0.0,0.0,0.0,0.0,10.0,111.0,129.0,240.0
left_dependents_max_medical,0.0,0.0,0.0,0.0,10.22,111.0,130.0,241.0
Sentence_id_current_min_medical,0.0,0.0,0.0,0.0,10.4,111.0,132.0,243.0
left_dependents_mean_medical,0.0,0.0,0.0,0.0,10.4,111.0,132.0,243.0
Duration_of_first_Visit_min_medical_simple,145.0,57.99999999999999,29.0,57.99999999999999,17.288,40.0,203.0,243.0
Sentence_id_current_std_medical,0.0,0.0,0.0,0.0,10.4,111.0,132.0,243.0
left_dependents_std_medical,0.0,0.0,0.0,0.0,10.4,111.0,132.0,243.0
Sentence_id_current_mean_medical,0.0,0.0,0.0,0.0,10.4,111.0,132.0,243.0
Sentence_id_current_max_medical,0.0,0.0,0.0,0.0,10.4,111.0,132.0,243.0
tag.id_max_medical,0.0,0.0,0.0,0.0,10.5,111.0,138.0,249.0
tag.id_mean_medical,0.0,0.0,0.0,0.0,10.620000000000001,111.0,139.0,250.0
Time_to_first_fixation_std_medical_original,0.0,0.0,0.0,0.0,11.0,111.0,140.0,251.0
Maximum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,11.0,111.0,140.0,251.0
tag.id_std_medical,0.0,0.0,0.0,0.0,11.120000000000001,111.0,142.0,253.0
id.phrase.in.brackets_max_medical,0.0,0.0,0.0,0.0,11.26,111.0,143.0,254.0
Maximum_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,11.4,111.0,144.0,255.0
Maximum_duration_of_whole_fixations_min_clinical_original,0.0,0.0,0.0,0.0,11.4,111.0,144.0,255.0
Maximum_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,11.4,111.0,144.0,255.0
Maximum_duration_of_whole_fixations_min_medical_simple,0.0,0.0,0.0,0.0,11.419999999999998,111.0,147.0,258.0
Maximum_duration_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,11.5,111.0,148.0,259.0
Maximum_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,11.84,111.0,149.0,260.0
id.phrase.in.brackets_std_medical,0.0,0.0,0.0,0.0,11.96,111.0,150.0,261.0
Time_to_first_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,12.02,111.0,151.0,262.0
id.phrase.in.brackets_mean_medical,0.0,0.0,0.0,0.0,12.22,111.0,152.0,263.0
Maximum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,12.34,111.0,153.0,264.0
Maximum_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,12.360000000000001,111.0,154.0,265.0
AOI_length_max_medical,0.0,0.0,0.0,0.0,12.4,111.0,155.0,266.0
AOI_length_std_medical,0.0,0.0,0.0,0.0,12.4,111.0,155.0,266.0
Number_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,12.419999999999998,111.0,157.0,268.0
Number_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,12.48,111.0,158.0,269.0
AOI_length_mean_medical,0.0,0.0,0.0,0.0,12.66,111.0,159.0,270.0
Selective_regression-path_duration_max_medical_original,170.0,68.0,34.0,68.0,20.068,38.0,232.0,270.0
Time_to_first_fixation_std_clinical_original,0.0,0.0,0.0,0.0,13.02,111.0,160.0,271.0
Number_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,13.059999999999999,111.0,161.0,272.0
word_id_text_max_medical,0.0,0.0,0.0,0.0,13.319999999999999,111.0,162.0,273.0
Number_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,13.38,111.0,163.0,274.0
Number_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,13.4,111.0,164.0,275.0
word_id_text_min_medical,0.0,0.0,0.0,0.0,13.4,111.0,164.0,275.0
word_id_text_mean_medical,0.0,0.0,0.0,0.0,13.4,111.0,164.0,275.0
word_id_text_std_medical,0.0,0.0,0.0,0.0,13.4,111.0,164.0,275.0
Number_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,13.459999999999999,111.0,168.0,279.0
word_id_screen_max_medical,0.0,0.0,0.0,0.0,13.8,111.0,169.0,280.0
Number_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,13.959999999999999,111.0,170.0,281.0
Time_to_first_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,14.02,111.0,171.0,282.0
Number_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,14.34,111.0,172.0,283.0
word_id_screen_std_medical,0.0,0.0,0.0,0.0,14.360000000000003,111.0,173.0,284.0
Number_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,14.4,111.0,174.0,285.0
Number_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,14.4,111.0,174.0,285.0
Number_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,14.4,111.0,174.0,285.0
Number_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,14.4,111.0,174.0,285.0
Time_to_first_whole_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,14.5,111.0,178.0,289.0
word_id_screen_mean_medical,0.0,0.0,0.0,0.0,14.540000000000001,111.0,179.0,290.0
Time_to_first_fixation_mean_medical_original,0.0,0.0,0.0,0.0,15.02,111.0,180.0,291.0
Time_to_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,15.160000000000002,111.0,181.0,292.0
Selective_regression-path_duration_max_medical,10.0,4.0,2.0,4.0,16.704,93.0,200.0,293.0
Average_whole-fixation_eye_openness_max_medical,0.0,0.0,0.0,0.0,15.320000000000002,111.0,182.0,293.0
Average_whole-fixation_eye_openness_std_medical,0.0,0.0,0.0,0.0,15.4,111.0,183.0,294.0
Time_to_first_whole_fixation_std_clinical_original,0.0,0.0,0.0,0.0,15.4,111.0,183.0,294.0
Duration_of_first_whole_fixation_min_clinical_original,25.0,10.0,5.0,10.0,17.56,84.0,210.0,294.0
Time_to_first_whole_fixation_mean_medical_original,0.0,0.0,0.0,0.0,15.4,111.0,183.0,294.0
Average_whole-fixation_eye_openness_mean_medical,0.0,0.0,0.0,0.0,15.4,111.0,183.0,294.0
Time_to_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,15.4,111.0,183.0,294.0
Regression-path_duration_max_medical,0.0,0.0,0.0,0.0,15.559999999999999,111.0,188.0,299.0
Time_to_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,15.559999999999999,111.0,188.0,299.0
Time_to_first_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,16.02,111.0,190.0,301.0
Time_to_first_whole_fixation_std_medical_original,0.0,0.0,0.0,0.0,16.160000000000004,111.0,191.0,302.0
Regression-path_duration_std_medical,0.0,0.0,0.0,0.0,16.32,111.0,192.0,303.0
Regression-path_duration_mean_medical,0.0,0.0,0.0,0.0,16.32,111.0,192.0,303.0
Time_to_first_whole_fixation_min_clinical_simple,0.0,0.0,0.0,0.0,16.4,111.0,194.0,305.0
First-pass_regression_std_medical,0.0,0.0,0.0,0.0,16.4,111.0,194.0,305.0
Time_to_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,16.4,111.0,194.0,305.0
Time_to_first_whole_fixation_min_clinical_original,0.0,0.0,0.0,0.0,16.4,111.0,194.0,305.0
Time_to_first_whole_fixation_min_medical_original,0.0,0.0,0.0,0.0,16.46,111.0,198.0,309.0
First-pass_regression_mean_medical,0.0,0.0,0.0,0.0,16.7,111.0,199.0,310.0
Time_to_first_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,17.02,111.0,201.0,312.0
Time_to_first_whole_fixation_min_medical_simple,0.0,0.0,0.0,0.0,17.06,111.0,202.0,313.0
Time_to_first_whole_fixation_max_medical_original,0.0,0.0,0.0,0.0,17.4,111.0,204.0,315.0
Selective_regression-path_duration_std_medical,0.0,0.0,0.0,0.0,17.4,111.0,204.0,315.0
Time_to_first_whole_fixation_max_clinical_simple,0.0,0.0,0.0,0.0,17.4,111.0,204.0,315.0
Selective_regression-path_duration_mean_medical,0.0,0.0,0.0,0.0,17.4,111.0,204.0,315.0
Time_to_first_whole_fixation_max_medical_simple,0.0,0.0,0.0,0.0,17.52,111.0,208.0,319.0
Time_to_first_whole_fixation_max_clinical_original,0.0,0.0,0.0,0.0,17.54,111.0,209.0,320.0
First-pass_duration_max_medical,0.0,0.0,0.0,0.0,17.639999999999997,111.0,211.0,322.0
Number_of_fixations_max_medical_simple,0.0,0.0,0.0,0.0,18.02,111.0,212.0,323.0
Duration_of_first_whole_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,18.04,111.0,213.0,324.0
First-pass_duration_std_medical,0.0,0.0,0.0,0.0,18.28,111.0,214.0,325.0
Duration_of_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,18.360000000000003,111.0,215.0,326.0
Duration_of_first_whole_fixation_mean_medical_original,0.0,0.0,0.0,0.0,18.380000000000003,111.0,216.0,327.0
Duration_of_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,18.4,111.0,217.0,328.0
Average_duration_of_Visit_std_clinical_simple,40.0,16.0,8.0,16.0,21.176,83.0,245.0,328.0
First-pass_duration_mean_medical,0.0,0.0,0.0,0.0,18.4,111.0,217.0,328.0
Duration_of_first_whole_fixation_std_clinical_original,0.0,0.0,0.0,0.0,18.439999999999998,111.0,219.0,330.0
First-pass_first_fixation_duration_max_medical,0.0,0.0,0.0,0.0,18.5,111.0,220.0,331.0
Duration_of_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,18.56,111.0,221.0,332.0
Number_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,19.020000000000003,111.0,222.0,333.0
Duration_of_first_whole_fixation_std_medical_original,0.0,0.0,0.0,0.0,19.2,111.0,223.0,334.0
First-pass_first_fixation_duration_std_medical,0.0,0.0,0.0,0.0,19.259999999999998,111.0,224.0,335.0
Duration_of_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,19.360000000000003,111.0,225.0,336.0
First-pass_first_fixation_duration_mean_medical,0.0,0.0,0.0,0.0,19.380000000000003,111.0,226.0,337.0
Duration_of_first_whole_fixation_min_clinical_simple,0.0,0.0,0.0,0.0,19.4,111.0,227.0,338.0
Peak_velocity_of_exit_saccade_max_medical,0.0,0.0,0.0,0.0,19.4,111.0,227.0,338.0
Peak_velocity_of_entry_saccade_mean_medical,5.0,2.0,1.0,2.0,20.932,97.0,242.0,339.0
Duration_of_first_whole_fixation_min_medical_original,0.0,0.0,0.0,0.0,19.479999999999997,111.0,229.0,340.0
Peak_velocity_of_exit_saccade_min_medical,0.0,0.0,0.0,0.0,19.939999999999998,111.0,230.0,341.0
Number_of_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,20.020000000000003,111.0,231.0,342.0
Time_to_exit_saccade_min_medical,5.0,2.0,1.0,2.0,21.252,97.0,246.0,343.0
Duration_of_first_whole_fixation_min_medical_simple,0.0,0.0,0.0,0.0,20.1,111.0,233.0,344.0
Duration_of_first_whole_fixation_max_clinical_simple,0.0,0.0,0.0,0.0,20.360000000000003,111.0,234.0,345.0
Peak_velocity_of_exit_saccade_std_medical,0.0,0.0,0.0,0.0,20.360000000000003,111.0,234.0,345.0
Average_whole-fixation_pupil_diameter_mean_medical_original,0.0,0.0,0.0,0.0,20.380000000000003,111.0,236.0,347.0
Peak_velocity_of_entry_saccade_max_medical,0.0,0.0,0.0,0.0,20.380000000000003,111.0,236.0,347.0
Duration_of_first_whole_fixation_max_medical_original,0.0,0.0,0.0,0.0,20.4,111.0,238.0,349.0
Duration_of_first_whole_fixation_max_clinical_original,0.0,0.0,0.0,0.0,20.4,111.0,238.0,349.0
Duration_of_first_whole_fixation_max_medical_simple,0.0,0.0,0.0,0.0,20.439999999999998,111.0,240.0,351.0
Peak_velocity_of_entry_saccade_min_medical,0.0,0.0,0.0,0.0,20.520000000000003,111.0,241.0,352.0
Number_of_fixations_max_clinical_original,0.0,0.0,0.0,0.0,21.020000000000003,111.0,243.0,354.0
Average_whole-fixation_pupil_diameter_mean_clinical_original,0.0,0.0,0.0,0.0,21.119999999999997,111.0,244.0,355.0
Peak_velocity_of_entry_saccade_std_medical,0.0,0.0,0.0,0.0,21.34,111.0,247.0,358.0
Average_whole-fixation_pupil_diameter_mean_clinical_simple,0.0,0.0,0.0,0.0,21.380000000000003,111.0,248.0,359.0
Time_to_exit_saccade_max_medical,0.0,0.0,0.0,0.0,21.4,111.0,249.0,360.0
Average_whole-fixation_pupil_diameter_mean_medical_simple,0.0,0.0,0.0,0.0,21.4,111.0,249.0,360.0
Average_whole-fixation_pupil_diameter_std_clinical_original,0.0,0.0,0.0,0.0,21.479999999999997,111.0,251.0,362.0
Average_duration_of_Visit_min_medical_simple,25.0,10.0,5.0,10.0,24.639999999999997,84.0,278.0,362.0
Average_whole-fixation_pupil_diameter_std_clinical_simple,0.0,0.0,0.0,0.0,21.56,111.0,252.0,363.0
Number_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,22.020000000000003,111.0,253.0,364.0
Average_whole-fixation_pupil_diameter_std_medical_original,0.0,0.0,0.0,0.0,22.2,111.0,254.0,365.0
Time_to_exit_saccade_std_medical,0.0,0.0,0.0,0.0,22.32,111.0,255.0,366.0
Time_to_exit_saccade_mean_medical,0.0,0.0,0.0,0.0,22.380000000000003,111.0,256.0,367.0
Average_whole-fixation_pupil_diameter_std_medical_simple,0.0,0.0,0.0,0.0,22.4,111.0,257.0,368.0
Average_whole-fixation_pupil_diameter_min_clinical_original,0.0,0.0,0.0,0.0,22.4,111.0,257.0,368.0
Average_whole-fixation_pupil_diameter_min_clinical_simple,0.0,0.0,0.0,0.0,22.419999999999998,111.0,259.0,370.0
