Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Maximum_duration_of_whole_fixations_std_medical,100.0,40.0,50.0,100.0,2.2960000000000003,56.0,48.0,104.0
Time_to_first_whole_fixation_min_medical,115.0,46.0,23.0,46.0,3.136,46.0,62.0,108.0
total_word_count_screen_max_medical,100.0,40.0,50.0,100.0,2.788,56.0,53.0,109.0
Peak_velocity_of_exit_saccade_mean_medical,190.0,76.0,38.0,76.0,3.4560000000000004,39.0,71.0,110.0
Maximum_duration_of_fixations_mean_medical,112.0,44.800000000000004,22.4,44.8,3.1599999999999997,47.0,63.0,110.0
Maximum_duration_of_whole_fixations_min_medical,100.0,40.0,50.0,100.0,2.8,56.0,54.0,110.0
Maximum_duration_of_whole_fixations_max_medical,100.0,40.0,50.0,100.0,2.848,56.0,55.0,111.0
Number_of_whole_fixations_mean_medical,100.0,40.0,50.0,100.0,2.848,56.0,55.0,111.0
Number_of_whole_fixations_std_medical,100.0,40.0,50.0,100.0,2.896,56.0,57.0,113.0
Average_whole-fixation_pupil_diameter_mean_medical,100.0,40.0,50.0,100.0,2.956,56.0,59.0,115.0
Duration_of_first_whole_fixation_mean_medical,100.0,40.0,50.0,100.0,2.9799999999999995,56.0,60.0,116.0
Average_whole-fixation_pupil_diameter_std_medical,100.0,40.0,50.0,100.0,3.1719999999999997,56.0,64.0,120.0
Time_to_first_whole_fixation_max_medical,100.0,40.0,50.0,100.0,3.376,56.0,65.0,121.0
Duration_of_first_whole_fixation_std_medical,100.0,40.0,50.0,100.0,3.376,56.0,65.0,121.0
Duration_of_first_whole_fixation_max_medical,100.0,40.0,50.0,100.0,3.3880000000000003,56.0,67.0,123.0
Number_of_whole_fixations_max_medical,100.0,40.0,50.0,100.0,3.4,56.0,68.0,124.0
Time_to_first_whole_fixation_mean_medical,100.0,40.0,50.0,100.0,3.4,56.0,68.0,124.0
Average_whole-fixation_pupil_diameter_min_medical,100.0,40.0,50.0,100.0,3.9519999999999995,56.0,75.0,131.0
Average_duration_of_Visit_mean_medical,100.0,40.0,50.0,100.0,3.964,56.0,76.0,132.0
Total_duration_of_Visit_std_medical,100.0,40.0,50.0,100.0,3.976,56.0,77.0,133.0
Average_whole-fixation_pupil_diameter_max_medical,100.0,40.0,50.0,100.0,4.0,56.0,78.0,134.0
Total_duration_of_Visit_mean_medical,100.0,40.0,50.0,100.0,4.0,56.0,78.0,134.0
Time_to_first_whole_fixation_std_medical,98.0,39.2,49.0,98.0,3.408,76.0,70.0,146.0
Total_duration_of_Visit_max_medical,98.0,39.2,49.0,98.0,3.9240000000000004,76.0,74.0,150.0
Duration_of_first_whole_fixation_min_medical,90.0,36.0,45.0,90.0,3.6119999999999997,78.0,72.0,150.0
total_word_count_screen_min_medical,40.0,16.0,20.0,40.0,3.7600000000000002,81.0,73.0,154.0
total_word_count_screen_std_medical,70.0,28.000000000000004,35.0,70.0,4.0,79.0,78.0,157.0
total_word_count_screen_mean_medical,70.0,28.000000000000004,35.0,70.0,4.352,79.0,82.0,161.0
Minimum_duration_of_fixations_max_medical,26.0,10.4,5.2,10.4,4.068,83.0,81.0,164.0
Average_duration_of_Visit_std_medical,28.0,11.200000000000001,14.0,28.000000000000004,4.988,82.0,84.0,166.0
Minimum_duration_of_fixations_min_medical,20.0,8.0,4.0,8.0,4.9879999999999995,85.0,83.0,168.0
Average_duration_of_Visit_min_medical,18.0,7.199999999999999,9.0,18.0,5.1160000000000005,86.0,85.0,171.0
Average_duration_of_Visit_max_medical,6.0,2.4,3.0,6.0,5.268,92.0,86.0,178.0
Minimum_duration_of_Visit_min_medical,7.0,2.8000000000000003,1.4,2.8,5.343999999999999,91.0,88.0,179.0
Maximum_duration_of_Visit_max_medical,15.0,6.0,3.0,6.0,6.076,87.0,93.0,180.0
Minimum_duration_of_Visit_max_medical,10.0,4.0,2.0,4.0,6.104,88.0,94.0,182.0
word_count_text_max_medical,4.0,1.6,2.0,4.0,5.32,97.0,87.0,184.0
word_count_text_mean_medical,0.0,0.0,0.0,0.0,5.380000000000001,98.0,89.0,187.0
Minimum_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,5.4,98.0,90.0,188.0
Minimum_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,5.4,98.0,90.0,188.0
word_count_text_std_medical,0.0,0.0,0.0,0.0,5.4,98.0,90.0,188.0
Maximum_duration_of_Visit_mean_medical,0.0,0.0,0.0,0.0,6.279999999999999,98.0,95.0,193.0
word_count_screen_max_medical,0.0,0.0,0.0,0.0,6.32,98.0,96.0,194.0
Minimum_duration_of_fixations_std_medical,0.0,0.0,0.0,0.0,6.36,98.0,97.0,195.0
Number_of_Visits_mean_medical,0.0,0.0,0.0,0.0,6.380000000000001,98.0,98.0,196.0
Maximum_duration_of_Visit_std_medical,0.0,0.0,0.0,0.0,6.380000000000001,98.0,98.0,196.0
word_count_screen_std_medical,0.0,0.0,0.0,0.0,6.380000000000001,98.0,98.0,196.0
Maximum_duration_of_Visit_min_medical,0.0,0.0,0.0,0.0,6.4,98.0,101.0,199.0
Number_of_Visits_std_medical,0.0,0.0,0.0,0.0,6.419999999999999,98.0,102.0,200.0
Number_of_Visits_max_medical,0.0,0.0,0.0,0.0,7.18,98.0,103.0,201.0
word_count_screen_mean_medical,0.0,0.0,0.0,0.0,7.26,98.0,104.0,202.0
Time_to_first_Visit_mean_medical,0.0,0.0,0.0,0.0,7.340000000000001,98.0,105.0,203.0
Minimum_duration_of_fixations_mean_medical,0.0,0.0,0.0,0.0,7.360000000000001,98.0,106.0,204.0
id.line_max_medical,0.0,0.0,0.0,0.0,7.360000000000001,98.0,106.0,204.0
Time_to_first_Visit_std_medical,0.0,0.0,0.0,0.0,7.380000000000001,98.0,108.0,206.0
id.line_min_medical,0.0,0.0,0.0,0.0,7.4,98.0,109.0,207.0
Time_to_first_Visit_max_medical,0.0,0.0,0.0,0.0,7.4,98.0,109.0,207.0
Time_to_first_Visit_min_medical,0.0,0.0,0.0,0.0,7.4,98.0,109.0,207.0
Duration_of_first_Visit_mean_medical,0.0,0.0,0.0,0.0,7.419999999999999,98.0,112.0,210.0
Duration_of_first_Visit_min_medical,0.0,0.0,0.0,0.0,8.2,98.0,113.0,211.0
Duration_of_first_Visit_std_medical,0.0,0.0,0.0,0.0,8.2,98.0,113.0,211.0
id.line_std_medical,0.0,0.0,0.0,0.0,8.32,98.0,115.0,213.0
Average_duration_of_fixations_max_medical,0.0,0.0,0.0,0.0,8.360000000000001,98.0,116.0,214.0
Duration_of_first_Visit_max_medical,0.0,0.0,0.0,0.0,8.38,98.0,117.0,215.0
Number_of_saccades_in_AOI_std_medical,0.0,0.0,0.0,0.0,8.4,98.0,118.0,216.0
Time_to_entry_saccade_min_medical,5.0,2.0,1.0,2.0,9.092,93.0,123.0,216.0
id.line_mean_medical,0.0,0.0,0.0,0.0,8.4,98.0,118.0,216.0
Number_of_saccades_in_AOI_max_medical,0.0,0.0,0.0,0.0,8.4,98.0,118.0,216.0
Time_to_entry_saccade_mean_medical,0.0,0.0,0.0,0.0,8.419999999999998,98.0,121.0,219.0
Number_of_saccades_in_AOI_mean_medical,0.0,0.0,0.0,0.0,8.5,98.0,122.0,220.0
Time_to_entry_saccade_std_medical,0.0,0.0,0.0,0.0,9.16,98.0,124.0,222.0
right_dependents_max_medical,0.0,0.0,0.0,0.0,9.24,98.0,125.0,223.0
Average_duration_of_fixations_min_medical,0.0,0.0,0.0,0.0,9.360000000000001,98.0,126.0,224.0
Time_to_entry_saccade_max_medical,0.0,0.0,0.0,0.0,9.38,98.0,127.0,225.0
right_dependents_std_medical,0.0,0.0,0.0,0.0,9.4,98.0,128.0,226.0
right_dependents_mean_medical,0.0,0.0,0.0,0.0,9.4,98.0,128.0,226.0
Time_to_exit_saccade_std_medical,0.0,0.0,0.0,0.0,9.4,98.0,128.0,226.0
Time_to_exit_saccade_mean_medical,0.0,0.0,0.0,0.0,9.4,98.0,128.0,226.0
First-pass_regression_std_medical,25.0,10.0,5.0,10.0,11.02,84.0,143.0,227.0
tag.id_std_medical,0.0,0.0,0.0,0.0,9.860000000000001,98.0,132.0,230.0
Time_to_exit_saccade_max_medical,0.0,0.0,0.0,0.0,10.1,98.0,133.0,231.0
left_dependents_max_medical,0.0,0.0,0.0,0.0,10.280000000000001,98.0,134.0,232.0
Peak_velocity_of_exit_saccade_min_medical,10.0,4.0,2.0,4.0,11.084,88.0,144.0,232.0
Average_duration_of_fixations_std_medical,0.0,0.0,0.0,0.0,10.38,98.0,135.0,233.0
Sentence_id_current_std_medical,0.0,0.0,0.0,0.0,10.38,98.0,135.0,233.0
left_dependents_mean_medical,0.0,0.0,0.0,0.0,10.4,98.0,137.0,235.0
left_dependents_std_medical,0.0,0.0,0.0,0.0,10.4,98.0,137.0,235.0
Sentence_id_current_max_medical,0.0,0.0,0.0,0.0,10.4,98.0,137.0,235.0
Sentence_id_current_mean_medical,0.0,0.0,0.0,0.0,10.4,98.0,137.0,235.0
Sentence_id_current_min_medical,0.0,0.0,0.0,0.0,10.4,98.0,137.0,235.0
Peak_velocity_of_entry_saccade_min_medical,5.0,2.0,1.0,2.0,11.192,93.0,145.0,238.0
Peak_velocity_of_entry_saccade_std_medical,0.0,0.0,0.0,0.0,10.559999999999999,98.0,142.0,240.0
tag.id_max_medical,0.0,0.0,0.0,0.0,11.2,98.0,146.0,244.0
tag.id_mean_medical,0.0,0.0,0.0,0.0,11.2,98.0,146.0,244.0
id.phrase.in.brackets_max_medical,0.0,0.0,0.0,0.0,11.3,98.0,148.0,246.0
Average_duration_of_fixations_mean_medical,0.0,0.0,0.0,0.0,11.38,98.0,149.0,247.0
Peak_velocity_of_entry_saccade_max_medical,0.0,0.0,0.0,0.0,11.4,98.0,150.0,248.0
Peak_velocity_of_exit_saccade_std_medical,0.0,0.0,0.0,0.0,11.419999999999998,98.0,151.0,249.0
First-pass_duration_std_medical,0.0,0.0,0.0,0.0,11.84,98.0,152.0,250.0
Selective_regression-path_duration_mean_medical,10.0,4.0,2.0,4.0,12.864,88.0,163.0,251.0
id.phrase.in.brackets_std_medical,0.0,0.0,0.0,0.0,12.2,98.0,153.0,251.0
Peak_velocity_of_exit_saccade_max_medical,0.0,0.0,0.0,0.0,12.24,98.0,154.0,252.0
id.phrase.in.brackets_mean_medical,0.0,0.0,0.0,0.0,12.26,98.0,155.0,253.0
First-pass_first_fixation_duration_mean_medical,0.0,0.0,0.0,0.0,12.3,98.0,156.0,254.0
AOI_length_max_medical,0.0,0.0,0.0,0.0,12.34,98.0,157.0,255.0
First-pass_first_fixation_duration_std_medical,0.0,0.0,0.0,0.0,12.360000000000001,98.0,158.0,256.0
Total_duration_of_fixations_max_medical,0.0,0.0,0.0,0.0,12.38,98.0,159.0,257.0
First-pass_first_fixation_duration_max_medical,0.0,0.0,0.0,0.0,12.38,98.0,159.0,257.0
AOI_length_std_medical,0.0,0.0,0.0,0.0,12.4,98.0,161.0,259.0
First-pass_duration_mean_medical,0.0,0.0,0.0,0.0,12.44,98.0,162.0,260.0
AOI_length_mean_medical,0.0,0.0,0.0,0.0,13.24,98.0,164.0,262.0
First-pass_duration_max_medical,0.0,0.0,0.0,0.0,13.3,98.0,165.0,263.0
word_id_text_max_medical,0.0,0.0,0.0,0.0,13.360000000000003,98.0,166.0,264.0
word_id_text_std_medical,0.0,0.0,0.0,0.0,13.360000000000003,98.0,166.0,264.0
First-pass_regression_mean_medical,5.0,2.0,1.0,2.0,13.772,93.0,173.0,266.0
Total_duration_of_fixations_std_medical,0.0,0.0,0.0,0.0,13.38,98.0,168.0,266.0
word_id_text_min_medical,0.0,0.0,0.0,0.0,13.4,98.0,169.0,267.0
Average_whole-fixation_eye_openness_std_medical,5.0,2.0,1.0,2.0,14.072,93.0,174.0,267.0
word_id_text_mean_medical,0.0,0.0,0.0,0.0,13.419999999999998,98.0,170.0,268.0
Selective_regression-path_duration_std_medical,0.0,0.0,0.0,0.0,13.439999999999998,98.0,171.0,269.0
word_id_screen_max_medical,0.0,0.0,0.0,0.0,13.6,98.0,172.0,270.0
word_id_screen_std_medical,0.0,0.0,0.0,0.0,14.3,98.0,175.0,273.0
Average_whole-fixation_eye_openness_mean_medical,0.0,0.0,0.0,0.0,14.38,98.0,176.0,274.0
Total_duration_of_fixations_mean_medical,0.0,0.0,0.0,0.0,14.4,98.0,177.0,275.0
Regression-path_duration_std_medical,0.0,0.0,0.0,0.0,14.4,98.0,177.0,275.0
Regression-path_duration_mean_medical,0.0,0.0,0.0,0.0,14.4,98.0,177.0,275.0
word_id_screen_mean_medical,0.0,0.0,0.0,0.0,14.4,98.0,177.0,275.0
Average_whole-fixation_eye_openness_max_medical,0.0,0.0,0.0,0.0,14.4,98.0,177.0,275.0
Regression-path_duration_max_medical,0.0,0.0,0.0,0.0,14.4,98.0,177.0,275.0
