Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Average_whole-fixation_eye_openness_mean_clinical_original,7.0,2.8000000000000003,1.4,2.8,4.247379806580468,91.0,99.0,190.0
Average_whole-fixation_eye_openness_std_clinical_original,8.0,3.2,1.6,3.2,4.116612745837597,89.0,103.0,192.0
Average_duration_of_Visit_mean_medical_original,4.0,1.6,1.0,2.0,4.265936821801326,96.0,98.0,194.0
Duration_of_first_Visit_max_medical_original,3.0,1.2,3.0,6.0,4.368087159795521,99.0,96.0,195.0
Duration_of_first_Visit_std_clinical_original,1.0,0.4,1.0,2.0,4.518638499983677,106.0,92.0,198.0
Maximum_duration_of_whole_fixations_std_medical_simple,2.0,0.8,2.0,4.0,4.384235425234539,103.0,95.0,198.0
Time_to_first_Visit_max_clinical_simple,3.0,1.2,3.0,6.0,4.159766630264204,99.0,102.0,201.0
Maximum_duration_of_Visit_mean_medical_original,1.0,0.4,1.0,2.0,4.201189026512304,106.0,100.0,206.0
Duration_of_first_Visit_min_clinical_simple,1.0,0.4,1.0,2.0,4.076705126176542,106.0,104.0,210.0
Duration_of_first_whole_fixation_mean_clinical_simple,2.0,0.8,2.0,4.0,3.961676476970136,103.0,107.0,210.0
Maximum_duration_of_Visit_mean_clinical_original,1.0,0.4,1.0,2.0,4.0410686086107495,106.0,105.0,211.0
Minimum_duration_of_Visit_mean_medical_original,1.0,0.4,1.0,2.0,3.9841094460080613,106.0,106.0,212.0
Time_to_first_Visit_std_medical_original,2.0,0.8,2.0,4.0,3.945963756172868,103.0,109.0,212.0
Duration_of_first_Visit_mean_medical_original,1.0,0.4,1.0,2.0,3.917770812946839,106.0,110.0,216.0
Average_duration_of_fixations_mean_clinical_simple,1.0,0.4,1.0,2.0,3.824571988107482,106.0,112.0,218.0
Time_to_exit_saccade_min_medical_original,6.0,2.4,1.5,3.0,3.476849859080393,92.0,127.0,219.0
Average_duration_of_whole_fixations_mean_clinical_simple,1.0,0.4,1.0,2.0,3.800918388709033,106.0,114.0,220.0
Duration_of_first_fixation_mean_clinical_simple,1.0,0.4,1.0,2.0,3.766192154743952,106.0,116.0,222.0
Peak_velocity_of_exit_saccade_min_medical_simple,0.0,0.0,0.0,0.0,4.163690688557722,122.0,101.0,223.0
Peak_velocity_of_entry_saccade_min_clinical_simple,1.0,0.4,1.0,2.0,3.715583752346447,106.0,118.0,224.0
Total_duration_of_fixations_max_clinical_simple,1.0,0.4,1.0,2.0,3.600404609553744,106.0,123.0,229.0
Duration_of_first_Visit_std_medical_original,0.0,0.0,0.0,0.0,3.9554042950036377,122.0,108.0,230.0
Number_of_saccades_in_AOI_std_clinical_simple,0.0,0.0,0.0,0.0,3.82986826861002,122.0,111.0,233.0
Minimum_duration_of_fixations_mean_clinical_simple,1.0,0.4,1.0,2.0,3.4436593958681088,106.0,128.0,234.0
Average_whole-fixation_eye_openness_max_clinical_original,5.0,2.0,1.25,2.5,2.9459013513243453,94.0,141.0,235.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,1.0,0.4,1.0,2.0,3.4091759154372085,106.0,129.0,235.0
Peak_velocity_of_entry_saccade_min_medical_simple,0.0,0.0,0.0,0.0,3.810858355427353,122.0,113.0,235.0
id.phrase.in.brackets_min_medical_original,0.0,0.0,0.0,0.0,3.782199493085721,122.0,115.0,237.0
Maximum_duration_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.7417335110793473,122.0,117.0,239.0
tag.id_min_medical_original,0.0,0.0,0.0,0.0,3.7152333122954593,122.0,119.0,241.0
Maximum_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,3.7127226678991376,122.0,120.0,242.0
Total_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,3.6952284270053837,122.0,121.0,243.0
Duration_of_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,3.6023126217603343,122.0,122.0,244.0
First-pass_duration_std_clinical_original,0.0,0.0,0.0,0.0,3.5743650430758747,122.0,124.0,246.0
Duration_of_first_Visit_max_clinical_original,0.0,0.0,0.0,0.0,3.537692163615612,122.0,125.0,247.0
Average_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,3.4885262781527557,122.0,126.0,248.0
Time_to_first_Visit_mean_medical_original,0.0,0.0,0.0,0.0,3.4051312354620165,122.0,130.0,252.0
First-pass_duration_mean_clinical_original,0.0,0.0,0.0,0.0,3.268832472238165,122.0,131.0,253.0
Number_of_saccades_in_AOI_std_medical_simple,0.0,0.0,0.0,0.0,3.203761956648799,122.0,132.0,254.0
First-pass_first_fixation_duration_std_medical_simple,0.0,0.0,0.0,0.0,3.198738043724325,122.0,133.0,255.0
Duration_of_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,3.1907477743171038,122.0,134.0,256.0
Total_duration_of_Visit_max_medical_original,1.0,0.4,1.0,2.0,2.7955049781915897,106.0,150.0,256.0
Average_duration_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,3.1907029936844395,122.0,135.0,257.0
Duration_of_first_fixation_std_medical_simple,0.0,0.0,0.0,0.0,3.1500354287205594,122.0,136.0,258.0
Minimum_duration_of_fixations_min_medical_simple,0.0,0.0,0.0,0.0,3.0303657441734964,122.0,137.0,259.0
First-pass_duration_max_medical_simple,0.0,0.0,0.0,0.0,3.0010294816505807,122.0,138.0,260.0
Average_pupil_diameter_max_medical_original,0.0,0.0,0.0,0.0,2.983640687979421,122.0,139.0,261.0
Time_to_entry_saccade_min_medical_original,0.0,0.0,0.0,0.0,2.951344455449355,122.0,140.0,262.0
Total_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,2.916621389714595,122.0,142.0,264.0
Average_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.874479934716121,122.0,143.0,265.0
Time_to_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,2.8681876634064314,122.0,144.0,266.0
Total_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.855287201716595,122.0,145.0,267.0
Time_to_first_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,2.852211658514893,122.0,146.0,268.0
Total_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.8303495164499077,122.0,147.0,269.0
Average_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.828142159433704,122.0,148.0,270.0
Total_duration_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,2.8146984368162693,122.0,149.0,271.0
Time_to_exit_saccade_min_medical_simple,0.0,0.0,0.0,0.0,2.790286814364556,122.0,151.0,273.0
First-pass_duration_max_clinical_original,0.0,0.0,0.0,0.0,2.7898642757652534,122.0,152.0,274.0
Number_of_saccades_in_AOI_mean_clinical_simple,0.0,0.0,0.0,0.0,2.7562690645219017,122.0,153.0,275.0
word_id_text_min_medical_original,0.0,0.0,0.0,0.0,2.748894311532328,122.0,154.0,276.0
Average_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,2.736948138801344,122.0,155.0,277.0
tag.id_mean_clinical_original,4.0,1.6,1.0,2.0,2.3735483675037106,96.0,182.0,278.0
Minimum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,2.727302545945571,122.0,156.0,278.0
Duration_of_first_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,2.7214806182587723,122.0,157.0,279.0
Number_of_Visits_mean_clinical_simple,0.0,0.0,0.0,0.0,2.718973613222438,122.0,158.0,280.0
Total_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,2.701982795998409,122.0,159.0,281.0
Maximum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,2.674830346682088,122.0,160.0,282.0
Maximum_duration_of_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,2.670457220891182,122.0,161.0,283.0
First-pass_duration_mean_medical_simple,0.0,0.0,0.0,0.0,2.657743826685751,122.0,162.0,284.0
Sentence_id_current_min_medical_original,0.0,0.0,0.0,0.0,2.613018300366382,122.0,163.0,285.0
Average_duration_of_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,2.610890390464973,122.0,164.0,286.0
Number_of_saccades_in_AOI_max_medical_simple,0.0,0.0,0.0,0.0,2.6012836843699243,122.0,165.0,287.0
Average_whole-fixation_pupil_diameter_mean_medical_original,0.0,0.0,0.0,0.0,2.591666190248536,122.0,166.0,288.0
Average_pupil_diameter_mean_medical_original,0.0,0.0,0.0,0.0,2.585215485501463,122.0,167.0,289.0
Regression-path_duration_max_medical_simple,0.0,0.0,0.0,0.0,2.546400825045016,122.0,168.0,290.0
Time_to_entry_saccade_mean_clinical_simple,0.0,0.0,0.0,0.0,2.534014920881938,122.0,169.0,291.0
Maximum_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,2.512830062820212,122.0,170.0,292.0
Maximum_duration_of_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,2.512830062820212,122.0,170.0,292.0
Number_of_Visits_max_medical_original,1.0,0.4,1.0,2.0,2.353193189332602,106.0,186.0,292.0
Average_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,2.509674754281681,122.0,172.0,294.0
Average_duration_of_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,2.469726643459261,122.0,173.0,295.0
Minimum_duration_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,2.46953302759352,122.0,174.0,296.0
Total_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,2.4602787603769367,122.0,175.0,297.0
Time_to_exit_saccade_mean_clinical_simple,0.0,0.0,0.0,0.0,2.458522372925882,122.0,176.0,298.0
Total_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,2.4390188703990066,122.0,177.0,299.0
Total_duration_of_fixations_max_medical_simple,0.0,0.0,0.0,0.0,2.42891903848573,122.0,178.0,300.0
Duration_of_first_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,2.3957102776015566,122.0,179.0,301.0
right_dependents_std_clinical_simple,0.0,0.0,0.0,0.0,2.39363097012846,122.0,180.0,302.0
First-pass_regression_std_medical_original,0.0,0.0,0.0,0.0,2.384709381655889,122.0,181.0,303.0
Maximum_duration_of_Visit_min_medical_original,0.0,0.0,0.0,0.0,2.372076870559633,122.0,183.0,305.0
right_dependents_mean_clinical_simple,0.0,0.0,0.0,0.0,2.3687020224233213,122.0,184.0,306.0
Duration_of_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,2.357846812626148,122.0,185.0,307.0
Duration_of_first_fixation_max_medical_simple,0.0,0.0,0.0,0.0,2.3413501173228832,122.0,187.0,309.0
Duration_of_first_whole_fixation_max_medical_simple,0.0,0.0,0.0,0.0,2.3413501173228832,122.0,187.0,309.0
Time_to_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,2.3237294878272583,122.0,189.0,311.0
Minimum_duration_of_Visit_min_medical_simple,0.0,0.0,0.0,0.0,2.3069474907416687,122.0,190.0,312.0
Time_to_first_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,2.3030878626094515,122.0,191.0,313.0
Minimum_duration_of_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.2945984743695407,122.0,192.0,314.0
Time_to_first_whole_fixation_min_medical_simple,0.0,0.0,0.0,0.0,2.285840970726411,122.0,193.0,315.0
Total_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,2.26344939580607,122.0,194.0,316.0
Sentence_id_current_mean_clinical_simple,0.0,0.0,0.0,0.0,2.262678283840719,122.0,195.0,317.0
Number_of_saccades_in_AOI_mean_medical_simple,0.0,0.0,0.0,0.0,2.252329581027394,122.0,196.0,318.0
Average_duration_of_Visit_min_medical_original,0.0,0.0,0.0,0.0,2.2501188125270857,122.0,197.0,319.0
Minimum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,2.2426754739555603,122.0,198.0,320.0
First-pass_first_fixation_duration_mean_clinical_original,0.0,0.0,0.0,0.0,2.2169142600298453,122.0,199.0,321.0
Maximum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,2.2156376264963584,122.0,200.0,322.0
Maximum_duration_of_fixations_max_medical_original,0.0,0.0,0.0,0.0,2.2156376264963584,122.0,200.0,322.0
word_frequency_screen_min_medical_simple,0.0,0.0,0.0,0.0,2.1903692949775664,122.0,202.0,324.0
Average_pupil_diameter_min_medical_original,0.0,0.0,0.0,0.0,2.147124342646085,122.0,203.0,325.0
Average_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,2.1421813690386413,122.0,204.0,326.0
Average_duration_of_fixations_max_medical_simple,0.0,0.0,0.0,0.0,2.1421813690386413,122.0,204.0,326.0
word_id_text_mean_clinical_simple,0.0,0.0,0.0,0.0,2.1420749062066013,122.0,206.0,328.0
id.line_std_clinical_simple,0.0,0.0,0.0,0.0,2.1409496920371103,122.0,207.0,329.0
word_id_text_std_clinical_simple,0.0,0.0,0.0,0.0,2.140949692037069,122.0,208.0,330.0
word_id_text_max_clinical_simple,0.0,0.0,0.0,0.0,2.1398245296292298,122.0,209.0,331.0
total_word_count_text_max_clinical_simple,0.0,0.0,0.0,0.0,2.1398245296292298,122.0,209.0,331.0
total_word_count_text_mean_clinical_simple,0.0,0.0,0.0,0.0,2.1398245296292298,122.0,209.0,331.0
total_word_count_text_min_clinical_simple,0.0,0.0,0.0,0.0,2.1398245296292298,122.0,209.0,331.0
word_frequency_screen_mean_medical_simple,0.0,0.0,0.0,0.0,2.1106667016980207,122.0,213.0,335.0
Peak_velocity_of_exit_saccade_mean_medical_simple,0.0,0.0,0.0,0.0,2.1040951304910767,122.0,214.0,336.0
AOI_length_mean_clinical_simple,0.0,0.0,0.0,0.0,2.102489819799996,122.0,215.0,337.0
AOI_length_std_clinical_simple,0.0,0.0,0.0,0.0,2.0988670339853432,122.0,216.0,338.0
Number_of_Visits_mean_medical_original,0.0,0.0,0.0,0.0,2.098179557285947,122.0,217.0,339.0
total_lemma_count_text_mean_clinical_simple,0.0,0.0,0.0,0.0,2.0858738084211965,122.0,218.0,340.0
total_lemma_count_text_max_clinical_simple,0.0,0.0,0.0,0.0,2.0858738084211965,122.0,218.0,340.0
total_lemma_count_text_min_clinical_simple,0.0,0.0,0.0,0.0,2.0858738084211965,122.0,218.0,340.0
Minimum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,2.084842715511362,122.0,221.0,343.0
Time_to_entry_saccade_std_clinical_simple,0.0,0.0,0.0,0.0,2.0767203822615405,122.0,222.0,344.0
First-pass_duration_std_medical_original,0.0,0.0,0.0,0.0,2.0596278741381053,122.0,223.0,345.0
First-pass_first_fixation_duration_mean_medical_simple,0.0,0.0,0.0,0.0,2.056359286163232,122.0,224.0,346.0
Average_whole-fixation_pupil_diameter_min_medical_original,0.0,0.0,0.0,0.0,2.026850720595829,122.0,225.0,347.0
Sentence_id_current_max_clinical_simple,0.0,0.0,0.0,0.0,2.009999170278252,122.0,226.0,348.0
Minimum_duration_of_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,2.009512715096692,122.0,227.0,349.0
AOI_length_std_medical_simple,0.0,0.0,0.0,0.0,1.9975452344669535,122.0,228.0,350.0
Minimum_duration_of_Visit_min_clinical_simple,0.0,0.0,0.0,0.0,1.9728682034036926,122.0,229.0,351.0
Total_duration_of_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,1.9286230063852063,122.0,230.0,352.0
Number_of_saccades_in_AOI_max_clinical_simple,0.0,0.0,0.0,0.0,1.9282191390625905,122.0,231.0,353.0
word_id_screen_max_clinical_simple,0.0,0.0,0.0,0.0,1.922957645969896,122.0,232.0,354.0
total_word_count_screen_max_clinical_simple,0.0,0.0,0.0,0.0,1.922957645969896,122.0,232.0,354.0
word_count_screen_mean_medical_simple,0.0,0.0,0.0,0.0,1.9101520161574868,122.0,234.0,356.0
word_frequency_text_mean_medical_simple,0.0,0.0,0.0,0.0,1.9088857843237812,122.0,235.0,357.0
Regression-path_duration_mean_clinical_simple,0.0,0.0,0.0,0.0,1.9028812340992443,122.0,236.0,358.0
Sentence_id_current_std_clinical_simple,0.0,0.0,0.0,0.0,1.8883556045643524,122.0,237.0,359.0
Time_to_exit_saccade_std_clinical_simple,0.0,0.0,0.0,0.0,1.860910959759985,122.0,238.0,360.0
Total_duration_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,1.8212541371006623,122.0,239.0,361.0
Duration_of_first_fixation_max_clinical_original,0.0,0.0,0.0,0.0,1.8020791732529933,122.0,240.0,362.0
