Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Average_pupil_diameter_mean_medical_simple,241.0,96.39999999999999,48.2,96.4,1.048,25.0,18.0,43.0
Total_duration_of_whole_fixations_mean_medical_simple,244.0,97.6,48.8,97.6,1.06,23.0,24.0,47.0
Average_pupil_diameter_max_medical_simple,244.0,97.6,48.8,97.6,1.06,23.0,24.0,47.0
total_lemma_count_text_std_content,238.0,95.19999999999999,47.6,95.2,1.06,27.0,24.0,51.0
word_frequency_screen_min_content,241.0,96.39999999999999,48.2,96.4,1.072,25.0,27.0,52.0
Total_duration_of_whole_fixations_std_clinical_original,238.0,95.19999999999999,47.6,95.2,1.084,27.0,28.0,55.0
Average_pupil_diameter_mean_medical_original,232.0,92.80000000000001,46.4,92.8,1.0959999999999999,29.0,29.0,58.0
Total_duration_of_whole_fixations_mean_clinical_simple,232.0,92.80000000000001,46.4,92.8,1.108,29.0,30.0,59.0
Total_duration_of_whole_fixations_mean_clinical_original,227.0,90.8,45.4,90.8,1.1400000000000001,31.0,31.0,62.0
Total_duration_of_whole_fixations_std_clinical_simple,227.0,90.8,45.4,90.8,1.208,31.0,32.0,63.0
total_lemma_count_text_max_content,227.0,90.8,45.4,90.8,1.296,31.0,36.0,67.0
total_lemma_count_text_min_content,226.0,90.4,45.2,90.4,1.216,34.0,33.0,67.0
Total_duration_of_whole_fixations_max_clinical_simple,217.0,86.8,43.4,86.8,1.2879999999999998,35.0,34.0,69.0
Total_duration_of_whole_fixations_max_clinical_original,214.0,85.6,42.8,85.6,1.2879999999999998,36.0,34.0,70.0
Total_duration_of_whole_fixations_std_medical_simple,154.0,61.6,30.8,61.6,1.468,39.0,37.0,76.0
Total_duration_of_whole_fixations_max_medical_original,188.0,75.2,37.6,75.2,1.624,37.0,39.0,76.0
Total_duration_of_whole_fixations_std_medical_original,142.0,56.8,28.4,56.8,1.5399999999999998,41.0,38.0,79.0
Average_pupil_diameter_mean_clinical_simple,136.0,54.400000000000006,27.2,54.400000000000006,2.104,42.0,41.0,83.0
word_frequency_screen_std_content,118.0,47.199999999999996,23.6,47.2,2.056,45.0,40.0,85.0
total_word_count_text_min_content,103.0,41.199999999999996,20.6,41.2,2.1759999999999997,48.0,42.0,90.0
word_frequency_screen_mean_content,103.0,41.199999999999996,20.6,41.2,2.1759999999999997,48.0,42.0,90.0
total_word_count_text_max_content,103.0,41.199999999999996,20.6,41.2,2.1759999999999997,48.0,42.0,90.0
Total_duration_of_whole_fixations_max_medical_simple,106.0,42.4,21.2,42.4,2.272,47.0,45.0,92.0
Average_pupil_diameter_mean_clinical_original,133.0,53.2,26.6,53.2,2.548,43.0,50.0,93.0
Average_duration_of_whole_fixations_mean_clinical_original,103.0,41.199999999999996,20.6,41.2,2.3200000000000003,48.0,46.0,94.0
Average_duration_of_whole_fixations_mean_medical_original,109.0,43.6,21.8,43.6,2.38,46.0,49.0,95.0
total_word_count_text_std_content,100.0,40.0,50.0,100.0,2.3440000000000003,53.0,47.0,100.0
Average_duration_of_whole_fixations_mean_clinical_simple,100.0,40.0,50.0,100.0,2.356,53.0,48.0,101.0
total_word_count_text_mean_content,100.0,40.0,50.0,100.0,2.7399999999999998,53.0,52.0,105.0
total_word_count_screen_max_content,100.0,40.0,50.0,100.0,2.7640000000000002,53.0,53.0,106.0
Average_duration_of_whole_fixations_std_clinical_original,100.0,40.0,50.0,100.0,2.872,53.0,54.0,107.0
Average_duration_of_whole_fixations_std_clinical_simple,100.0,40.0,50.0,100.0,2.968,53.0,55.0,108.0
Average_duration_of_whole_fixations_std_medical_original,100.0,40.0,50.0,100.0,3.0160000000000005,53.0,56.0,109.0
Average_duration_of_whole_fixations_mean_medical_simple,98.0,39.2,49.0,98.0,2.7,61.0,51.0,112.0
Average_duration_of_whole_fixations_max_medical_simple,101.0,40.400000000000006,20.2,40.4,3.4240000000000004,52.0,61.0,113.0
Average_duration_of_whole_fixations_max_medical_original,98.0,39.2,49.0,98.0,3.4159999999999995,61.0,60.0,121.0
total_word_count_screen_min_content,100.0,40.0,50.0,100.0,3.568,53.0,70.0,123.0
Average_duration_of_whole_fixations_std_medical_simple,96.0,38.4,48.0,96.0,3.1839999999999997,66.0,57.0,123.0
Average_duration_of_whole_fixations_min_clinical_simple,98.0,39.2,49.0,98.0,3.428,61.0,62.0,123.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,96.0,38.4,48.0,96.0,3.3280000000000003,66.0,59.0,125.0
Minimum_duration_of_whole_fixations_mean_clinical_original,98.0,39.2,49.0,98.0,3.472,61.0,65.0,126.0
Minimum_duration_of_whole_fixations_mean_medical_simple,98.0,39.2,49.0,98.0,3.532,61.0,68.0,129.0
Average_duration_of_whole_fixations_min_medical_original,96.0,38.4,48.0,96.0,3.4599999999999995,66.0,63.0,129.0
Average_duration_of_whole_fixations_max_clinical_original,96.0,38.4,48.0,96.0,3.468,66.0,64.0,130.0
Average_duration_of_whole_fixations_min_clinical_original,96.0,38.4,48.0,96.0,3.5200000000000005,66.0,67.0,133.0
Duration_of_first_fixation_max_medical_simple,81.0,32.4,16.2,32.4,3.224,77.0,58.0,135.0
Average_duration_of_whole_fixations_min_medical_simple,94.0,37.6,47.0,94.0,3.4799999999999995,73.0,66.0,139.0
Minimum_duration_of_whole_fixations_std_clinical_simple,96.0,38.4,48.0,96.0,4.076,66.0,74.0,140.0
Minimum_duration_of_whole_fixations_std_clinical_original,96.0,38.4,48.0,96.0,4.116,66.0,76.0,142.0
Minimum_duration_of_whole_fixations_mean_medical_original,93.0,37.2,18.6,37.2,3.5400000000000005,75.0,69.0,144.0
Average_duration_of_whole_fixations_max_clinical_simple,94.0,37.6,18.8,37.6,3.6480000000000006,73.0,71.0,144.0
total_word_count_screen_mean_content,72.0,28.799999999999997,36.0,72.0,4.0600000000000005,79.0,73.0,152.0
Minimum_duration_of_whole_fixations_std_medical_original,92.0,36.8,46.0,92.0,4.172,76.0,77.0,153.0
Minimum_duration_of_whole_fixations_min_clinical_original,76.0,30.4,38.0,76.0,4.376,78.0,78.0,156.0
Duration_of_first_fixation_max_medical_original,57.0,22.8,11.4,22.8,4.0840000000000005,82.0,75.0,157.0
total_word_count_screen_std_content,33.0,13.200000000000001,6.6,13.200000000000001,3.812,87.0,72.0,159.0
Minimum_duration_of_whole_fixations_max_clinical_original,60.0,24.0,12.0,24.0,4.544,81.0,79.0,160.0
Minimum_duration_of_whole_fixations_std_medical_simple,70.0,28.000000000000004,35.0,70.0,4.7,80.0,81.0,161.0
Minimum_duration_of_whole_fixations_min_clinical_simple,54.0,21.6,27.0,54.0,4.604,83.0,80.0,163.0
Duration_of_first_fixation_max_clinical_simple,44.0,17.599999999999998,8.8,17.6,4.928,84.0,82.0,166.0
Minimum_duration_of_whole_fixations_min_medical_original,12.0,4.8,6.0,12.0,5.2,90.0,83.0,173.0
Peak_velocity_of_exit_saccade_mean_content,130.0,52.0,26.0,52.0,10.032,44.0,130.0,174.0
Duration_of_first_fixation_max_clinical_original,38.0,15.2,7.6,15.2,5.764,86.0,91.0,177.0
Minimum_duration_of_whole_fixations_max_medical_simple,10.0,4.0,2.0,4.0,5.683999999999999,92.0,90.0,182.0
word_count_text_max_content,8.0,3.2,4.0,8.0,5.287999999999999,99.0,84.0,183.0
Duration_of_first_fixation_min_medical_simple,12.0,4.8,2.4,4.8,7.324,90.0,102.0,192.0
Minimum_duration_of_whole_fixations_min_medical_simple,2.0,0.8,1.0,2.0,5.468,127.0,87.0,214.0
Duration_of_first_fixation_min_medical_original,5.0,2.0,1.0,2.0,8.452,100.0,115.0,215.0
word_count_text_std_content,0.0,0.0,0.0,0.0,5.4,130.0,85.0,215.0
word_count_text_mean_content,0.0,0.0,0.0,0.0,5.4,130.0,85.0,215.0
Minimum_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,5.5,130.0,88.0,218.0
Maximum_duration_of_whole_fixations_mean_clinical_original,2.0,0.8,1.0,2.0,6.272,127.0,92.0,219.0
Minimum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,5.659999999999999,130.0,89.0,219.0
Maximum_duration_of_whole_fixations_mean_medical_original,4.0,1.6,2.0,4.0,6.292,126.0,94.0,220.0
word_count_screen_max_content,0.0,0.0,0.0,0.0,6.279999999999999,130.0,93.0,223.0
Maximum_duration_of_whole_fixations_mean_clinical_simple,2.0,0.8,1.0,2.0,6.412000000000001,127.0,96.0,223.0
word_count_screen_std_content,0.0,0.0,0.0,0.0,6.4,130.0,95.0,225.0
Duration_of_first_fixation_min_clinical_simple,5.0,2.0,1.0,2.0,9.431999999999999,100.0,125.0,225.0
Maximum_duration_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,6.4799999999999995,130.0,97.0,227.0
Maximum_duration_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,6.62,130.0,98.0,228.0
Maximum_duration_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,6.640000000000001,130.0,99.0,229.0
word_count_screen_mean_content,0.0,0.0,0.0,0.0,6.68,130.0,100.0,230.0
Maximum_duration_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,7.3,130.0,101.0,231.0
Duration_of_first_Visit_min_medical_simple,145.0,57.99999999999999,29.0,57.99999999999999,15.948000000000002,40.0,192.0,232.0
Maximum_duration_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,7.340000000000001,130.0,103.0,233.0
id.line_max_content,0.0,0.0,0.0,0.0,7.360000000000001,130.0,104.0,234.0
id.line_min_content,0.0,0.0,0.0,0.0,7.380000000000001,130.0,105.0,235.0
Maximum_duration_of_whole_fixations_min_clinical_original,0.0,0.0,0.0,0.0,7.4,130.0,106.0,236.0
Maximum_duration_of_whole_fixations_min_clinical_simple,0.0,0.0,0.0,0.0,7.5,130.0,107.0,237.0
Maximum_duration_of_whole_fixations_min_medical_original,0.0,0.0,0.0,0.0,7.56,130.0,108.0,238.0
Duration_of_first_fixation_min_clinical_original,5.0,2.0,1.0,2.0,10.431999999999999,100.0,139.0,239.0
Maximum_duration_of_whole_fixations_min_medical_simple,0.0,0.0,0.0,0.0,7.76,130.0,109.0,239.0
Maximum_duration_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,7.82,130.0,110.0,240.0
id.line_std_content,0.0,0.0,0.0,0.0,8.1,130.0,111.0,241.0
Maximum_duration_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,8.26,130.0,112.0,242.0
id.line_mean_content,0.0,0.0,0.0,0.0,8.360000000000001,130.0,113.0,243.0
Maximum_duration_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,8.38,130.0,114.0,244.0
Duration_of_first_fixation_std_medical_simple,5.0,2.0,1.0,2.0,11.412,100.0,146.0,246.0
right_dependents_max_content,0.0,0.0,0.0,0.0,8.459999999999999,130.0,116.0,246.0
Maximum_duration_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,8.48,130.0,117.0,247.0
Number_of_whole_fixations_mean_clinical_simple,0.0,0.0,0.0,0.0,8.58,130.0,118.0,248.0
Number_of_whole_fixations_mean_clinical_original,0.0,0.0,0.0,0.0,8.74,130.0,119.0,249.0
Number_of_whole_fixations_mean_medical_original,0.0,0.0,0.0,0.0,8.82,130.0,120.0,250.0
right_dependents_std_content,0.0,0.0,0.0,0.0,9.26,130.0,121.0,251.0
Number_of_whole_fixations_mean_medical_simple,0.0,0.0,0.0,0.0,9.3,130.0,122.0,252.0
Number_of_whole_fixations_std_clinical_original,0.0,0.0,0.0,0.0,9.360000000000001,130.0,123.0,253.0
right_dependents_mean_content,0.0,0.0,0.0,0.0,9.4,130.0,124.0,254.0
Duration_of_first_fixation_std_medical_original,5.0,2.0,1.0,2.0,12.392,100.0,155.0,255.0
Number_of_whole_fixations_std_clinical_simple,0.0,0.0,0.0,0.0,9.6,130.0,126.0,256.0
Number_of_whole_fixations_std_medical_simple,0.0,0.0,0.0,0.0,9.64,130.0,127.0,257.0
Number_of_whole_fixations_std_medical_original,0.0,0.0,0.0,0.0,9.64,130.0,127.0,257.0
Number_of_whole_fixations_max_clinical_original,0.0,0.0,0.0,0.0,9.84,130.0,129.0,259.0
Number_of_whole_fixations_max_clinical_simple,0.0,0.0,0.0,0.0,10.24,130.0,131.0,261.0
left_dependents_max_content,0.0,0.0,0.0,0.0,10.24,130.0,131.0,261.0
left_dependents_std_content,0.0,0.0,0.0,0.0,10.360000000000001,130.0,133.0,263.0
Selective_regression-path_duration_max_medical_original,170.0,68.0,34.0,68.0,19.048,38.0,225.0,263.0
left_dependents_mean_content,0.0,0.0,0.0,0.0,10.4,130.0,134.0,264.0
Sentence_id_current_max_content,0.0,0.0,0.0,0.0,10.4,130.0,134.0,264.0
Sentence_id_current_std_content,0.0,0.0,0.0,0.0,10.4,130.0,134.0,264.0
Duration_of_first_fixation_std_clinical_simple,5.0,2.0,1.0,2.0,13.372,100.0,164.0,264.0
tag.id_max_content,0.0,0.0,0.0,0.0,10.4,130.0,134.0,264.0
Sentence_id_current_mean_content,0.0,0.0,0.0,0.0,10.4,130.0,134.0,264.0
tag.id_std_content,0.0,0.0,0.0,0.0,10.48,130.0,140.0,270.0
id.phrase.in.brackets_max_content,0.0,0.0,0.0,0.0,10.76,130.0,141.0,271.0
id.phrase.in.brackets_std_content,0.0,0.0,0.0,0.0,10.94,130.0,142.0,272.0
tag.id_mean_content,0.0,0.0,0.0,0.0,11.040000000000001,130.0,143.0,273.0
Number_of_whole_fixations_max_medical_original,0.0,0.0,0.0,0.0,11.26,130.0,144.0,274.0
Duration_of_first_fixation_std_clinical_original,5.0,2.0,1.0,2.0,14.352,100.0,174.0,274.0
Number_of_whole_fixations_max_medical_simple,0.0,0.0,0.0,0.0,11.4,130.0,145.0,275.0
Time_to_first_whole_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,11.48,130.0,147.0,277.0
id.phrase.in.brackets_mean_content,0.0,0.0,0.0,0.0,11.559999999999999,130.0,148.0,278.0
Time_to_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,11.58,130.0,149.0,279.0
AOI_length_max_content,0.0,0.0,0.0,0.0,11.64,130.0,150.0,280.0
Time_to_first_whole_fixation_mean_medical_original,0.0,0.0,0.0,0.0,11.68,130.0,151.0,281.0
AOI_length_min_content,0.0,0.0,0.0,0.0,12.280000000000001,130.0,152.0,282.0
Time_to_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,12.34,130.0,153.0,283.0
Selective_regression-path_duration_max_content,10.0,4.0,2.0,4.0,15.943999999999999,92.0,191.0,283.0
Time_to_first_whole_fixation_std_medical_original,0.0,0.0,0.0,0.0,12.360000000000001,130.0,154.0,284.0
Duration_of_first_fixation_mean_medical_simple,5.0,2.0,1.0,2.0,15.331999999999999,100.0,184.0,284.0
AOI_length_std_content,0.0,0.0,0.0,0.0,12.4,130.0,156.0,286.0
Time_to_first_whole_fixation_std_clinical_original,0.0,0.0,0.0,0.0,12.419999999999998,130.0,157.0,287.0
Time_to_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,12.44,130.0,158.0,288.0
AOI_length_mean_content,0.0,0.0,0.0,0.0,12.5,130.0,159.0,289.0
Time_to_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,12.6,130.0,160.0,290.0
Time_to_first_whole_fixation_min_clinical_original,0.0,0.0,0.0,0.0,12.9,130.0,161.0,291.0
word_id_text_max_content,0.0,0.0,0.0,0.0,13.26,130.0,162.0,292.0
Time_to_first_whole_fixation_min_clinical_simple,0.0,0.0,0.0,0.0,13.3,130.0,163.0,293.0
word_id_text_std_content,0.0,0.0,0.0,0.0,13.38,130.0,165.0,295.0
Time_to_first_whole_fixation_min_medical_simple,0.0,0.0,0.0,0.0,13.38,130.0,165.0,295.0
Duration_of_first_fixation_mean_medical_original,5.0,2.0,1.0,2.0,16.332,100.0,197.0,297.0
word_id_text_mean_content,0.0,0.0,0.0,0.0,13.4,130.0,167.0,297.0
Time_to_first_whole_fixation_min_medical_original,0.0,0.0,0.0,0.0,13.4,130.0,167.0,297.0
word_id_screen_max_content,0.0,0.0,0.0,0.0,13.419999999999998,130.0,169.0,299.0
word_id_screen_std_content,0.0,0.0,0.0,0.0,13.7,130.0,170.0,300.0
Time_to_first_whole_fixation_max_clinical_original,0.0,0.0,0.0,0.0,13.719999999999999,130.0,171.0,301.0
word_id_screen_mean_content,0.0,0.0,0.0,0.0,14.34,130.0,172.0,302.0
Time_to_first_whole_fixation_max_medical_original,0.0,0.0,0.0,0.0,14.34,130.0,172.0,302.0
Time_to_first_whole_fixation_max_clinical_simple,0.0,0.0,0.0,0.0,14.4,130.0,175.0,305.0
Time_to_first_whole_fixation_max_medical_simple,0.0,0.0,0.0,0.0,14.4,130.0,175.0,305.0
Duration_of_first_fixation_mean_clinical_simple,5.0,2.0,1.0,2.0,17.332,100.0,206.0,306.0
Duration_of_first_whole_fixation_mean_clinical_original,0.0,0.0,0.0,0.0,14.439999999999998,130.0,177.0,307.0
Duration_of_first_whole_fixation_mean_clinical_simple,0.0,0.0,0.0,0.0,14.479999999999999,130.0,178.0,308.0
Average_whole-fixation_eye_openness_max_content,0.0,0.0,0.0,0.0,14.52,130.0,179.0,309.0
Duration_of_first_whole_fixation_mean_medical_original,0.0,0.0,0.0,0.0,14.639999999999997,130.0,180.0,310.0
Duration_of_first_whole_fixation_mean_medical_simple,0.0,0.0,0.0,0.0,15.139999999999997,130.0,181.0,311.0
Average_whole-fixation_eye_openness_std_content,0.0,0.0,0.0,0.0,15.26,130.0,182.0,312.0
Duration_of_first_whole_fixation_std_clinical_original,0.0,0.0,0.0,0.0,15.3,130.0,183.0,313.0
Duration_of_first_whole_fixation_std_clinical_simple,0.0,0.0,0.0,0.0,15.38,130.0,185.0,315.0
Average_whole-fixation_eye_openness_mean_content,0.0,0.0,0.0,0.0,15.4,130.0,186.0,316.0
Duration_of_first_fixation_mean_clinical_original,5.0,2.0,1.0,2.0,18.312,100.0,216.0,316.0
Regression-path_duration_max_content,0.0,0.0,0.0,0.0,15.4,130.0,186.0,316.0
Duration_of_first_whole_fixation_std_medical_original,0.0,0.0,0.0,0.0,15.479999999999999,130.0,188.0,318.0
Regression-path_duration_std_content,0.0,0.0,0.0,0.0,15.580000000000002,130.0,189.0,319.0
Duration_of_first_whole_fixation_std_medical_simple,0.0,0.0,0.0,0.0,15.7,130.0,190.0,320.0
Peak_velocity_of_entry_saccade_min_content,10.0,4.0,2.0,4.0,19.624000000000002,92.0,230.0,322.0
Average_whole-fixation_pupil_diameter_mean_medical_original,0.0,0.0,0.0,0.0,16.2,130.0,193.0,323.0
Duration_of_first_whole_fixation_min_clinical_original,0.0,0.0,0.0,0.0,16.22,130.0,194.0,324.0
Peak_velocity_of_exit_saccade_min_content,5.0,2.0,1.0,2.0,19.032,100.0,224.0,324.0
Regression-path_duration_mean_content,0.0,0.0,0.0,0.0,16.259999999999998,130.0,195.0,325.0
Duration_of_first_whole_fixation_min_clinical_simple,0.0,0.0,0.0,0.0,16.28,130.0,196.0,326.0
Time_to_first_fixation_max_medical_simple,5.0,2.0,1.0,2.0,19.292,100.0,227.0,327.0
Duration_of_first_whole_fixation_min_medical_original,0.0,0.0,0.0,0.0,16.34,130.0,198.0,328.0
First-pass_regression_std_content,0.0,0.0,0.0,0.0,16.380000000000003,130.0,199.0,329.0
First-pass_regression_mean_content,0.0,0.0,0.0,0.0,16.419999999999998,130.0,200.0,330.0
Duration_of_first_whole_fixation_min_medical_simple,0.0,0.0,0.0,0.0,16.5,130.0,201.0,331.0
Duration_of_first_whole_fixation_max_clinical_original,0.0,0.0,0.0,0.0,16.759999999999998,130.0,202.0,332.0
Time_to_exit_saccade_min_content,10.0,4.0,2.0,4.0,20.584,92.0,241.0,333.0
Selective_regression-path_duration_std_content,0.0,0.0,0.0,0.0,17.2,130.0,203.0,333.0
Duration_of_first_whole_fixation_max_medical_simple,0.0,0.0,0.0,0.0,17.259999999999998,130.0,204.0,334.0
Duration_of_first_whole_fixation_max_medical_original,0.0,0.0,0.0,0.0,17.28,130.0,205.0,335.0
Minimum_duration_of_Visit_std_clinical_simple,40.0,16.0,8.0,16.0,21.496000000000002,85.0,251.0,336.0
Time_to_first_fixation_max_medical_original,5.0,2.0,1.0,2.0,20.272,100.0,236.0,336.0
First-pass_duration_max_content,0.0,0.0,0.0,0.0,17.380000000000003,130.0,207.0,337.0
Selective_regression-path_duration_mean_content,0.0,0.0,0.0,0.0,17.380000000000003,130.0,207.0,337.0
Average_whole-fixation_pupil_diameter_mean_clinical_original,0.0,0.0,0.0,0.0,17.419999999999998,130.0,209.0,339.0
Duration_of_first_whole_fixation_max_clinical_simple,0.0,0.0,0.0,0.0,17.419999999999998,130.0,209.0,339.0
First-pass_duration_std_content,0.0,0.0,0.0,0.0,17.56,130.0,211.0,341.0
Average_whole-fixation_pupil_diameter_mean_clinical_simple,0.0,0.0,0.0,0.0,17.72,130.0,212.0,342.0
Average_whole-fixation_pupil_diameter_mean_medical_simple,0.0,0.0,0.0,0.0,18.18,130.0,213.0,343.0
Average_duration_of_Visit_min_medical_simple,25.0,10.0,5.0,10.0,22.259999999999998,88.0,256.0,344.0
Average_whole-fixation_pupil_diameter_std_clinical_original,0.0,0.0,0.0,0.0,18.28,130.0,214.0,344.0
First-pass_duration_mean_content,0.0,0.0,0.0,0.0,18.3,130.0,215.0,345.0
Time_to_first_fixation_max_clinical_simple,5.0,2.0,1.0,2.0,21.252,100.0,246.0,346.0
Average_whole-fixation_pupil_diameter_std_clinical_simple,0.0,0.0,0.0,0.0,18.32,130.0,217.0,347.0
First-pass_first_fixation_duration_max_content,0.0,0.0,0.0,0.0,18.4,130.0,218.0,348.0
Average_whole-fixation_pupil_diameter_std_medical_original,0.0,0.0,0.0,0.0,18.6,130.0,219.0,349.0
Average_whole-fixation_pupil_diameter_min_clinical_original,0.0,0.0,0.0,0.0,18.6,130.0,219.0,349.0
Average_whole-fixation_pupil_diameter_min_clinical_simple,0.0,0.0,0.0,0.0,18.779999999999998,130.0,221.0,351.0
Average_whole-fixation_pupil_diameter_std_medical_simple,0.0,0.0,0.0,0.0,18.84,130.0,222.0,352.0
First-pass_first_fixation_duration_std_content,0.0,0.0,0.0,0.0,18.939999999999998,130.0,223.0,353.0
Time_to_first_fixation_max_clinical_original,5.0,2.0,1.0,2.0,22.232,100.0,255.0,355.0
First-pass_first_fixation_duration_mean_content,0.0,0.0,0.0,0.0,19.18,130.0,226.0,356.0
Peak_velocity_of_exit_saccade_max_content,0.0,0.0,0.0,0.0,19.4,130.0,228.0,358.0
Average_whole-fixation_pupil_diameter_max_clinical_original,0.0,0.0,0.0,0.0,19.5,130.0,229.0,359.0
Average_whole-fixation_pupil_diameter_max_clinical_simple,0.0,0.0,0.0,0.0,19.639999999999997,130.0,231.0,361.0
Average_whole-fixation_pupil_diameter_max_medical_original,0.0,0.0,0.0,0.0,19.82,130.0,232.0,362.0
Peak_velocity_of_exit_saccade_std_content,0.0,0.0,0.0,0.0,19.82,130.0,232.0,362.0
Average_whole-fixation_pupil_diameter_min_medical_original,0.0,0.0,0.0,0.0,19.860000000000003,130.0,234.0,364.0
Average_whole-fixation_pupil_diameter_min_medical_simple,0.0,0.0,0.0,0.0,19.919999999999998,130.0,235.0,365.0
Average_duration_of_Visit_std_clinical_simple,5.0,2.0,1.0,2.0,23.032,100.0,266.0,366.0
Peak_velocity_of_entry_saccade_max_content,0.0,0.0,0.0,0.0,20.380000000000003,130.0,237.0,367.0
Time_to_first_fixation_min_medical_simple,5.0,2.0,1.0,2.0,23.212,100.0,268.0,368.0
Total_duration_of_Visit_mean_clinical_original,0.0,0.0,0.0,0.0,20.4,130.0,238.0,368.0
Peak_velocity_of_entry_saccade_std_content,0.0,0.0,0.0,0.0,20.419999999999998,130.0,239.0,369.0
Total_duration_of_Visit_mean_clinical_simple,0.0,0.0,0.0,0.0,20.5,130.0,240.0,370.0
Total_duration_of_Visit_mean_medical_original,0.0,0.0,0.0,0.0,20.6,130.0,242.0,372.0
Peak_velocity_of_entry_saccade_mean_content,0.0,0.0,0.0,0.0,20.660000000000004,130.0,243.0,373.0
Average_whole-fixation_pupil_diameter_max_medical_simple,0.0,0.0,0.0,0.0,20.860000000000003,130.0,244.0,374.0
Total_duration_of_Visit_mean_medical_simple,0.0,0.0,0.0,0.0,21.2,130.0,245.0,375.0
Time_to_first_fixation_min_medical_original,5.0,2.0,1.0,2.0,24.192,100.0,276.0,376.0
Minimum_duration_of_Visit_max_medical_original,20.0,8.0,4.0,8.0,25.148000000000003,89.0,287.0,376.0
Time_to_exit_saccade_max_content,0.0,0.0,0.0,0.0,21.34,130.0,247.0,377.0
Total_duration_of_Visit_std_clinical_original,0.0,0.0,0.0,0.0,21.360000000000003,130.0,248.0,378.0
Total_duration_of_Visit_std_clinical_simple,0.0,0.0,0.0,0.0,21.419999999999998,130.0,249.0,379.0
Total_duration_of_Visit_std_medical_original,0.0,0.0,0.0,0.0,21.46,130.0,250.0,380.0
Total_duration_of_Visit_std_medical_simple,0.0,0.0,0.0,0.0,21.56,130.0,252.0,382.0
Time_to_exit_saccade_std_content,0.0,0.0,0.0,0.0,21.619999999999997,130.0,253.0,383.0
