Feature,Total_Stability_Count,Overall_Usage_Percentage,Conditional_Mean_Count,Conditional_Usage_Percentage,Mean_Rank_or_Score,Usage_Rank,Internal_Rank,Global_Score
Average_duration_of_Visit_std_non_medical,100.0,5.714285714285714,50.0,100.0,4.0,298.0,134.0,432.0
Total_duration_of_Visit_std_non_medical,100.0,5.714285714285714,50.0,100.0,4.0,298.0,134.0,432.0
Minimum_duration_of_whole_fixations_max_clinical_original,180.0,10.285714285714285,12.0,24.0,6.690666666666667,249.0,195.0,444.0
word_frequency_text_min_medical,500.0,28.57142857142857,50.0,100.0,19.3,22.0,427.0,449.0
word_frequency_text_std_medical,500.0,28.57142857142857,50.0,100.0,19.335,22.0,429.0,451.0
Duration_of_first_Visit_min_medical_simple,435.0,24.857142857142858,29.0,57.99999999999999,17.134666666666664,52.0,399.0,451.0
Average_whole-fixation_pupil_diameter_min_non_medical,98.0,5.6000000000000005,49.0,98.0,2.896,353.0,104.0,457.0
word_frequency_text_max_medical,500.0,28.57142857142857,50.0,100.0,19.490000000000002,22.0,437.0,459.0
Average_duration_of_whole_fixations_max_clinical_simple,109.0,6.228571428571429,7.266666666666667,14.533333333333335,6.001333333333333,284.0,175.0,459.0
total_lemma_count_screen_mean_medical,497.0,28.4,49.7,99.4,19.416,29.0,431.0,460.0
word_frequency_screen_max_medical,500.0,28.57142857142857,50.0,100.0,19.509999999999998,22.0,438.0,460.0
word_frequency_text_mean_medical,500.0,28.57142857142857,50.0,100.0,19.6,22.0,439.0,461.0
total_lemma_count_screen_min_medical,494.0,28.22857142857143,49.4,98.8,19.462,30.0,434.0,464.0
total_lemma_count_screen_std_medical,494.0,28.22857142857143,49.4,98.8,19.462,30.0,434.0,464.0
Selective_regression-path_duration_max_medical_original,510.0,29.142857142857142,34.0,68.0,19.981333333333332,20.0,446.0,466.0
Time_to_first_fixation_std_medical_original,250.0,14.285714285714285,50.0,100.0,13.666666666666666,123.0,343.0,466.0
total_lemma_count_screen_max_medical,488.0,27.885714285714286,48.8,97.6,19.471,34.0,436.0,470.0
Average_duration_of_whole_fixations_max_medical_simple,101.0,5.771428571428571,20.2,40.4,6.041333333333333,296.0,176.0,472.0
Time_to_first_fixation_std_clinical_simple,250.0,14.285714285714285,50.0,100.0,14.34,123.0,349.0,472.0
word_frequency_screen_min_medical,449.0,25.657142857142855,44.9,89.8,19.452,48.0,433.0,481.0
total_lemma_count_text_max_medical,479.0,27.37142857142857,47.9,95.8,19.738,42.0,442.0,484.0
Time_to_first_whole_fixation_max_non_medical,96.0,5.485714285714286,48.0,96.0,3.4159999999999995,361.0,124.0,485.0
Average_duration_of_Visit_mean_non_medical,98.0,5.6000000000000005,49.0,98.0,4.068,353.0,138.0,491.0
Time_to_first_fixation_std_clinical_original,250.0,14.285714285714285,50.0,100.0,15.006666666666666,123.0,369.0,492.0
Minimum_duration_of_fixations_max_non_medical,91.0,5.2,18.2,36.4,3.472,374.0,125.0,499.0
Time_to_first_fixation_mean_medical_simple,250.0,14.285714285714285,50.0,100.0,15.673333333333334,123.0,378.0,501.0
total_lemma_count_text_mean_medical,375.0,21.428571428571427,37.5,75.0,19.646,66.0,440.0,506.0
Time_to_first_fixation_mean_medical_original,250.0,14.285714285714285,50.0,100.0,16.34,123.0,388.0,511.0
Time_to_first_fixation_mean_clinical_simple,250.0,14.285714285714285,50.0,100.0,17.02,123.0,397.0,520.0
Average_duration_of_whole_fixations_min_clinical_simple,98.0,5.6000000000000005,49.0,98.0,5.449333333333333,353.0,168.0,521.0
Average_duration_of_whole_fixations_min_clinical_original,98.0,5.6000000000000005,24.5,49.0,5.450666666666667,353.0,169.0,522.0
Average_duration_of_whole_fixations_min_medical_original,96.0,5.485714285714286,48.0,96.0,5.433333333333334,361.0,167.0,528.0
Time_to_first_fixation_std_medical_simple,238.0,13.600000000000001,47.6,95.2,12.975999999999999,206.0,324.0,530.0
Average_duration_of_whole_fixations_max_medical_original,98.0,5.6000000000000005,49.0,98.0,6.072,353.0,177.0,530.0
Minimum_duration_of_whole_fixations_mean_clinical_original,98.0,5.6000000000000005,49.0,98.0,6.077333333333333,353.0,178.0,531.0
Time_to_first_fixation_mean_clinical_original,250.0,14.285714285714285,50.0,100.0,17.69333333333333,123.0,408.0,531.0
Selective_regression-path_duration_max_content,205.0,11.714285714285715,13.666666666666666,27.333333333333332,11.730666666666668,233.0,301.0,534.0
Average_duration_of_whole_fixations_max_clinical_original,96.0,5.485714285714286,48.0,96.0,5.896,361.0,174.0,535.0
Average_duration_of_whole_fixations_min_medical_simple,94.0,5.371428571428572,47.0,94.0,5.6933333333333325,368.0,172.0,540.0
Number_of_fixations_max_medical_simple,250.0,14.285714285714285,50.0,100.0,18.36,123.0,417.0,540.0
Minimum_duration_of_whole_fixations_mean_clinical_simple,96.0,5.485714285714286,48.0,96.0,6.176,361.0,180.0,541.0
Peak_velocity_of_exit_saccade_mean_medical,485.0,27.714285714285715,32.333333333333336,64.66666666666667,22.820999999999998,39.0,505.0,544.0
Minimum_duration_of_whole_fixations_mean_medical_simple,98.0,5.6000000000000005,49.0,98.0,6.897333333333334,353.0,197.0,550.0
Minimum_duration_of_whole_fixations_mean_medical_original,93.0,5.314285714285714,18.6,37.2,6.4,370.0,184.0,554.0
total_word_count_text_max_medical,278.0,15.885714285714286,27.8,55.60000000000001,19.979000000000003,113.0,445.0,558.0
Minimum_duration_of_whole_fixations_std_clinical_original,96.0,5.485714285714286,48.0,96.0,7.252,361.0,199.0,560.0
Minimum_duration_of_whole_fixations_std_clinical_simple,96.0,5.485714285714286,48.0,96.0,7.265333333333333,361.0,200.0,561.0
total_lemma_count_text_std_medical,281.0,16.057142857142857,28.1,56.2,20.076,112.0,449.0,561.0
Average_duration_of_Visit_min_non_medical,16.0,0.9142857142857144,8.0,16.0,5.176,413.0,154.0,567.0
Minimum_duration_of_whole_fixations_std_medical_original,92.0,5.257142857142857,46.0,92.0,7.343999999999999,371.0,203.0,574.0
total_word_count_screen_std_non_medical,6.0,0.34285714285714286,3.0,6.0,4.3759999999999994,435.0,144.0,579.0
word_count_text_max_content,14.0,0.8,3.5,7.000000000000001,5.314666666666667,423.0,157.0,580.0
Selective_regression-path_duration_max_medical,400.0,22.857142857142858,26.666666666666668,53.333333333333336,23.575,60.0,527.0,587.0
Minimum_duration_of_whole_fixations_min_clinical_original,76.0,4.3428571428571425,38.0,76.0,7.438666666666666,380.0,213.0,593.0
Peak_velocity_of_entry_saccade_min_content,185.0,10.571428571428571,18.5,37.0,14.128000000000002,247.0,346.0,593.0
Minimum_duration_of_whole_fixations_std_medical_simple,70.0,4.0,35.0,70.0,7.5,381.0,214.0,595.0
Peak_velocity_of_exit_saccade_min_content,175.0,10.0,17.5,35.0,14.253333333333334,250.0,347.0,597.0
Minimum_duration_of_whole_fixations_min_clinical_simple,54.0,3.085714285714286,27.0,54.0,7.754666666666667,386.0,217.0,603.0
Minimum_duration_of_fixations_min_non_medical,2.0,0.1142857142857143,1.0,2.0,4.54,455.0,148.0,603.0
Peak_velocity_of_exit_saccade_mean_content,130.0,7.428571428571429,26.0,52.0,13.610666666666667,261.0,342.0,603.0
total_word_count_screen_mean_non_medical,0.0,0.0,0.0,0.0,4.4,461.0,146.0,607.0
word_count_text_max_non_medical,2.0,0.1142857142857143,1.0,2.0,5.311999999999999,455.0,156.0,611.0
word_count_text_mean_content,2.0,0.1142857142857143,1.0,2.0,5.3773333333333335,455.0,158.0,613.0
word_count_text_std_content,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
word_count_text_mean_non_medical,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
Minimum_duration_of_Visit_std_non_medical,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
Minimum_duration_of_Visit_min_non_medical,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
Minimum_duration_of_Visit_max_non_medical,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
word_count_text_std_non_medical,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
Average_duration_of_Visit_max_non_medical,0.0,0.0,0.0,0.0,5.4,461.0,159.0,620.0
Maximum_duration_of_Visit_mean_non_medical,0.0,0.0,0.0,0.0,5.42,461.0,166.0,627.0
Minimum_duration_of_fixations_std_non_medical,0.0,0.0,0.0,0.0,5.54,461.0,171.0,632.0
word_count_screen_max_content,0.0,0.0,0.0,0.0,6.233333333333333,461.0,181.0,642.0
word_count_screen_max_non_medical,0.0,0.0,0.0,0.0,6.32,461.0,182.0,643.0
word_count_screen_std_content,0.0,0.0,0.0,0.0,6.36,461.0,183.0,644.0
Minimum_duration_of_whole_fixations_min_medical_original,12.0,0.6857142857142857,6.0,12.0,8.26,424.0,221.0,645.0
word_count_screen_std_non_medical,0.0,0.0,0.0,0.0,6.4,461.0,184.0,645.0
Maximum_duration_of_Visit_max_non_medical,0.0,0.0,0.0,0.0,6.4,461.0,184.0,645.0
