	RC_1	RC_2	RC_3	RC_4	RC_5	RC_6	RC_7	RC_8	RC_9	RC_10	RC_11	RC_12	RC_13	RC_14	RC_15	RC_16	RC_17	RC_18	RC_19	RC_20	RC_21	RC_22	RC_23
Average_duration_of_fixations_std_medical_simple	-0.009214514167584783	0.013082973301608798	-0.05958742051660103	0.03611135949334412	0.0015116481971462394	-0.02550642469823605	-0.01276332103088208	0.0032929770909050095	0.06297381288685674	0.029558359884499848	0.054106646017614286	0.013779208484043215	0.0052019144372107634	0.018278347156754256	-0.020727738525600687	-0.02196305141913417	-0.03126146152815717	0.0036166649914731127	0.08917160406058924	0.05190818907341573	0.003472233594639559	-0.011261877611696688	0.04482372600571574
Average_duration_of_fixations_min_clinical_original	-0.02082975261270794	-0.005111708324728906	-0.004713643746960156	-0.005166841703332707	-0.00567389772835507	-0.00948124702763116	0.0002566304799091315	-0.01785580812296338	-0.028440546863594488	-0.045865105816530374	0.06778142371673031	-0.01858767677030679	0.04252295527645474	0.021307161693186076	0.0715298907027992	-0.004270954616532278	-0.023599507905828706	-0.005533761890176322	-0.004628561408745429	0.0031229586520244833	-0.007007698155385833	0.04316650214873871	-0.2151535712499982
Average_duration_of_fixations_min_clinical_simple	0.02133046327589673	-0.07050820357465808	-0.017646637264228212	-0.07092062270244577	0.01668118555657686	0.026293282157138952	-0.018327692722472935	-0.00732224201976533	-0.03778096233873981	0.008047210648619277	0.0640084811317507	-0.07434744185165755	0.01706974300633465	0.05194243047644548	-0.016100720228613263	-0.007713565036901852	0.008655940683230936	0.14591132578463636	-0.04176476113548332	0.02978137156324973	0.0673171043210991	-0.056978305093327325	0.05190801120744425
Average_duration_of_fixations_min_medical_original	-0.030353155298868797	-0.010694893926818072	0.05615126716882351	0.03573031542263697	0.012497746673293317	0.016893855264954624	-0.008542377416539909	-0.02693632677395813	-0.024777295777116952	-0.046826274614941724	-0.02309595300979849	-0.016345383462458462	0.005465194888047371	0.038495912808772535	-0.1037861415867868	-0.04003288095745051	0.05940221917624827	-0.03516116513706125	0.06778885216187347	-0.0036959908391849716	0.12307670103784842	0.06453603209566464	0.11131137270290896
Average_duration_of_fixations_min_medical_simple	-0.04803258500021856	0.045380126842617205	0.015036314852677172	0.0022264279333595407	-0.012225807187742264	-0.0014695935815806115	-0.009129741042499319	0.014848744887170577	0.03530720315463262	-0.013800366985123557	-0.0691082011656004	0.032300230739489684	-0.011432875358006798	0.0346141780380887	-0.01989198023563568	0.052224194390612634	-0.2617735014561798	0.040740535152109195	-0.0258887016728432	-0.019512333375184765	0.03962656788852959	0.026192787108664763	-0.018669642575420527
Average_duration_of_fixations_max_clinical_original	0.011447396184639457	0.014154352193539575	0.023134164295273475	0.007190890547256688	0.0038959185772586237	0.0028030349569710027	-0.04415436515540629	0.009212091937030232	0.011473756786426632	-0.035501027727102834	0.17594807957334344	0.0031421455169812046	0.002779611096528022	0.038677692128184095	-0.0007228822824814188	-0.00012161121889231852	0.03870635843060121	0.006234186514406686	-0.01450132098358034	0.00838864199664979	0.016401592984485944	0.000554370820485169	-0.004514789970538493
Average_duration_of_fixations_max_clinical_simple	0.01984378546938814	0.02443810004727128	0.026752862940490802	-0.03443878228896636	-0.026858723825039964	0.04734174530999884	0.0048217390853879105	0.007285426256031485	0.0374049561016513	-0.011406401617852757	-0.0701030274984449	-0.002425680866310014	-0.010003114932685032	-0.05493186739131567	-0.03237040793054784	0.020390182058989632	-0.08000972113239703	0.05002525805636773	0.18144655417767588	-0.06028393660593503	-0.01600303353485203	0.022769485869227394	-0.07918363886336467
Average_duration_of_fixations_max_medical_original	0.07794533801229593	-0.008696311888775793	0.014149848318992606	-0.005224475658538631	0.0008913761880919103	-0.0036393533454738944	0.04597584080642877	-0.017237008304399254	-0.0003661854161539989	0.010104417108133139	0.1021748195580868	-0.008528066902353013	-0.05996397999677167	-0.04907532832551041	-0.010682047101817423	-0.03054026060682299	-0.021929814344198877	-0.029312175061249487	0.057413931045962825	-0.1099692466376183	-0.044382133133348066	-0.05205334855275767	0.031256707671409985
Average_duration_of_fixations_max_medical_simple	-0.026208431097163327	-0.003767424091777633	-0.054388917361736164	0.02463738220000952	-0.013394209529161422	0.014264234991996586	0.015101225723929225	-0.0027073456539239795	-0.042013724607411936	0.040936038468224974	0.07512881574023575	0.017265286173954744	-0.0006987493105409303	-0.0036178370382690087	0.022650475742279658	-0.02659680428718525	0.024080289834292255	0.01599956742533111	0.13040002628520778	0.05422593384610758	0.030322354513834655	-0.012158395820398231	-0.0478193371501603
Minimum_duration_of_fixations_mean_clinical_original	0.017526952014868404	-0.0017948675567427336	0.0030991677572753205	0.003624528853086642	-0.0036617396009388176	0.0035099717199406624	-0.0066597807377705865	0.0020556232990235884	0.07793613181139881	-0.10384258922394184	0.01902781187349457	-0.01727386066891351	0.00698599222160778	0.03179063600844931	0.013008015480923752	0.023928361821261523	-0.005856596327560498	-0.018994226770109087	0.0019918890840527398	0.015449530078228973	-0.00688965996104706	0.012898067058717813	-0.002303132716112036
Minimum_duration_of_fixations_mean_clinical_simple	0.025586829200825292	0.004989483160957938	0.0026789738335177052	-0.09378962955290239	-0.015035652293922919	-0.0007511346249844397	-0.004080746221470555	0.0028869150023612122	0.11869533672911978	-0.0031600979804455353	0.003157081649819546	-0.006487791901877704	0.02532179997315796	0.03240276187818709	0.023885215979923245	0.013290949037246843	-0.007071199034416302	-0.018368208248206973	0.010847398210464631	-0.009548605362088335	-0.004182058680747831	0.006270751623578237	0.006422081309620448
Minimum_duration_of_fixations_mean_medical_original	0.017790880792033937	-0.10152659074065147	0.00514301839350784	-0.004446429209500474	-0.00909777666874776	0.004517151421456759	0.015081954635306653	-0.0072977602715305345	0.10816755559320741	-0.004975119305616933	0.013245599282752058	-0.009897625151250975	0.01817027569074322	0.004998794528527903	0.0267696694122967	0.029885727663056902	-0.017013756935261172	-0.01993976566314253	-0.018550128005939692	0.011176498770526325	0.014811948720516884	0.010082732906278818	0.022093208479338277
Minimum_duration_of_fixations_mean_medical_simple	0.02560794307793884	0.0061253270601096315	-0.08913229630692972	-0.001865938810415458	0.004626989431154337	0.0010004233667578373	-0.016745248049593646	-0.008934545449629861	0.12349829039715303	0.0003655077878398569	0.0063388534516828484	-0.002053668941559655	0.025584859025809793	0.019634982465367823	0.02156834475810017	-0.006269796893411377	-0.02017943062842427	-0.029693469207255782	-0.005468676622936835	0.012036265233110402	-0.005792016430613346	-0.0037200847882085607	0.008240490807736435
Minimum_duration_of_fixations_std_clinical_original	0.02003125229063089	0.014716853428978157	0.015759849766536747	0.012439074297837778	-0.000411573576463927	-0.011263421681324687	-0.015483804905776156	0.01190978592220009	0.05868284509612595	-0.05905277884828689	0.11833736792523893	-0.0026414346908963274	-0.006557243462678097	0.007290413361490191	-0.00527354366480136	0.02287404048426623	-0.008828750084989942	0.004668276710075869	0.008324711156225606	0.00340647767005197	-0.006346509468439349	-0.010574740050207063	0.0407736937699772
Minimum_duration_of_fixations_std_clinical_simple	0.02472607553515462	0.02340859368341408	0.034476665689530686	-0.0520992815294729	-0.015155573069598352	0.011679931786430973	0.016722063362857587	0.0008661442919966275	0.09163393721916979	-0.012520441465732878	-0.020378546529651966	-0.0001305479813201471	0.0041695383719570645	-0.031274695532587604	-0.0010044329590940954	0.011974093025521338	-0.02493594512518043	0.014036116002076455	0.10639269839850626	-0.006171338154657284	-0.0010052188540903178	-0.020219650883150517	0.018993570652402286
Minimum_duration_of_fixations_std_medical_original	0.04796578675740176	-0.0631898937803746	0.02455735055296598	0.020253704632647924	-0.010437469770256266	0.0042734811837787405	0.04534761293448778	-0.023987660398091665	0.06623673559710558	0.0005835862247046841	0.05639940646797857	0.002975542724623444	-0.004976608658112447	-0.0425626965806448	0.002996576097379324	0.010178997328301801	-0.04080900077636327	-0.031148049407659313	0.020886979843527685	0.009504913276043303	0.0011805706352274689	-0.041193139789319336	0.093402684036939
Minimum_duration_of_fixations_std_medical_simple	0.007143894892722277	0.013251831044066662	-0.06168171001862957	0.03410087793753323	-0.0007665660764704629	-0.021559648695656963	-0.00888437002867843	-0.008196514999471886	0.0904801375965457	0.02622643018681227	0.036251975969967966	0.012216296796591588	0.008781442013830234	0.004812764141567983	-0.021843208244017046	-0.015358669654245339	-0.028551512934198886	0.00021603596201913287	0.05358692883988501	0.04564243918242714	-0.004647619029444728	-0.03621904713723382	0.06515235443782078
Minimum_duration_of_fixations_min_clinical_original	-0.003769289745375306	-0.04444598162596977	-0.008046675509194664	-0.0017963179946888608	-0.03359623059036348	0.0024280646105934653	0.06316848344809081	-0.055867476759826645	-0.0462294122804424	-0.05487746031310917	0.003464743081999228	0.009099970174218415	0.025033015607580558	-0.021498891152064107	-0.0013335431394934831	0.01437613118515132	0.037672945867092335	-0.07333885311556419	-0.00829772980533709	0.17654528535194505	0.02920311868098125	-0.03666129752312083	-0.11580130984212501
Minimum_duration_of_fixations_min_clinical_simple	-0.01028063178544652	-0.055288975472896656	-0.038561719432061284	-0.06959348122987376	0.009965408423506837	0.035667468753712885	0.012034182699029285	-0.013019421953615383	-0.00803500358747491	0.0032948889671185117	0.03320515762432074	-0.15466371815158492	0.01708042510916022	-0.035242886870653536	-0.019377976531198948	0.01095940134518822	-0.0036069256430425467	-0.03719777268336172	-0.0018699581556317188	0.073790895753963	0.0027318581619090094	-0.00305682368058142	-0.07579806579778527
Minimum_duration_of_fixations_min_medical_original	0.023654413223452016	-0.03783470418784548	-0.006120001093545283	-0.007465365466663112	0.034172920856360985	0.048790054321082924	0.04657882693623786	0.013451942146548795	0.0010514613583359914	0.0035818194747583715	0.015988070095041232	-0.03946737404985656	0.00870462792418174	0.03169858398108108	-0.005057090358141334	-0.010759223868365017	-0.024293176696123176	0.0023091068316206673	-0.005923471296064903	-0.05876312881057218	0.16715924625403697	0.01088415982719792	0.033063838349625944
Minimum_duration_of_fixations_min_medical_simple	0.009568056648060414	0.016651033072963284	-0.000395746912140802	0.021810419052301293	0.018993917566739182	-0.039672316584516205	-0.009376260126113898	0.043650471912470463	-0.01251816649280528	0.011013412859918586	0.035706321737746634	0.029855880367479666	-0.04146767529280712	-0.02244969621241346	0.046744289574590626	-0.11727837926638382	-0.2019883115306224	-0.02688851839406069	0.008825385503694504	0.08807374078911827	0.09077812273226205	-0.06815577591189097	0.02819554219565985
Minimum_duration_of_fixations_max_clinical_original	0.020256164796422328	0.012432625550315496	0.022385447757849525	0.011231580671832966	0.012402981311373976	0.005399395884364575	-0.04913756008265727	0.016070405285367222	0.016766044463329497	-0.03698511124234371	0.16007455208648871	0.009389057807573042	-0.00021337549256806356	0.060610854777841276	0.0026499924283164785	0.006917308959281294	0.024772877923303727	0.007637909286119326	-0.012527417878739332	0.004425101631886259	0.023922205369165315	-0.003893398914481792	0.007516933694969454
Minimum_duration_of_fixations_max_clinical_simple	0.01927162223309302	0.023943597841938044	0.027529574743948175	-0.03555721063262498	-0.028397750703955033	0.04967697489640164	0.003937448161123988	0.0067515380132735945	0.04527916818261281	-0.012386221639859212	-0.07436866382244518	-0.004707186216490118	-0.015063915791742684	-0.06446544246519938	-0.03164820453332562	0.019308818032277773	-0.08617558302356876	0.046705329146751254	0.17553498859818453	-0.05557890431695308	-0.02016820936662729	0.019359946619588526	-0.07303601848905056
Minimum_duration_of_fixations_max_medical_original	0.0841496008885003	-0.005933089255755144	0.011375362324303695	-0.0020600201101991064	-0.014751161722471753	-0.0020970875181649425	0.048908043068644075	-0.02663215119545033	0.01275246796254779	0.00834223798543706	0.09634005372829588	0.007082783056089605	-0.045701332329370806	-0.07421665114984703	-0.0014100690624270665	-0.018143971887148787	-0.002985411384890565	-0.029860401789995657	0.054214592256014826	-0.1151412080904274	-0.028055891924644805	-0.05061574680675627	0.053023572672951214
Minimum_duration_of_fixations_max_medical_simple	-0.06631970845121458	0.005043092595096651	-0.03936099111226637	0.015285588297839615	-0.026872236776679437	-0.0004729241525284191	0.003636023508712468	0.004415850612358068	0.0036023337504159235	0.061503008628562054	0.10421291296660476	0.04395230869268482	-0.006103030035733573	-0.026394573069772675	0.020698294257798074	-0.0010630881834117721	-0.020709435067335392	0.03033327907063871	0.07407690305784842	0.05585962439251199	0.035135964400380956	0.0033429937653709136	-0.034575715405537215
Maximum_duration_of_fixations_mean_clinical_original	-0.030266782432463966	-0.006402437454807017	0.008149546765259695	0.004796589585312803	-0.004524962037363545	-0.005326942325105898	0.012255528753831383	-0.011439282280548043	0.04935246942583325	-0.08034681063401856	0.0313689374994945	-0.006022365128008287	0.004334824803990991	-0.015718492106664716	0.0034864438957743823	0.005065376562268864	-0.01425940116963958	-0.0008298774573228007	0.0040393346937983845	0.020038816263627746	-0.01858639524188845	-0.0107953939140841	-0.0050094057592755415
Maximum_duration_of_fixations_mean_clinical_simple	-0.02447584552615362	0.01618743286191127	0.010247740076364349	-0.07223455303787793	-0.023205540213925558	-0.004359681753690379	-0.0032191928112448895	-0.006793264902656261	0.07514216627062067	-0.006974036088056715	-0.00683668150954634	0.002970434221134987	0.020636757731797854	0.017831575110598668	0.03659511913279325	-0.003868274097139076	0.01609606957576966	0.002399421938714581	0.04053468789225142	0.01498531917596303	-0.0014403040989123955	-0.02724881340674842	0.011797001116022157
Maximum_duration_of_fixations_mean_medical_original	-0.03508642122026022	-0.08750179686492437	0.012988839273507882	0.011441614745669923	0.007293813392151013	-0.007964014582371661	0.00010891240212668063	-0.009325270989223063	0.08704040229653602	-0.00524091462604583	-0.0009812570656589482	0.0024564052827133116	0.004890132978406541	-0.0037414845311888618	0.023205885863073327	-0.004449874996953791	-0.01892351264497098	-0.0031376318806529712	0.025686442284519842	0.015966803364216645	-0.021692024964596622	-0.003688457018918496	0.01012867896690613
Maximum_duration_of_fixations_mean_medical_simple	-0.046495141302991795	0.015306759514343269	-0.06418439435959604	0.007713469872060357	0.0009987838713326827	0.004145705769396817	-0.003982133755277717	-0.011987338608652906	0.09601784841552405	0.010080021878185656	0.014521326993473402	-0.0023371577917950634	0.01704739325951079	-0.009328907373639672	0.005354304903080691	-0.010011995838034304	-0.006090171836247467	-0.000619638152118819	0.012579349105578279	0.02364765933594754	-0.013511026840306134	-0.012553956215874879	0.004931563831349513
Maximum_duration_of_fixations_std_clinical_original	-0.04933652439221808	0.004264401363538757	0.02309006536808319	0.0015376716494619428	-0.004627171934551032	-0.0149006506352246	0.006019714986585514	-0.001143054939064024	-0.0030208069640919066	-0.022859218898860136	0.1510965713440718	-0.009848976527538576	-0.009302300014525713	-0.04239224283334036	-0.0033710860950811883	0.017826878564960777	-0.0032603630586916857	-0.006851005333431353	0.00920532280903348	0.008394760361765823	-0.0070882437538750545	-0.005233591195085023	-0.025692342246498103
Maximum_duration_of_fixations_std_clinical_simple	-0.003496674876194122	0.0145420679098375	0.010645680112405742	-0.015810006404134602	-0.002373566302716348	-0.0022110483131364046	0.007687866125881637	-0.004623723855584034	-0.024803151099749624	-0.039502741676799485	-0.0284113817263983	-0.0038194039378139978	0.0017775821971795494	0.03540356537155421	0.03689443070141688	-0.014608164089661257	0.07186709245676867	-0.016015082331697957	0.19786956816146783	0.0423542719177884	0.012253687939313416	-0.018205472299458993	0.02689206479017453
Maximum_duration_of_fixations_std_medical_original	-0.038393773489205446	-0.04968028176795906	0.0332958818506922	0.008448730235850405	0.020258752802817116	-0.007606364656934558	0.015220605777074223	-0.011657864276730372	0.02007645623957915	-0.002411510850480054	0.04434383113312129	-0.01617316350769799	-0.03436959595902017	-0.01595320150623622	-0.02010754129855824	-0.025290044098521664	-0.06094447793285333	-0.042246505885469576	0.10227761696003465	0.04307895891589832	-0.06827059487664325	0.01694589879043393	0.011673115032914695
Maximum_duration_of_fixations_std_medical_simple	-0.0791364243891722	0.0125353893532063	-0.03562457229378212	0.028446609323162477	0.007381290283851009	-0.015545668686605627	-0.009652597727938802	0.009745523928087071	0.022312304329369356	0.036644060539574426	0.07040440269937134	0.0025287758896341108	-0.010064325661398482	0.002259912194093627	-0.020699338584469703	-0.03157794183800564	0.0013022380649373422	0.017192128978254964	0.11066246688740346	0.04536885343171121	-0.004379507282601854	0.017439533673932025	-0.00859970016722541
Maximum_duration_of_fixations_min_clinical_original	-0.02121106487411599	-0.005231768582631269	-0.004647201398810839	-0.005513714663086531	-0.005710586758217746	-0.009530406355780835	0.0007312320523592468	-0.01832512454853157	-0.02834019294624143	-0.04563577718709486	0.06839940527255066	-0.018137070624656356	0.04278787561707837	0.02025580143069325	0.07206470949885885	-0.005127052262183304	-0.023879295267791156	-0.005341074410364036	-0.005712110774889275	0.003926754575364257	-0.007310620514504591	0.042616949008802	-0.21515707820669724
Maximum_duration_of_fixations_min_clinical_simple	0.021101826997651053	-0.07019055058841805	-0.0169811820434461	-0.06994480745009007	0.015776982476925685	0.027224519457496963	-0.019032090394905735	-0.009851474535454046	-0.03763309578540303	0.007237201479164666	0.0640583812780137	-0.06950820738379032	0.017632112541967754	0.04955041867381714	-0.010553402412919589	-0.013287536013814747	0.007283979116187268	0.14904936580836955	-0.04563643544758661	0.03402961045236447	0.07090496065809902	-0.059718469806037386	0.05444518870612049
Maximum_duration_of_fixations_min_medical_original	-0.03173575166975444	-0.008157497623247374	0.05689506392936183	0.03245336798502124	0.009511644601327184	0.01947492429420891	-0.004540572299864763	-0.03195020795112491	-0.028694481324465716	-0.04356101548224187	-0.015902598073595245	-0.02180475738995466	0.00730124530675187	0.020690099476956252	-0.11261076199515929	-0.03885948549938689	0.05989887494245746	-0.03176393656171443	0.06650309045786855	-0.012038655993751354	0.12458217392206229	0.06844399790361715	0.09690461506787365
Maximum_duration_of_fixations_min_medical_simple	-0.04709556804153677	0.03774486919535984	0.010496418725465468	0.00046040442626941953	-0.018112700019767853	-0.0005320949639666387	-0.0036879984346689684	0.011229931703580505	0.02214566284005592	-0.011488923966672204	-0.0648497795512266	0.03126467551729149	-0.009502740044541599	0.03403433267363173	-0.02205175398120706	0.060514304422331494	-0.26412031948109344	0.04377246111507661	-0.033333276925757806	-0.0006765010518003223	0.038450257199942016	0.017084542834577048	-0.019269440202905816
